generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,elapsed_sec
308,1,2.218750,1.684471,1.722656,2.218750,1.722656,2.519531,278,59,27,0.28
309,1,0.605469,0.085297,0.208984,0.605469,0.208984,2.519531,272,57,26,0.27
310,1,-0.501953,-2.290576,-2.289062,-0.501953,-2.289062,2.519531,257,56,24,0.52
311,1,1.546875,0.872135,0.990234,1.546875,0.990234,2.519531,249,58,25,0.15
312,1,0.810547,0.160346,0.281250,0.810547,0.281250,2.519531,265,59,26,0.15
313,1,2.191406,1.467629,1.470703,2.191406,1.470703,2.519531,261,54,25,0.27
314,1,0.742188,-1.357438,-1.357422,0.742188,-1.357422,2.519531,249,52,22,0.41
315,1,0.699219,-0.205621,-0.361328,0.699219,-0.361328,2.519531,245,53,24,0.27
316,1,0.896484,0.514830,0.697266,0.896484,0.697266,2.519531,241,54,22,0.14
317,1,0.945312,0.134648,0.257812,0.945312,0.257812,2.519531,249,55,25,0.41
318,1,1.830078,1.067469,1.029297,1.830078,1.029297,2.519531,250,52,25,0.30
319,1,1.310547,0.748143,0.804688,1.310547,0.804688,2.519531,237,59,24,0.13
320,1,-0.824219,-2.111889,-2.078125,-0.824219,-2.078125,2.519531,240,53,23,0.40
321,1,1.328125,0.873264,1.000000,1.328125,1.000000,2.519531,231,54,24,0.26
322,1,2.482422,1.659732,1.824219,2.482422,1.824219,2.519531,236,59,26,0.25
323,1,1.660156,0.858344,0.824219,1.660156,0.824219,2.519531,234,60,24,0.29
324,1,1.453125,0.822930,0.978516,1.453125,0.978516,2.519531,231,60,26,0.15
325,1,0.017578,-0.621328,-0.333984,0.017578,-0.333984,2.519531,245,56,23,0.28
326,1,0.107422,-1.165225,-1.316406,0.107422,-1.316406,2.519531,235,56,25,0.52
327,1,2.402344,1.335891,1.613281,2.402344,1.613281,2.519531,225,53,23,0.26
328,1,-1.085938,-1.749523,-1.644531,-1.085938,-1.644531,2.519531,239,53,23,0.27
329,1,2.214844,1.002986,1.000000,2.214844,1.000000,2.519531,234,56,23,0.41
330,1,1.488281,0.902881,1.089844,1.488281,1.089844,2.519531,232,56,23,0.14
331,1,-0.812500,-1.498963,-1.429688,-0.812500,-1.429688,2.519531,247,61,27,0.26
332,1,-1.041016,-1.788127,-1.722656,-1.041016,-1.722656,2.519531,254,53,22,0.41
333,1,1.101562,0.351607,0.425781,1.101562,0.425781,2.519531,242,54,23,0.41
334,1,0.742188,0.212705,0.343750,0.742188,0.343750,2.519531,260,57,24,0.15
335,1,0.244141,-0.095266,0.058594,0.244141,0.058594,2.519531,270,59,25,0.14
336,1,-0.343750,-1.054865,-1.287109,-0.343750,-1.287109,2.519531,269,55,23,0.42
337,1,-3.257812,-4.085369,-4.044922,-3.257812,-4.044922,2.519531,267,54,23,0.41
338,1,1.464844,0.950873,1.042969,1.464844,1.042969,2.519531,266,56,25,0.27
339,1,-0.138672,-0.976900,-0.908203,-0.138672,-0.908203,2.519531,283,52,24,0.44
340,1,0.902344,0.320801,0.277344,0.902344,0.277344,2.519531,278,56,25,0.14
341,1,1.453125,0.905549,1.041016,1.453125,1.041016,2.519531,282,53,26,0.26
342,1,0.841797,0.359719,0.310547,0.841797,0.310547,2.519531,297,52,24,0.15
343,1,-0.253906,-0.982471,-0.935547,-0.253906,-0.935547,2.519531,289,53,22,0.29
344,1,1.148438,-0.404723,-0.978516,1.148438,-0.978516,2.519531,284,53,23,0.44
345,1,2.712891,1.939357,1.896484,2.712891,1.896484,2.712891,296,54,25,0.41
346,1,0.152344,-0.619047,-0.640625,0.152344,-0.640625,2.712891,302,55,23,0.29
347,1,0.875000,0.239461,0.333984,0.875000,0.333984,2.712891,295,53,22,0.43
348,1,2.394531,1.638814,1.757812,2.394531,1.757812,2.712891,296,56,25,0.15
349,1,0.904297,0.076199,-0.253906,0.904297,-0.253906,2.712891,299,59,25,0.29
350,1,1.132812,0.740809,0.779297,1.132812,0.779297,2.712891,293,51,24,0.29
351,1,0.300781,-0.669811,-1.255859,0.300781,-1.255859,2.712891,297,60,25,0.32
352,1,-0.240234,-0.641488,-0.582031,-0.240234,-0.582031,2.712891,287,53,22,0.28
353,1,0.265625,-0.085389,0.050781,0.265625,0.050781,2.712891,282,54,23,0.29
354,1,1.589844,1.162047,1.253906,1.589844,1.253906,2.712891,275,57,24,0.14
355,1,0.427734,-0.394525,-0.257812,0.427734,-0.257812,2.712891,274,51,22,0.40
356,1,-2.089844,-2.819449,-2.849609,-2.089844,-2.849609,2.712891,273,54,22,0.28
357,1,0.134766,-0.425902,-0.345703,0.134766,-0.345703,2.712891,278,52,24,0.26
358,1,-1.392578,-1.769691,-1.667969,-1.392578,-1.667969,2.712891,281,56,24,0.29
359,1,0.523438,-0.124486,-0.152344,0.523438,-0.152344,2.712891,274,56,24,0.14
360,1,0.591797,0.112174,0.220703,0.591797,0.220703,2.712891,267,54,23,0.15
361,1,1.423828,0.542857,0.535156,1.423828,0.535156,2.712891,264,57,24,0.42
362,1,-0.714844,-1.367539,-1.371094,-0.714844,-1.371094,2.712891,253,53,24,0.27
363,1,0.583984,0.046617,0.160156,0.583984,0.160156,2.712891,252,55,22,0.15
364,1,0.677734,-0.538832,-0.429688,0.677734,-0.429688,2.712891,249,51,25,0.28
365,1,1.642578,1.094393,1.179688,1.642578,1.179688,2.712891,252,55,23,0.15
366,1,-1.113281,-1.666787,-1.503906,-1.113281,-1.503906,2.712891,247,51,25,0.43
367,1,1.429688,0.958867,1.029297,1.429688,1.029297,2.712891,258,53,24,0.14
368,1,1.470703,0.756887,0.802734,1.470703,0.802734,2.712891,259,49,24,0.29
369,1,0.353516,-0.047705,0.091797,0.353516,0.091797,2.712891,252,52,24,0.15
370,1,1.642578,1.260451,1.398438,1.642578,1.398438,2.712891,263,53,25,0.15
371,1,0.691406,0.289338,0.359375,0.691406,0.359375,2.712891,264,52,24,0.13
372,1,-0.914062,-1.984775,-1.875000,-0.914062,-1.875000,2.712891,263,56,23,0.57
373,1,1.615234,0.856855,0.613281,1.615234,0.613281,2.712891,263,53,24,0.28
374,1,2.277344,1.490219,1.615234,2.277344,1.615234,2.712891,271,56,25,0.29
375,1,-0.791016,-1.428656,-1.320312,-0.791016,-1.320312,2.712891,274,57,26,0.28
376,1,1.636719,1.061859,1.181641,1.636719,1.181641,2.712891,271,54,22,0.14
377,1,-0.208984,-1.308182,-1.580078,-0.208984,-1.580078,2.712891,268,49,23,0.41
378,1,2.144531,1.032393,0.777344,2.144531,0.777344,2.712891,265,52,25,0.29
379,1,-1.351562,-1.926279,-1.843750,-1.351562,-1.843750,2.712891,276,50,24,0.29
380,1,0.949219,0.406387,0.449219,0.949219,0.449219,2.712891,276,55,24,0.29
381,1,1.580078,0.960729,0.808594,1.580078,0.808594,2.712891,290,49,23,0.14
382,1,1.083984,0.568391,0.677734,1.083984,0.677734,2.712891,290,56,25,0.15
383,1,1.962891,1.591523,1.710938,1.962891,1.710938,2.712891,293,51,25,0.14
384,1,-0.031250,-0.401912,-0.283203,-0.031250,-0.283203,2.712891,291,57,24,0.42
385,1,0.982422,0.515605,0.521484,0.982422,0.521484,2.712891,279,60,25,0.14
386,1,2.234375,1.353090,1.347656,2.234375,1.347656,2.712891,187,58,26,0.27
387,1,-1.357422,-3.166350,-3.048828,-1.357422,-3.048828,2.712891,225,50,24,0.27
388,1,2.544922,1.946648,2.140625,2.544922,2.140625,2.712891,235,51,26,0.13
389,1,1.259766,0.334098,0.460938,1.259766,0.460938,2.712891,237,49,23,0.27
390,1,-0.775391,-1.423555,-1.287109,-0.775391,-1.287109,2.712891,245,49,23,0.41
391,1,1.824219,1.005967,1.021484,1.824219,1.021484,2.712891,252,50,25,0.41
392,1,1.183594,0.706533,0.908203,1.183594,0.908203,2.712891,269,58,22,0.14
393,1,1.794922,1.111975,1.302734,1.794922,1.302734,2.712891,260,57,22,0.28
394,1,-2.072266,-2.760848,-2.593750,-2.072266,-2.593750,2.712891,266,53,24,0.28
395,1,1.908203,1.406785,1.541016,1.908203,1.541016,2.712891,267,50,23,0.14
396,1,3.199219,2.190963,1.994141,3.199219,1.994141,3.199219,280,50,26,0.29
397,1,1.402344,0.729412,0.826172,1.402344,0.826172,3.199219,275,49,23,0.41
398,1,0.917969,0.390379,0.496094,0.917969,0.496094,3.199219,259,53,24,0.14
399,1,0.130859,-1.799494,-1.623047,0.130859,-1.623047,3.199219,269,47,24,0.56
400,1,-0.429688,-1.036828,-0.943359,-0.429688,-0.943359,3.199219,270,53,25,0.43
401,1,0.644531,0.201486,0.285156,0.644531,0.285156,3.199219,279,50,25,0.15
402,1,-0.216797,-0.698791,-0.521484,-0.216797,-0.521484,3.199219,268,50,25,0.27
403,1,0.988281,0.361803,0.380859,0.988281,0.380859,3.199219,268,50,24,0.15
404,1,0.152344,-1.043854,-0.937500,0.152344,-0.937500,3.199219,283,50,24,0.42
405,1,0.531250,-0.029656,0.111328,0.531250,0.111328,3.199219,292,54,25,0.28
406,1,2.128906,0.357947,0.330078,2.128906,0.330078,3.199219,296,51,24,0.41
407,1,-1.220703,-1.755715,-1.667969,-1.220703,-1.667969,3.199219,295,54,27,0.27
408,1,1.517578,0.393977,0.476562,1.517578,0.476562,3.199219,302,47,23,0.28
409,1,3.154297,2.494537,2.529297,3.154297,2.529297,3.199219,293,53,25,0.29
410,1,-0.718750,-1.480260,-1.410156,-0.718750,-1.410156,3.199219,297,51,26,0.40
411,1,1.337891,0.958863,0.992188,1.337891,0.992188,3.199219,298,52,24,0.42
412,1,-0.396484,-1.218775,-1.144531,-0.396484,-1.144531,3.199219,306,52,25,0.40
413,1,2.164062,1.395816,1.501953,2.164062,1.501953,3.199219,304,51,24,0.29
414,1,0.945312,0.626428,0.759766,0.945312,0.759766,3.199219,305,51,24,0.15
415,1,2.265625,1.471402,1.572266,2.265625,1.572266,3.199219,303,51,24,0.28
416,1,1.458984,0.928488,0.910156,1.458984,0.910156,3.199219,298,51,24,0.28
417,1,1.128906,0.540883,0.623047,1.128906,0.623047,3.199219,306,52,24,0.15
418,1,1.193359,0.340566,0.400391,1.193359,0.400391,3.199219,305,48,25,0.28
419,1,0.328125,-0.449080,-0.611328,0.328125,-0.611328,3.199219,300,51,25,0.30
420,1,0.029297,-1.114529,-1.396484,0.029297,-1.396484,3.199219,302,51,24,0.40
421,1,0.263672,-0.654639,-1.015625,0.263672,-1.015625,3.199219,305,52,26,0.27
422,1,0.617188,-0.891092,-1.460938,0.617188,-1.460938,3.199219,313,58,26,0.39
423,1,0.873047,-0.014146,0.017578,0.873047,0.017578,3.199219,313,52,27,0.28
424,1,0.644531,-0.824822,-0.765625,0.644531,-0.765625,3.199219,304,50,24,0.39
425,1,0.750000,-0.327752,-0.781250,0.750000,-0.781250,3.199219,307,49,24,0.40
426,1,1.044922,0.532734,0.601562,1.044922,0.601562,3.199219,304,49,24,0.29
427,1,-0.601562,-1.979344,-1.933594,-0.601562,-1.933594,3.199219,306,52,24,0.43
428,1,1.410156,0.420258,0.445312,1.410156,0.445312,3.199219,307,52,25,0.28
429,1,0.390625,-1.295158,-2.076172,0.390625,-2.076172,3.199219,302,53,25,0.56
430,1,0.542969,-0.122439,-0.042969,0.542969,-0.042969,3.199219,308,52,26,0.29
431,1,1.423828,0.714756,0.636719,1.423828,0.636719,3.199219,311,55,26,0.28
432,1,0.847656,0.389213,0.363281,0.847656,0.363281,3.199219,307,52,25,0.14
433,1,0.843750,0.421199,0.417969,0.843750,0.417969,3.199219,304,54,26,0.14
434,1,1.841797,1.344520,1.265625,1.841797,1.265625,3.199219,305,51,23,0.14
435,1,0.968750,0.332457,0.246094,0.968750,0.246094,3.199219,301,55,25,0.28
436,1,1.591797,1.176035,1.275391,1.591797,1.275391,3.199219,306,55,26,0.15
437,1,-0.304688,-1.527682,-2.175781,-0.304688,-2.175781,3.199219,281,51,24,0.28
438,1,0.673828,-0.002816,-0.048828,0.673828,-0.048828,3.199219,290,54,25,0.14
439,1,-0.035156,-0.895473,-0.906250,-0.035156,-0.906250,3.199219,299,56,26,0.28
440,1,0.914062,0.215365,0.302734,0.914062,0.302734,3.199219,288,55,26,0.42
441,1,0.595703,-0.658891,-0.630859,0.595703,-0.630859,3.199219,297,51,26,0.26
442,1,0.527344,0.043289,0.064453,0.527344,0.064453,3.199219,300,52,25,0.28
443,1,0.160156,-0.437219,-0.324219,0.160156,-0.324219,3.199219,282,52,24,0.43
444,1,1.382812,0.635910,0.484375,1.382812,0.484375,3.199219,288,53,26,0.15
445,1,-0.183594,-0.884107,-1.031250,-0.183594,-1.031250,3.199219,287,54,26,0.14
446,1,1.251953,0.590922,0.550781,1.251953,0.550781,3.199219,280,49,23,0.14
447,1,2.056641,1.247471,0.835938,2.056641,0.835938,3.199219,289,52,26,0.27
448,1,0.607422,0.020270,-0.089844,0.607422,-0.089844,3.199219,290,54,27,0.28
449,1,1.052734,0.520221,0.642578,1.052734,0.642578,3.199219,289,53,26,0.14
450,1,0.730469,-0.366262,-0.349609,0.730469,-0.349609,3.199219,119,52,24,0.38
451,1,1.445312,0.971404,1.246094,1.445312,1.246094,3.199219,163,53,26,0.15
452,1,1.027344,0.196766,0.097656,1.027344,0.097656,3.199219,174,50,26,0.27
453,1,-0.480469,-1.240766,-1.099609,-0.480469,-1.099609,3.199219,185,53,24,0.28
454,1,0.978516,0.431934,0.416016,0.978516,0.416016,3.199219,200,55,27,0.14
455,1,1.498047,0.880879,0.873047,1.498047,0.873047,3.199219,192,49,27,0.27
456,1,2.503906,0.282670,0.345703,2.503906,0.345703,3.199219,201,57,28,0.55
457,1,-2.011719,-3.307592,-3.158203,-2.011719,-3.158203,3.199219,220,53,26,0.41
458,1,1.185547,-0.336883,-0.775391,1.185547,-0.775391,3.199219,229,47,24,0.27
459,1,0.949219,0.381793,0.525391,0.949219,0.525391,3.199219,229,53,26,0.13
460,1,0.285156,-0.535488,-0.466797,0.285156,-0.466797,3.199219,248,50,26,0.29
461,1,0.107422,-0.899574,-1.033203,0.107422,-1.033203,3.199219,253,52,27,0.27
462,1,1.201172,0.596832,0.712891,1.201172,0.712891,3.199219,254,50,26,0.40
463,1,1.425781,0.745240,0.945312,1.425781,0.945312,3.199219,262,55,27,0.14
464,1,1.193359,-0.125154,-0.359375,1.193359,-0.359375,3.199219,263,49,24,0.28
465,1,1.037109,0.468613,0.607422,1.037109,0.607422,3.199219,271,49,24,0.41
466,1,-0.119141,-0.855553,-0.896484,-0.119141,-0.896484,3.199219,269,50,25,0.30
467,1,1.845703,1.190303,1.332031,1.845703,1.332031,3.199219,266,55,27,0.14
468,1,2.490234,1.849775,1.978516,2.490234,1.978516,3.199219,266,49,24,0.28
469,1,1.355469,0.647266,0.804688,1.355469,0.804688,3.199219,270,55,27,0.15
470,1,-0.892578,-1.702701,-1.878906,-0.892578,-1.878906,3.199219,269,47,23,0.29
471,1,-0.785156,-1.480424,-1.376953,-0.785156,-1.376953,3.199219,267,47,23,0.29
472,1,-0.445312,-0.986887,-0.875000,-0.445312,-0.875000,3.199219,276,53,26,0.42
473,1,0.062500,-1.066953,-0.982422,0.062500,-0.982422,3.199219,273,52,26,0.56
474,1,1.457031,0.864883,0.882812,1.457031,0.882812,3.199219,262,55,27,0.15
475,1,1.912109,1.323605,1.335938,1.912109,1.335938,3.199219,264,49,23,0.13
476,1,0.513672,0.082879,0.234375,0.513672,0.234375,3.199219,278,49,24,0.14
477,1,2.718750,2.069939,1.880859,2.718750,1.880859,3.199219,263,55,27,0.28
478,1,1.876953,0.859107,0.984375,1.876953,0.984375,3.199219,245,48,24,0.28
479,1,1.537109,1.024139,1.064453,1.537109,1.064453,3.199219,251,46,24,0.13
480,1,2.423828,1.600242,1.660156,2.423828,1.660156,3.199219,243,49,25,0.26
481,1,-1.769531,-3.953295,-3.996094,-1.769531,-3.996094,3.199219,253,47,24,0.40
482,1,2.738281,1.750152,1.572266,2.738281,1.572266,3.199219,238,50,23,0.27
483,1,-0.892578,-1.442018,-1.324219,-0.892578,-1.324219,3.199219,246,49,25,0.42
484,1,1.732422,1.031361,1.169922,1.732422,1.169922,3.199219,272,50,25,0.27
485,1,1.226562,0.286795,-0.019531,1.226562,-0.019531,3.199219,267,52,26,0.29
486,1,1.423828,0.799266,0.796875,1.423828,0.796875,3.199219,246,50,24,0.29
487,1,0.865234,-0.105020,-0.482422,0.865234,-0.482422,3.199219,249,48,24,0.41
488,1,2.105469,1.372916,1.441406,2.105469,1.441406,3.199219,253,55,27,0.43
489,1,-0.164062,-0.880680,-0.843750,-0.164062,-0.843750,3.199219,239,47,25,0.29
490,1,-1.675781,-2.496748,-2.318359,-1.675781,-2.318359,3.199219,244,47,23,0.43
491,1,-0.589844,-1.109395,-1.005859,-0.589844,-1.005859,3.199219,248,44,24,0.29
492,1,1.093750,0.632689,0.761719,1.093750,0.761719,3.199219,248,52,26,0.14
493,1,0.628906,-0.034037,0.031250,0.628906,0.031250,3.199219,235,52,26,0.27
494,1,0.900391,0.331906,0.392578,0.900391,0.392578,3.199219,250,47,24,0.41
495,1,1.242188,0.692043,0.773438,1.242188,0.773438,3.199219,253,47,25,0.14
496,1,1.707031,0.838273,0.859375,1.707031,0.859375,3.199219,258,49,26,0.15
497,1,1.511719,0.791824,0.853516,1.511719,0.853516,3.199219,273,52,27,0.27
498,1,1.722656,0.958289,0.923828,1.722656,0.923828,3.199219,266,48,25,0.15
499,1,1.605469,0.701881,0.802734,1.605469,0.802734,3.199219,261,53,25,0.28
500,1,0.468750,-0.310322,-0.492188,0.468750,-0.492188,3.199219,248,44,24,0.26
501,1,1.671875,1.062242,1.199219,1.671875,1.199219,3.199219,252,49,26,0.15
502,1,1.076172,0.420410,0.314453,1.076172,0.314453,3.199219,258,47,23,0.15
503,1,-0.083984,-0.747746,-0.701172,-0.083984,-0.701172,3.199219,256,46,24,0.28
504,1,-2.052734,-2.580094,-2.447266,-2.052734,-2.447266,3.199219,256,48,25,0.43
505,1,1.843750,1.468480,1.611328,1.843750,1.611328,3.199219,272,49,24,0.27
506,1,1.642578,1.244686,1.273438,1.642578,1.273438,3.199219,266,49,26,0.27
507,1,1.212891,0.752760,0.900391,1.212891,0.900391,3.199219,275,47,24,0.14
508,1,1.195312,0.539818,0.343750,1.195312,0.343750,3.199219,284,46,24,0.14
509,1,0.677734,-0.259199,-0.101562,0.677734,-0.101562,3.199219,278,49,25,0.55
510,1,0.794922,-0.369676,-0.394531,0.794922,-0.394531,3.199219,261,44,23,0.28
511,1,0.542969,0.171326,0.302734,0.542969,0.302734,3.199219,268,52,27,0.14
512,1,1.240234,0.807932,0.843750,1.240234,0.843750,3.199219,266,50,26,0.15
513,1,0.359375,-0.069516,0.062500,0.359375,0.062500,3.199219,265,49,26,0.28
514,1,1.867188,0.894451,0.578125,1.867188,0.578125,3.199219,264,49,25,0.29
515,1,0.095703,-0.488332,-0.417969,0.095703,-0.417969,3.199219,268,46,23,0.29
516,1,1.425781,0.181891,-0.121094,1.425781,-0.121094,3.199219,267,51,24,0.30
517,1,2.138672,1.738277,1.814453,2.138672,1.814453,3.199219,272,53,26,0.14
518,1,1.939453,1.221830,1.417969,1.939453,1.417969,3.199219,208,50,25,0.14
519,1,2.482422,1.315742,1.289062,2.482422,1.289062,3.199219,262,49,25,0.41
520,1,0.468750,-0.587195,-0.515625,0.468750,-0.515625,3.199219,256,47,26,0.55
521,1,1.644531,0.897131,0.974609,1.644531,0.974609,3.199219,269,50,26,0.28
522,1,1.824219,0.841883,1.029297,1.824219,1.029297,3.199219,269,49,25,0.15
523,1,1.009766,0.408385,0.607422,1.009766,0.607422,3.199219,247,49,25,0.27
524,1,1.492188,1.100098,1.208984,1.492188,1.208984,3.199219,266,48,25,0.26
525,1,-0.031250,-0.782898,-0.832031,-0.031250,-0.832031,3.199219,263,44,25,0.28
526,1,0.791016,0.210516,0.304688,0.791016,0.304688,3.199219,264,50,26,0.28
527,1,-0.158203,-0.840648,-0.908203,-0.158203,-0.908203,3.199219,266,47,25,0.28
528,1,-1.283203,-2.358609,-2.285156,-1.283203,-2.285156,3.199219,274,46,27,0.42
529,1,1.927734,1.355703,1.517578,1.927734,1.517578,3.199219,284,50,26,0.13
530,1,1.130859,0.540047,0.667969,1.130859,0.667969,3.199219,275,50,26,0.14
531,1,2.396484,1.269473,0.982422,2.396484,0.982422,3.199219,282,48,23,0.28
532,1,2.498047,1.983744,2.121094,2.498047,2.121094,3.199219,282,46,23,0.27
533,1,0.855469,0.343295,0.443359,0.855469,0.443359,3.199219,288,49,25,0.28
534,1,1.248047,0.785324,0.957031,1.248047,0.957031,3.199219,277,46,26,0.14
535,1,-0.632812,-1.114242,-1.031250,-0.632812,-1.031250,3.199219,282,50,26,0.27
536,1,0.529297,0.052721,0.158203,0.529297,0.158203,3.199219,284,50,25,0.29
537,1,-0.251953,-0.786117,-0.701172,-0.251953,-0.701172,3.199219,284,47,27,0.28
538,1,1.160156,0.421174,0.544922,1.160156,0.544922,3.199219,277,47,27,0.15
539,1,1.896484,1.061344,0.857422,1.896484,0.857422,3.199219,282,49,25,0.28
540,1,-0.101562,-0.720213,-0.648438,-0.101562,-0.648438,3.199219,280,48,24,0.41
541,1,1.501953,0.854408,1.005859,1.501953,1.005859,3.199219,282,53,25,0.14
542,1,1.582031,0.878512,0.970703,1.582031,0.970703,3.199219,281,53,25,0.14
543,1,-1.447266,-2.275520,-2.398438,-1.447266,-2.398438,3.199219,286,45,23,0.27
544,1,-0.384766,-1.541092,-1.535156,-0.384766,-1.535156,3.199219,276,47,26,0.42
545,1,1.660156,0.864963,0.894531,1.660156,0.894531,3.199219,287,48,23,0.30
546,1,0.867188,0.365541,0.470703,0.867188,0.470703,3.199219,289,50,28,0.15
547,1,0.384766,-0.031738,0.097656,0.384766,0.097656,3.199219,288,50,26,0.15
548,1,1.132812,0.563031,0.691406,1.132812,0.691406,3.199219,287,51,24,0.14
549,1,0.642578,-0.480479,-0.406250,0.642578,-0.406250,3.199219,287,51,23,0.42
550,1,-1.041016,-1.541104,-1.435547,-1.041016,-1.435547,3.199219,283,48,25,0.30
551,1,1.208984,0.658687,0.763672,1.208984,0.763672,3.199219,282,49,26,0.28
552,1,0.042969,-1.307111,-1.220703,0.042969,-1.220703,3.199219,284,48,24,0.28
553,1,2.417969,1.782037,1.888672,2.417969,1.888672,3.199219,288,50,24,0.28
554,1,1.273438,0.650010,0.751953,1.273438,0.751953,3.199219,284,51,26,0.14
555,1,1.152344,0.474793,0.507812,1.152344,0.507812,3.199219,277,53,25,0.28
556,1,-2.105469,-2.707010,-2.562500,-2.105469,-2.562500,3.199219,271,46,23,0.29
557,1,0.769531,0.095832,0.207031,0.769531,0.207031,3.199219,272,50,26,0.14
558,1,0.802734,0.301834,0.427734,0.802734,0.427734,3.199219,276,50,26,0.28
559,1,-1.046875,-1.541051,-1.408203,-1.046875,-1.408203,3.199219,276,49,24,0.26
560,1,-0.210938,-0.900631,-0.808594,-0.210938,-0.808594,3.199219,278,50,26,0.26
561,1,1.597656,1.106268,1.300781,1.597656,1.300781,3.199219,274,55,26,0.14
562,1,1.705078,0.489232,0.308594,1.705078,0.308594,3.199219,270,52,24,0.27
563,1,1.158203,0.552982,0.748047,1.158203,0.748047,3.199219,275,52,25,0.13
564,1,1.556641,0.823023,0.968750,1.556641,0.968750,3.199219,268,45,24,0.25
565,1,2.628906,1.401449,1.386719,2.628906,1.386719,3.199219,273,48,25,0.28
566,1,0.857422,0.169748,0.306641,0.857422,0.306641,3.199219,275,49,27,0.14
567,1,-0.904297,-1.850682,-1.667969,-0.904297,-1.667969,3.199219,270,48,25,0.28
568,1,-0.542969,-1.777219,-1.716797,-0.542969,-1.716797,3.199219,283,52,25,0.29
569,1,2.257812,1.781033,1.949219,2.257812,1.949219,3.199219,286,54,24,0.15
570,1,0.919922,0.067076,-0.044922,0.919922,-0.044922,3.199219,297,45,23,0.28
571,1,0.630859,-0.099217,-0.048828,0.630859,-0.048828,3.199219,291,45,24,0.43
572,1,1.507812,0.240006,0.300781,1.507812,0.300781,3.199219,292,46,25,0.43
573,1,1.177734,0.436365,0.628906,1.177734,0.628906,3.199219,207,47,25,0.28
574,1,2.535156,1.841725,1.968750,2.535156,1.968750,3.199219,245,52,24,0.14
575,1,1.250000,0.688709,0.873047,1.250000,0.873047,3.199219,243,55,25,0.14
576,1,1.833984,0.678500,0.302734,1.833984,0.302734,3.199219,248,49,25,0.41
577,1,0.353516,-0.320539,-0.277344,0.353516,-0.277344,3.199219,251,51,25,0.28
578,1,-0.380859,-1.135033,-1.083984,-0.380859,-1.083984,3.199219,263,45,23,0.40
579,1,2.541016,1.741824,1.824219,2.541016,1.824219,3.199219,266,49,27,0.29
580,1,-1.316406,-2.145592,-2.144531,-1.316406,-2.144531,3.199219,271,45,23,0.29
581,1,1.250000,0.564994,0.673828,1.250000,0.673828,3.199219,278,47,24,0.28
582,1,-0.494141,-0.935115,-0.810547,-0.494141,-0.810547,3.199219,280,45,23,0.28
583,1,1.347656,0.582438,0.496094,1.347656,0.496094,3.199219,274,47,24,0.28
584,1,1.822266,1.144406,1.291016,1.822266,1.291016,3.199219,280,45,24,0.30
585,1,0.378906,-0.122576,-0.078125,0.378906,-0.078125,3.199219,290,48,25,0.13
586,1,-0.529297,-1.137846,-1.097656,-0.529297,-1.097656,3.199219,276,48,24,0.27
587,1,1.501953,0.795396,0.878906,1.501953,0.878906,3.199219,281,46,23,0.26
588,1,0.726562,0.027643,0.021484,0.726562,0.021484,3.199219,283,45,23,0.14
589,1,1.128906,-0.023758,0.074219,1.128906,0.074219,3.199219,283,44,23,0.43
590,1,0.800781,0.164920,0.251953,0.800781,0.251953,3.199219,294,47,24,0.15
591,1,1.128906,0.429727,0.437500,1.128906,0.437500,3.199219,286,46,24,0.14
592,1,0.042969,-0.458078,-0.431641,0.042969,-0.431641,3.199219,297,53,25,0.14
593,1,0.980469,0.534297,0.626953,0.980469,0.626953,3.199219,297,45,23,0.13
594,1,1.787109,1.123002,1.193359,1.787109,1.193359,3.199219,300,49,25,0.28
595,1,0.742188,0.103393,0.119141,0.742188,0.119141,3.199219,296,47,24,0.14
596,1,-0.208984,-0.906531,-0.982422,-0.208984,-0.982422,3.199219,298,45,24,0.26
597,1,0.019531,-0.776330,-0.707031,0.019531,-0.707031,3.199219,301,51,25,0.28
598,1,0.351562,-0.647938,-0.560547,0.351562,-0.560547,3.199219,305,46,24,0.27
599,1,-3.039062,-4.211258,-4.103516,-3.039062,-4.103516,3.199219,308,47,24,0.41
600,1,1.041016,0.473361,0.455078,1.041016,0.455078,3.199219,308,45,23,0.15
601,1,1.638672,0.999717,1.039062,1.638672,1.039062,3.199219,308,49,26,0.13
602,1,-0.257812,-0.786744,-0.759766,-0.257812,-0.759766,3.199219,308,48,24,0.24
603,1,1.242188,0.614578,0.558594,1.242188,0.558594,3.199219,310,45,23,0.15
604,1,-0.654297,-1.663184,-1.603516,-0.654297,-1.603516,3.199219,313,48,24,0.41
605,1,-1.695312,-2.123898,-2.095703,-1.695312,-2.095703,3.199219,318,46,24,0.28
606,1,1.535156,0.582926,0.619141,1.535156,0.619141,3.199219,297,44,23,0.29
607,1,-0.576172,-1.366934,-1.451172,-0.576172,-1.451172,3.199219,305,49,26,0.27
608,1,2.587891,1.895936,1.941406,2.587891,1.941406,3.199219,315,51,26,0.12
609,1,1.195312,0.543004,0.619141,1.195312,0.619141,3.199219,324,45,24,0.14
610,1,-0.597656,-1.682473,-2.013672,-0.597656,-2.013672,3.199219,331,47,23,0.27
611,1,-1.062500,-1.659463,-1.589844,-1.062500,-1.589844,3.199219,324,48,25,0.43
612,1,1.736328,1.116010,1.156250,1.736328,1.156250,3.199219,325,45,23,0.14
