generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,oracle_tax,elapsed_sec
272,1,0.037109,-0.004658,-0.001953,0.037109,-0.001953,0.078125,293,34,27,-0.91,14.55
273,1,0.007812,-0.035342,-0.035156,0.007812,-0.035156,0.078125,279,41,33,-0.92,12.79
274,1,0.007812,-0.053672,-0.054688,0.007812,-0.054688,0.078125,291,32,28,-0.93,12.73
275,1,0.033203,-0.012934,-0.019531,0.033203,-0.019531,0.078125,258,41,25,-0.94,12.17
276,1,0.031250,-0.029670,-0.027344,0.031250,-0.027344,0.078125,284,44,32,-0.95,12.72
277,1,0.019531,-0.026229,-0.027344,0.019531,-0.027344,0.078125,285,42,26,-0.96,13.38
278,1,-0.009766,-0.055547,-0.052734,-0.009766,-0.052734,0.078125,292,44,28,-0.97,12.75
279,1,0.025391,-0.014088,-0.011719,0.025391,-0.011719,0.078125,296,42,31,-0.97,12.82
280,1,0.042969,-0.014248,-0.015625,0.042969,-0.015625,0.078125,273,34,30,-0.98,12.51
281,1,-0.011719,-0.066402,-0.070312,-0.011719,-0.070312,0.078125,288,25,28,-0.99,12.68
282,1,0.015625,-0.044807,-0.052734,0.015625,-0.052734,0.078125,291,40,26,-1.00,13.03
283,1,0.037109,-0.004133,-0.007812,0.037109,-0.007812,0.078125,288,47,28,-1.01,13.39
284,1,0.035156,-0.017109,-0.009766,0.035156,-0.009766,0.078125,284,31,29,-1.02,11.74
285,1,0.021484,-0.045158,-0.058594,0.021484,-0.058594,0.078125,286,45,28,-1.03,12.57
286,1,0.011719,-0.030385,-0.033203,0.011719,-0.033203,0.078125,287,47,29,-1.04,12.71
287,1,0.000000,-0.056486,-0.060547,0.000000,-0.060547,0.078125,294,41,25,-1.05,12.35
288,1,0.003906,-0.048889,-0.042969,0.003906,-0.042969,0.078125,279,36,30,-1.06,12.47
289,1,0.027344,-0.012500,-0.009766,0.027344,-0.009766,0.078125,288,40,30,-1.07,12.30
290,1,0.052734,-0.003768,-0.007812,0.052734,-0.007812,0.078125,294,42,23,-1.07,12.63
291,1,-0.007812,-0.032014,-0.031250,-0.007812,-0.031250,0.078125,290,33,31,-1.08,13.52
292,1,-0.019531,-0.079023,-0.082031,-0.019531,-0.082031,0.078125,293,41,25,-1.09,12.54
293,1,0.001953,-0.046939,-0.046875,0.001953,-0.046875,0.078125,280,42,25,-1.10,12.60
294,1,0.048828,-0.040164,-0.042969,0.048828,-0.042969,0.078125,289,41,31,-1.11,13.16
295,1,0.033203,-0.015939,-0.015625,0.033203,-0.015625,0.078125,294,42,23,-1.12,13.79
296,1,0.019531,-0.046959,-0.044922,0.019531,-0.044922,0.078125,291,41,25,-1.13,12.34
297,1,0.015625,-0.064719,-0.066406,0.015625,-0.066406,0.078125,284,41,25,-1.14,12.56
298,1,-0.013672,-0.066922,-0.068359,-0.013672,-0.068359,0.078125,273,48,30,-1.15,12.36
299,1,0.052734,-0.009203,-0.009766,0.052734,-0.009766,0.078125,293,42,28,-1.16,13.70
300,1,0.005859,-0.040506,-0.037109,0.005859,-0.037109,0.078125,294,42,28,-1.17,13.39
301,1,0.003906,-0.059539,-0.062500,0.003906,-0.062500,0.078125,292,45,30,-1.18,14.33
302,1,0.035156,-0.035197,-0.021484,0.035156,-0.021484,0.078125,301,45,29,-1.19,13.12
303,1,0.056641,0.010451,0.013672,0.056641,0.013672,0.078125,294,42,28,-1.19,12.32
304,1,-0.011719,-0.050861,-0.052734,-0.011719,-0.052734,0.078125,287,41,33,-1.20,11.42
305,1,0.007812,-0.036537,-0.041016,0.007812,-0.041016,0.078125,294,47,30,-1.21,11.39
306,1,0.003906,-0.070057,-0.072266,0.003906,-0.072266,0.078125,302,48,30,-1.22,11.71
307,1,0.000000,-0.038908,-0.042969,0.000000,-0.042969,0.078125,308,21,28,-1.23,12.99
308,1,0.003906,-0.045475,-0.042969,0.003906,-0.042969,0.078125,315,46,29,-1.24,11.71
309,1,-0.009766,-0.047926,-0.046875,-0.009766,-0.046875,0.078125,313,44,27,-1.25,11.73
310,1,-0.027344,-0.056500,-0.056641,-0.027344,-0.056641,0.078125,310,42,23,-1.26,13.25
311,1,0.001953,-0.038039,-0.041016,0.001953,-0.041016,0.078125,316,45,29,-1.27,11.52
312,1,0.013672,-0.049377,-0.054688,0.013672,-0.054688,0.078125,315,42,28,-1.28,13.03
313,1,0.003906,-0.047982,-0.050781,0.003906,-0.050781,0.078125,312,25,27,-1.29,11.79
314,1,0.007812,-0.046674,-0.042969,0.007812,-0.042969,0.078125,315,41,25,-1.29,11.72
315,1,0.009766,-0.047430,-0.041016,0.009766,-0.041016,0.078125,321,41,25,-1.30,12.41
316,1,0.029297,0.003088,-0.001953,0.029297,-0.001953,0.078125,326,29,25,-1.31,13.30
317,1,0.023438,-0.016729,-0.015625,0.023438,-0.015625,0.078125,319,42,25,-1.32,13.06
318,1,0.013672,-0.036064,-0.035156,0.013672,-0.035156,0.078125,320,30,32,-1.33,11.71
319,1,0.009766,-0.043910,-0.046875,0.009766,-0.046875,0.078125,315,43,23,-1.34,12.96
320,1,0.019531,-0.035176,-0.027344,0.019531,-0.027344,0.078125,322,45,32,-1.35,12.59
321,1,0.021484,-0.042133,-0.048828,0.021484,-0.048828,0.078125,302,46,30,-1.36,11.47
322,1,0.031250,-0.000121,0.001953,0.031250,0.001953,0.078125,306,45,29,-1.37,11.67
323,1,0.048828,0.012305,0.009766,0.048828,0.009766,0.078125,310,44,28,-1.38,11.87
324,1,0.021484,-0.061930,-0.064453,0.021484,-0.064453,0.078125,301,41,31,-1.39,11.64
325,1,-0.011719,-0.060656,-0.062500,-0.011719,-0.062500,0.078125,310,43,29,-1.40,12.79
326,1,0.029297,-0.024313,-0.027344,0.029297,-0.027344,0.078125,311,40,25,-1.41,12.36
327,1,0.021484,-0.037615,-0.035156,0.021484,-0.035156,0.078125,307,45,29,-1.41,12.79
328,1,0.001953,-0.054980,-0.060547,0.001953,-0.060547,0.078125,308,41,25,-1.42,11.42
329,1,0.056641,-0.031010,-0.013672,0.056641,-0.013672,0.078125,306,37,33,-1.43,13.79
330,1,0.021484,-0.028277,-0.031250,0.021484,-0.031250,0.078125,311,45,29,-1.44,15.88
331,1,-0.017578,-0.050916,-0.046875,-0.017578,-0.046875,0.078125,306,39,30,-1.45,14.06
332,1,-0.011719,-0.071951,-0.072266,-0.011719,-0.072266,0.078125,303,44,28,-1.46,12.07
333,1,0.056641,0.021617,0.021484,0.056641,0.021484,0.078125,307,41,25,-1.47,12.55
334,1,0.001953,-0.051822,-0.060547,0.001953,-0.060547,0.078125,308,41,26,-1.48,11.74
335,1,0.042969,-0.001713,-0.005859,0.042969,-0.005859,0.078125,308,25,26,-1.49,11.97
336,1,0.011719,-0.032256,-0.033203,0.011719,-0.033203,0.078125,312,42,31,-1.50,12.88
337,1,0.007812,-0.043336,-0.042969,0.007812,-0.042969,0.078125,312,41,31,-1.51,12.88
338,1,0.000000,-0.028258,-0.029297,0.000000,-0.029297,0.078125,312,42,27,-1.52,12.97
339,1,0.019531,-0.067557,-0.078125,0.019531,-0.078125,0.078125,312,41,32,-1.52,12.11
340,1,0.056641,-0.021836,-0.023438,0.056641,-0.023438,0.078125,312,46,32,-1.53,12.76
341,1,0.019531,-0.043672,-0.050781,0.019531,-0.050781,0.078125,314,36,34,-1.54,13.79
342,1,0.031250,-0.030172,-0.029297,0.031250,-0.029297,0.078125,317,42,34,-1.55,13.64
343,1,0.035156,-0.017145,-0.019531,0.035156,-0.019531,0.078125,314,46,30,-1.56,14.73
344,1,0.011719,-0.027400,-0.029297,0.011719,-0.029297,0.078125,312,45,32,-1.57,14.20
345,1,0.027344,-0.001525,0.000000,0.027344,0.000000,0.078125,308,31,32,-1.58,14.24
346,1,0.003906,-0.027285,-0.023438,0.003906,-0.023438,0.078125,313,48,33,-1.59,12.29
347,1,0.029297,-0.024607,-0.019531,0.029297,-0.019531,0.078125,311,48,32,-1.60,14.26
348,1,-0.019531,-0.079984,-0.085938,-0.019531,-0.085938,0.078125,319,48,29,-1.61,11.82
349,1,0.044922,-0.004426,-0.005859,0.044922,-0.005859,0.078125,317,41,32,-1.62,10.74
350,1,0.052734,-0.026285,-0.027344,0.052734,-0.027344,0.078125,316,41,26,-1.62,10.47
351,1,0.015625,-0.039672,-0.041016,0.015625,-0.041016,0.078125,312,45,32,-1.63,10.60
352,1,0.025391,-0.030230,-0.039062,0.025391,-0.039062,0.078125,312,45,33,-1.64,11.81
353,1,0.013672,-0.040109,-0.039062,0.013672,-0.039062,0.078125,307,26,30,-1.65,11.21
354,1,-0.005859,-0.043986,-0.044922,-0.005859,-0.044922,0.078125,313,49,31,-1.66,11.10
355,1,0.001953,-0.029885,-0.033203,0.001953,-0.033203,0.078125,313,43,33,-1.67,11.06
356,1,-0.009766,-0.079066,-0.083984,-0.009766,-0.083984,0.078125,303,34,32,-1.68,11.40
357,1,0.033203,-0.015703,-0.021484,0.033203,-0.021484,0.078125,308,26,28,-1.69,10.42
358,1,-0.003906,-0.050746,-0.052734,-0.003906,-0.052734,0.078125,317,37,33,-1.70,11.04
359,1,0.013672,-0.025967,-0.035156,0.013672,-0.035156,0.078125,320,48,33,-1.71,10.83
360,1,0.019531,-0.035277,-0.033203,0.019531,-0.033203,0.078125,318,36,33,-1.72,10.46
361,1,0.005859,-0.034045,-0.025391,0.005859,-0.025391,0.078125,320,43,33,-1.73,10.59
362,1,0.041016,0.006326,0.001953,0.041016,0.001953,0.078125,322,17,32,-1.74,11.04
363,1,0.031250,-0.024023,-0.037109,0.031250,-0.037109,0.078125,320,47,30,-1.74,12.12
364,1,0.000000,-0.059898,-0.058594,0.000000,-0.058594,0.078125,167,47,29,-1.75,12.31
365,1,0.011719,-0.020049,-0.013672,0.011719,-0.013672,0.078125,203,42,31,-1.76,10.96
366,1,0.003906,-0.050018,-0.044922,0.003906,-0.044922,0.078125,227,42,32,-1.77,11.35
367,1,0.021484,-0.040273,-0.044922,0.021484,-0.044922,0.078125,251,47,33,-1.78,12.42
368,1,0.000000,-0.048590,-0.050781,0.000000,-0.050781,0.078125,265,50,32,-1.79,11.58
369,1,0.031250,-0.018719,-0.019531,0.031250,-0.019531,0.078125,259,34,31,-1.80,12.39
370,1,0.009766,-0.044410,-0.050781,0.009766,-0.050781,0.078125,268,48,29,-1.81,11.93
371,1,0.011719,-0.029410,-0.035156,0.011719,-0.035156,0.078125,293,18,34,-1.82,11.44
372,1,0.029297,-0.007564,-0.007812,0.029297,-0.007812,0.078125,293,51,35,-1.83,12.34
373,1,0.017578,-0.041879,-0.035156,0.017578,-0.035156,0.078125,292,27,31,-1.84,11.85
374,1,0.033203,-0.025039,-0.015625,0.033203,-0.015625,0.078125,255,50,35,-1.84,15.33
375,1,-0.013672,-0.056973,-0.056641,-0.013672,-0.056641,0.078125,287,44,32,-1.85,11.88
376,1,0.003906,-0.042215,-0.033203,0.003906,-0.033203,0.078125,284,27,30,-1.86,10.67
377,1,0.056641,0.006557,0.003906,0.056641,0.003906,0.078125,295,50,35,-1.87,11.93
378,1,0.007812,-0.039420,-0.042969,0.007812,-0.042969,0.078125,296,32,31,-1.88,12.11
379,1,0.009766,-0.044072,-0.046875,0.009766,-0.046875,0.078125,300,45,32,-1.89,11.71
380,1,0.019531,-0.028152,-0.035156,0.019531,-0.035156,0.078125,309,22,34,-1.90,12.39
381,1,0.046875,-0.024150,-0.025391,0.046875,-0.025391,0.078125,303,47,30,-1.91,12.99
382,1,0.015625,-0.042963,-0.039062,0.015625,-0.039062,0.078125,309,31,31,-1.92,10.45
383,1,0.042969,-0.012998,-0.005859,0.042969,-0.005859,0.078125,308,49,35,-1.93,10.70
384,1,0.021484,-0.031691,-0.033203,0.021484,-0.033203,0.078125,314,51,35,-1.94,11.83
385,1,0.037109,-0.008564,-0.005859,0.037109,-0.005859,0.078125,313,27,39,-1.95,9.77
386,1,0.015625,-0.028203,-0.023438,0.015625,-0.023438,0.078125,314,44,32,-1.96,12.90
387,1,0.042969,-0.006617,-0.009766,0.042969,-0.009766,0.078125,313,46,30,-1.96,12.09
388,1,0.017578,-0.034699,-0.039062,0.017578,-0.039062,0.078125,317,51,36,-1.97,11.89
389,1,0.007812,-0.043695,-0.041016,0.007812,-0.041016,0.078125,320,52,37,-1.98,12.42
390,1,-0.001953,-0.053133,-0.054688,-0.001953,-0.054688,0.078125,308,44,33,-1.99,11.30
391,1,0.052734,-0.034223,-0.035156,0.052734,-0.035156,0.078125,299,54,38,-2.00,10.87
392,1,0.031250,-0.006279,-0.007812,0.031250,-0.007812,0.078125,279,53,37,-2.01,11.83
393,1,0.019531,-0.022029,-0.021484,0.019531,-0.021484,0.078125,266,48,31,-2.02,14.85
394,1,0.056641,-0.000949,-0.005859,0.056641,-0.005859,0.078125,249,51,36,-2.03,14.93
395,1,0.041016,-0.017807,-0.021484,0.041016,-0.021484,0.078125,261,49,34,-2.04,13.03
396,1,0.025391,-0.011492,-0.011719,0.025391,-0.011719,0.078125,274,53,38,-2.05,10.57
397,1,-0.007812,-0.042891,-0.039062,-0.007812,-0.039062,0.078125,293,54,39,-2.06,11.92
398,1,0.011719,-0.023398,-0.023438,0.011719,-0.023438,0.078125,304,45,35,-2.07,12.58
399,1,0.023438,0.000281,0.001953,0.023438,0.001953,0.078125,309,34,33,-2.07,11.60
400,1,0.013672,-0.035156,-0.029297,0.013672,-0.029297,0.078125,299,54,38,-2.08,12.27
401,1,-0.025391,-0.076311,-0.074219,-0.025391,-0.074219,0.078125,315,38,38,-2.09,11.83
402,1,0.011719,-0.034578,-0.037109,0.011719,-0.037109,0.078125,316,54,38,-2.10,11.99
403,1,0.031250,-0.010422,-0.013672,0.031250,-0.013672,0.078125,301,50,36,-2.11,13.06
404,1,0.019531,-0.028551,-0.035156,0.019531,-0.035156,0.078125,309,56,37,-2.12,13.41
405,1,0.023438,-0.023977,-0.031250,0.023438,-0.031250,0.078125,311,39,36,-2.13,14.08
406,1,0.041016,-0.009064,-0.011719,0.041016,-0.011719,0.078125,303,38,34,-2.14,13.33
407,1,-0.003906,-0.058887,-0.062500,-0.003906,-0.062500,0.078125,306,58,37,-2.15,13.29
408,1,0.031250,-0.028467,-0.037109,0.031250,-0.037109,0.078125,313,49,37,-2.16,14.37
409,1,0.027344,-0.031746,-0.029297,0.027344,-0.029297,0.078125,298,37,37,-2.17,14.60
410,1,0.009766,-0.036619,-0.037109,0.009766,-0.037109,0.078125,305,55,38,-2.17,14.69
411,1,0.033203,-0.009199,-0.005859,0.033203,-0.005859,0.078125,282,55,37,-2.18,15.03
412,1,0.042969,-0.006412,-0.005859,0.042969,-0.005859,0.078125,290,44,32,-2.19,11.93
413,1,0.001953,-0.041842,-0.041016,0.001953,-0.041016,0.078125,279,51,38,-2.20,15.10
414,1,-0.005859,-0.041076,-0.039062,-0.005859,-0.039062,0.078125,284,54,39,-2.21,13.03
415,1,0.033203,-0.007678,-0.003906,0.033203,-0.003906,0.078125,293,54,37,-2.22,14.05
416,1,0.029297,-0.004260,0.000000,0.029297,0.000000,0.078125,282,51,36,-2.23,13.83
417,1,0.023438,-0.013629,-0.013672,0.023438,-0.013672,0.078125,289,40,36,-2.24,14.83
418,1,0.013672,-0.021902,-0.017578,0.013672,-0.017578,0.078125,250,49,37,-2.25,14.78
419,1,0.041016,0.007873,0.009766,0.041016,0.009766,0.078125,266,38,35,-2.26,15.52
420,1,0.052734,0.008377,0.011719,0.052734,0.011719,0.078125,260,51,36,-2.27,16.20
421,1,0.037109,-0.004031,-0.001953,0.037109,-0.001953,0.078125,271,28,29,-2.28,13.70
422,1,0.031250,-0.019465,-0.021484,0.031250,-0.021484,0.078125,275,36,33,-2.29,15.47
423,1,0.000000,-0.030041,-0.025391,0.000000,-0.025391,0.078125,269,57,38,-2.29,11.25
424,1,-0.005859,-0.035535,-0.037109,-0.005859,-0.037109,0.078125,276,57,37,-2.30,10.50
425,1,0.017578,-0.027734,-0.027344,0.017578,-0.027344,0.078125,286,52,36,-2.31,13.16
426,1,0.052734,0.013281,0.017578,0.052734,0.017578,0.078125,277,38,34,-2.32,14.39
427,1,0.019531,-0.013410,-0.013672,0.019531,-0.013672,0.078125,286,51,38,-2.33,13.61
428,1,0.041016,-0.002469,0.001953,0.041016,0.001953,0.078125,278,51,35,-2.34,12.91
429,1,0.013672,-0.020201,-0.017578,0.013672,-0.017578,0.078125,285,55,38,-2.35,12.74
430,1,0.035156,0.003703,0.005859,0.035156,0.005859,0.078125,266,50,37,-2.36,14.69
431,1,0.025391,-0.020014,-0.017578,0.025391,-0.017578,0.078125,280,54,37,-2.37,12.09
432,1,0.035156,-0.011398,-0.009766,0.035156,-0.009766,0.078125,294,25,36,-2.38,13.20
433,1,-0.001953,-0.029910,-0.027344,-0.001953,-0.027344,0.078125,298,54,37,-2.39,12.91
434,1,0.037109,-0.004270,0.000000,0.037109,0.000000,0.078125,300,56,39,-2.40,11.96
435,1,0.017578,-0.024514,-0.023438,0.017578,-0.023438,0.078125,266,39,35,-2.40,13.07
436,1,0.035156,0.003330,0.011719,0.035156,0.011719,0.078125,274,53,38,-2.41,12.33
437,1,0.011719,-0.022057,-0.021484,0.011719,-0.021484,0.078125,279,50,38,-2.42,12.58
438,1,-0.005859,-0.036174,-0.029297,-0.005859,-0.029297,0.078125,277,52,39,-2.43,12.92
439,1,0.009766,-0.020711,-0.019531,0.009766,-0.019531,0.078125,287,53,39,-2.44,13.29
440,1,0.027344,-0.016607,-0.015625,0.027344,-0.015625,0.078125,288,56,39,-2.45,12.91
441,1,0.023438,-0.028318,-0.027344,0.023438,-0.027344,0.078125,274,50,36,-2.46,11.76
442,1,0.052734,0.012129,0.017578,0.052734,0.017578,0.078125,288,56,38,-2.47,11.08
443,1,0.027344,-0.002898,0.000000,0.027344,0.000000,0.078125,286,41,37,-2.48,13.08
444,1,0.011719,-0.042793,-0.041016,0.011719,-0.041016,0.078125,285,54,37,-2.49,12.53
445,1,0.035156,-0.005480,-0.003906,0.035156,-0.003906,0.078125,282,53,38,-2.50,13.23
446,1,0.017578,-0.020838,-0.019531,0.017578,-0.019531,0.078125,287,40,35,-2.50,14.70
447,1,0.035156,0.008469,0.009766,0.035156,0.009766,0.078125,276,50,36,-2.51,13.54
448,1,0.050781,-0.001781,-0.003906,0.050781,-0.003906,0.078125,265,54,38,-2.52,13.36
449,1,0.013672,-0.033598,-0.031250,0.013672,-0.031250,0.078125,282,41,37,-2.53,12.85
450,1,0.056641,0.011096,0.007812,0.056641,0.007812,0.078125,292,42,37,-2.54,12.08
451,1,0.070312,0.046035,0.050781,0.070312,0.050781,0.078125,298,41,39,-2.55,11.78
452,1,0.023438,-0.002855,-0.003906,0.023438,-0.003906,0.078125,307,54,37,-2.56,11.53
453,1,0.023438,-0.024316,-0.023438,0.023438,-0.023438,0.078125,306,50,36,-2.57,12.55
454,1,0.031250,-0.011197,-0.011719,0.031250,-0.011719,0.078125,309,42,37,-2.58,11.90
455,1,0.011719,-0.020867,-0.019531,0.011719,-0.019531,0.078125,310,52,36,-2.59,12.55
456,1,0.041016,0.011832,0.013672,0.041016,0.013672,0.078125,308,41,38,-2.60,13.81
457,1,0.011719,-0.018486,-0.013672,0.011719,-0.013672,0.078125,305,45,39,-2.61,12.28
458,1,0.017578,-0.010717,-0.007812,0.017578,-0.007812,0.078125,299,40,37,-2.61,14.25
459,1,0.052734,0.031338,0.037109,0.052734,0.037109,0.078125,297,44,41,-2.62,13.76
460,1,0.019531,-0.005018,-0.003906,0.019531,-0.003906,0.078125,300,51,38,-2.63,12.72
461,1,0.001953,-0.017830,-0.015625,0.001953,-0.015625,0.078125,292,54,40,-2.64,13.45
462,1,0.062500,0.022533,0.027344,0.062500,0.027344,0.078125,296,55,37,-2.65,11.60
463,1,0.025391,-0.010250,-0.009766,0.025391,-0.009766,0.078125,290,51,38,-2.66,13.77
464,1,0.041016,-0.000955,-0.005859,0.041016,-0.005859,0.078125,290,53,39,-2.67,12.15
465,1,0.052734,0.031646,0.035156,0.052734,0.035156,0.078125,300,53,37,-2.68,13.72
466,1,0.009766,-0.015758,-0.015625,0.009766,-0.015625,0.078125,283,39,37,-2.69,13.64
467,1,0.052734,0.003262,0.003906,0.052734,0.003906,0.078125,283,53,38,-2.70,11.39
468,1,0.068359,0.010918,0.013672,0.068359,0.013672,0.078125,268,37,39,-2.71,13.85
469,1,-0.037109,-0.058344,-0.058594,-0.037109,-0.058594,0.078125,273,38,36,-2.72,11.15
470,1,0.058594,0.010514,0.011719,0.058594,0.011719,0.078125,269,39,36,-2.73,11.92
471,1,0.023438,-0.028773,-0.039062,0.023438,-0.039062,0.078125,280,46,37,-2.73,12.51
472,1,0.023438,-0.007857,-0.007812,0.023438,-0.007812,0.078125,293,38,39,-2.74,12.58
473,1,0.011719,-0.016203,-0.015625,0.011719,-0.015625,0.078125,292,35,40,-2.75,12.19
474,1,0.037109,-0.003873,-0.001953,0.037109,-0.001953,0.078125,292,31,38,-2.76,11.77
475,1,0.039062,0.008830,0.009766,0.039062,0.009766,0.078125,283,41,39,-2.77,14.16
476,1,0.031250,-0.006164,-0.005859,0.031250,-0.005859,0.078125,281,54,38,-2.78,11.86
477,1,0.056641,0.020795,0.021484,0.056641,0.021484,0.078125,285,53,38,-2.79,14.19
478,1,0.048828,0.023113,0.023438,0.048828,0.023438,0.078125,293,52,39,-2.80,14.40
479,1,0.001953,-0.032338,-0.031250,0.001953,-0.031250,0.078125,289,46,37,-2.81,13.43
480,1,0.017578,-0.011463,-0.009766,0.017578,-0.009766,0.078125,287,57,38,-2.82,13.50
481,1,0.009766,-0.011303,-0.013672,0.009766,-0.013672,0.078125,284,31,39,-2.83,12.51
482,1,0.046875,0.012043,0.013672,0.046875,0.013672,0.078125,289,42,39,-2.83,13.53
483,1,0.015625,-0.015598,-0.011719,0.015625,-0.011719,0.078125,282,30,40,-2.84,13.11
484,1,0.011719,-0.032059,-0.035156,0.011719,-0.035156,0.078125,287,50,36,-2.85,14.32
485,1,0.031250,-0.022301,-0.021484,0.031250,-0.021484,0.078125,288,27,40,-2.86,14.61
486,1,0.023438,-0.012377,-0.009766,0.023438,-0.009766,0.078125,291,36,36,-2.87,12.61
487,1,0.037109,-0.005547,-0.003906,0.037109,-0.003906,0.078125,290,27,39,-2.88,12.85
488,1,0.048828,0.020529,0.023438,0.048828,0.023438,0.078125,283,35,41,-2.89,12.42
489,1,0.050781,0.017816,0.019531,0.050781,0.019531,0.078125,281,31,42,-2.90,12.38
490,1,0.021484,-0.012182,-0.005859,0.021484,-0.005859,0.078125,282,38,36,-2.91,12.36
491,1,0.052734,0.015207,0.013672,0.052734,0.013672,0.078125,274,53,38,-2.92,14.10
492,1,0.007812,-0.037648,-0.039062,0.007812,-0.039062,0.078125,203,39,36,-2.93,13.30
493,1,0.017578,-0.023838,-0.023438,0.017578,-0.023438,0.078125,254,40,37,-2.94,13.07
494,1,0.042969,0.012535,0.015625,0.042969,0.015625,0.078125,264,29,41,-2.94,13.79
495,1,0.046875,0.017695,0.019531,0.046875,0.019531,0.078125,259,28,41,-2.95,13.25
496,1,0.029297,-0.009873,-0.011719,0.029297,-0.011719,0.078125,267,26,39,-2.96,11.95
497,1,-0.003906,-0.031887,-0.031250,-0.003906,-0.031250,0.078125,270,42,38,-2.97,12.13
498,1,0.046875,-0.006684,-0.007812,0.046875,-0.007812,0.078125,295,39,38,-2.98,13.71
499,1,0.044922,0.009049,0.003906,0.044922,0.003906,0.078125,289,33,41,-2.99,13.78
500,1,0.013672,-0.017328,-0.017578,0.013672,-0.017578,0.078125,275,35,42,-3.00,14.38
501,1,0.007812,-0.036814,-0.042969,0.007812,-0.042969,0.078125,282,53,39,-3.00,13.36
502,1,0.042969,0.015941,0.017578,0.042969,0.017578,0.078125,270,29,41,-3.00,12.08
503,1,0.031250,-0.001477,0.005859,0.031250,0.005859,0.078125,286,34,41,-3.00,12.99
504,1,-0.023438,-0.050334,-0.044922,-0.023438,-0.044922,0.078125,298,31,40,-3.00,14.07
505,1,0.023438,-0.017215,-0.015625,0.023438,-0.015625,0.078125,299,29,42,-3.00,12.19
506,1,0.048828,0.012715,0.015625,0.048828,0.015625,0.078125,291,37,34,-3.00,12.24
507,1,0.027344,-0.024959,-0.027344,0.027344,-0.027344,0.078125,291,43,38,-3.00,12.29
508,1,0.025391,-0.020301,-0.021484,0.025391,-0.021484,0.078125,287,33,43,-3.00,12.06
509,1,0.039062,0.004754,0.005859,0.039062,0.005859,0.078125,277,33,41,-3.00,14.97
510,1,0.013672,-0.013383,-0.007812,0.013672,-0.007812,0.078125,282,34,41,-3.00,11.51
511,1,0.025391,-0.014752,-0.015625,0.025391,-0.015625,0.078125,298,26,42,-3.00,13.67
512,1,0.015625,-0.017107,-0.017578,0.015625,-0.017578,0.078125,299,34,41,-3.00,12.61
513,1,0.058594,0.003842,0.005859,0.058594,0.005859,0.078125,287,36,36,-3.00,12.59
514,1,0.046875,0.009023,0.009766,0.046875,0.009766,0.078125,287,33,43,-3.00,12.49
515,1,0.023438,-0.011367,-0.013672,0.023438,-0.013672,0.078125,286,40,39,-3.00,12.49
516,1,0.031250,-0.016125,-0.015625,0.031250,-0.015625,0.078125,291,40,37,-3.00,14.71
517,1,0.023438,-0.007424,-0.009766,0.023438,-0.009766,0.078125,292,26,42,-3.00,13.52
518,1,0.039062,-0.003514,-0.001953,0.039062,-0.001953,0.078125,278,42,39,-3.00,12.65
519,1,0.039062,-0.006896,-0.007812,0.039062,-0.007812,0.078125,281,21,45,-3.00,14.07
520,1,0.017578,-0.014520,-0.011719,0.017578,-0.011719,0.078125,293,35,38,-3.00,13.85
521,1,0.021484,-0.010426,-0.007812,0.021484,-0.007812,0.078125,289,29,45,-3.00,11.68
522,1,0.011719,-0.011666,-0.007812,0.011719,-0.007812,0.078125,282,27,46,-3.00,12.76
523,1,0.007812,-0.013715,-0.009766,0.007812,-0.009766,0.078125,287,30,46,-3.00,13.68
524,1,0.048828,0.010316,0.009766,0.048828,0.009766,0.078125,280,27,45,-3.00,13.92
525,1,0.031250,0.008729,0.011719,0.031250,0.011719,0.078125,286,30,42,-3.00,13.49
526,1,-0.009766,-0.044979,-0.046875,-0.009766,-0.046875,0.078125,288,36,42,-3.00,14.54
527,1,0.041016,0.017480,0.019531,0.041016,0.019531,0.078125,283,33,40,-3.00,13.21
528,1,0.021484,-0.006791,-0.007812,0.021484,-0.007812,0.078125,292,30,44,-3.00,11.35
529,1,0.037109,0.003947,0.000000,0.037109,0.000000,0.078125,293,34,39,-3.00,13.95
530,1,-0.007812,-0.034439,-0.035156,-0.007812,-0.035156,0.078125,273,24,42,-3.00,11.80
531,1,0.046875,0.028115,0.029297,0.046875,0.029297,0.078125,267,34,42,-3.00,13.87
532,1,0.017578,-0.001170,0.000000,0.017578,0.000000,0.078125,286,39,41,-3.00,14.61
533,1,0.023438,-0.005176,-0.007812,0.023438,-0.007812,0.078125,293,33,41,-3.00,13.14
534,1,0.039062,0.005002,0.001953,0.039062,0.001953,0.078125,307,33,40,-3.00,13.45
535,1,-0.001953,-0.034203,-0.037109,-0.001953,-0.037109,0.078125,307,36,41,-3.00,13.62
536,1,0.056641,0.020479,0.019531,0.056641,0.019531,0.078125,297,33,41,-3.00,12.36
537,1,0.058594,0.041215,0.044922,0.058594,0.044922,0.078125,305,35,41,-3.00,12.33
538,1,0.017578,-0.026557,-0.023438,0.017578,-0.023438,0.078125,295,32,47,-3.00,13.21
539,1,-0.019531,-0.051443,-0.050781,-0.019531,-0.050781,0.078125,299,34,39,-3.00,13.70
540,1,0.039062,0.007168,0.009766,0.039062,0.009766,0.078125,295,36,41,-3.00,12.41
