generation,phase,lead_best,lead_avg,follow_best,follow_avg,best_delta_lead,best_delta_follow,n_species_lead,n_species_follow,n_conns_lead,n_conns_follow,elapsed_sec
0,0,0.642394,0.642394,0.300223,0.300223,0.642394,0.300223,0,0,0,0,1.54
1,0,0.642394,0.642394,0.427302,0.308423,0.642394,0.427302,1,1,0,1,1.49
2,0,0.642394,0.642394,0.444778,0.341058,0.642394,0.444778,1,1,0,3,1.57
3,0,0.642394,0.642394,0.444778,0.389532,0.642394,0.444778,14,27,0,3,1.57
4,0,0.642394,0.642394,0.444778,0.411319,0.642394,0.444778,25,24,0,3,1.55
5,0,0.642394,0.642394,0.444778,0.420564,0.642394,0.444778,39,29,0,3,1.56
6,0,0.642394,0.642394,0.444778,0.421517,0.642394,0.444778,50,29,0,3,1.61
7,0,0.642394,0.642394,0.444778,0.420503,0.642394,0.444778,66,23,0,3,1.70
8,0,0.642394,0.642394,0.444778,0.421576,0.642394,0.444778,77,21,0,3,1.77
9,0,0.642394,0.642394,0.444778,0.421124,0.642394,0.444778,89,24,0,3,1.75
10,0,0.642394,0.642394,0.444778,0.421004,0.642394,0.444778,122,21,0,3,1.78
11,0,0.642394,0.642394,0.444778,0.420647,0.642394,0.444778,141,25,0,3,1.84
12,0,0.642394,0.642394,0.445081,0.420535,0.642394,0.445081,165,28,0,6,1.89
13,0,0.642394,0.642394,0.445081,0.421540,0.642394,0.445081,187,32,0,6,1.93
14,0,0.642394,0.642394,0.445081,0.423067,0.642394,0.445081,197,35,0,6,1.91
15,0,0.642394,0.642394,0.445081,0.424800,0.642394,0.445081,205,41,0,6,1.97
16,0,0.642394,0.642394,0.445081,0.427658,0.642394,0.445081,205,48,0,6,2.13
17,0,0.642394,0.642394,0.445081,0.429799,0.642394,0.445081,226,50,0,6,2.34
18,0,0.642394,0.642394,0.445081,0.432384,0.642394,0.445081,253,60,0,6,2.43
19,0,0.642394,0.642394,0.445081,0.433117,0.642394,0.445081,263,64,0,6,2.47
20,0,0.642394,0.642394,0.445081,0.437423,0.642394,0.445081,278,66,0,6,2.23
21,0,0.642394,0.642394,0.445081,0.438939,0.642394,0.445081,287,66,0,6,2.29
22,0,0.642394,0.642394,0.445081,0.437494,0.642394,0.445081,292,65,0,6,2.24
23,0,0.642394,0.642394,0.445081,0.437702,0.642394,0.445081,298,65,0,6,2.22
24,0,0.642394,0.642394,0.445081,0.438257,0.642394,0.445081,304,60,0,6,2.29
25,0,0.642394,0.642394,0.445081,0.438672,0.642394,0.445081,308,65,0,6,2.31
26,0,0.642394,0.642394,0.445081,0.438930,0.642394,0.445081,312,70,0,6,2.37
27,0,0.642394,0.642394,0.445081,0.440319,0.642394,0.445081,318,72,0,6,2.34
28,0,0.642394,0.642394,0.445081,0.438765,0.642394,0.445081,319,76,0,6,2.33
29,0,0.642394,0.642394,0.445081,0.438934,0.642394,0.445081,320,74,0,6,2.39
30,0,0.642394,0.642394,0.445081,0.439461,0.642394,0.445081,322,89,0,6,2.40
31,0,0.642394,0.642394,0.445081,0.437846,0.642394,0.445081,326,101,0,6,2.48
32,0,0.642394,0.642394,0.445081,0.438729,0.642394,0.445081,327,111,0,6,2.63
33,0,0.642394,0.642394,0.445081,0.439494,0.642394,0.445081,328,116,0,6,2.65
34,0,0.642394,0.642394,0.445081,0.439758,0.642394,0.445081,328,131,0,6,2.65
35,0,0.642394,0.642394,0.445081,0.439847,0.642394,0.445081,328,146,0,6,2.62
36,0,0.642394,0.642394,0.445081,0.440395,0.642394,0.445081,329,158,0,6,2.70
37,0,0.642394,0.642394,0.445081,0.439703,0.642394,0.445081,330,175,0,6,2.65
38,0,0.642394,0.642394,0.445081,0.440087,0.642394,0.445081,330,174,0,6,2.72
39,0,0.642394,0.642394,0.445081,0.440917,0.642394,0.445081,332,195,0,6,2.69
40,0,0.642394,0.642394,0.445081,0.439103,0.642394,0.445081,331,195,0,6,2.79
41,0,0.642394,0.642394,0.445081,0.440825,0.642394,0.445081,330,215,8,6,2.73
42,0,0.642394,0.642394,0.445081,0.441210,0.642394,0.445081,332,217,8,6,2.70
43,0,0.642394,0.642394,0.445081,0.440407,0.642394,0.445081,320,229,2,6,2.71
44,0,0.642394,0.642394,0.445105,0.441388,0.642394,0.445105,308,232,4,12,2.79
45,0,0.642394,0.642394,0.445105,0.441436,0.642394,0.445105,296,237,4,12,2.74
46,0,0.642394,0.642394,0.445105,0.440239,0.642394,0.445105,287,254,4,12,2.74
47,0,0.642394,0.642391,0.445105,0.434479,0.642394,0.445105,272,258,3,12,3.18
48,0,0.642394,0.642394,0.445105,0.440925,0.642394,0.445105,271,279,6,12,3.40
49,0,0.642394,0.642312,0.445105,0.439695,0.642394,0.445105,271,280,8,12,2.95
50,0,0.642394,0.642394,0.445105,0.442397,0.642394,0.445105,263,288,11,12,2.90
51,0,0.642394,0.642394,0.445105,0.443286,0.642394,0.445105,256,290,2,12,2.93
52,0,0.642394,0.642394,0.445105,0.443428,0.642394,0.445105,245,278,4,12,2.97
53,0,0.642394,0.642394,0.445105,0.442896,0.642394,0.445105,258,255,4,12,3.05
54,0,0.642394,0.642394,0.445105,0.442609,0.642394,0.445105,264,213,8,12,3.12
55,0,0.642394,0.642394,0.445105,0.441346,0.642394,0.445105,277,174,5,12,3.23
56,0,0.642394,0.642394,0.445105,0.439449,0.642394,0.445105,276,127,5,12,3.33
57,0,0.642394,0.642394,0.445210,0.440152,0.642394,0.445210,280,98,6,14,3.47
58,0,0.642394,0.642394,0.445210,0.438827,0.642394,0.445210,277,83,5,14,3.47
59,0,0.642394,0.642394,0.446132,0.439596,0.642394,0.446132,288,65,6,17,3.48
60,0,0.642394,0.642394,0.446132,0.439604,0.642394,0.446132,287,71,5,17,3.47
61,0,0.642394,0.642394,0.446202,0.440604,0.642394,0.446202,294,80,9,18,3.61
62,0,0.642394,0.642394,0.446237,0.440650,0.642394,0.446237,299,77,8,20,3.95
63,0,0.642394,0.642394,0.446260,0.442774,0.642394,0.446260,300,83,13,20,3.80
64,0,0.642394,0.642394,0.446260,0.442605,0.642394,0.446260,305,90,9,20,3.66
65,0,0.642394,0.642394,0.446260,0.441615,0.642394,0.446260,308,86,7,20,3.79
66,0,0.642394,0.642394,0.446260,0.441760,0.642394,0.446260,305,90,7,20,3.74
67,0,0.642394,0.642394,0.459732,0.443008,0.642394,0.459732,304,98,10,23,3.79
68,0,0.642394,0.642394,0.460467,0.441103,0.642394,0.460467,309,99,7,25,3.92
69,0,0.642394,0.642394,0.460537,0.442689,0.642394,0.460537,310,94,7,25,4.02
70,0,0.642394,0.642394,0.460537,0.442840,0.642394,0.460537,311,88,8,25,4.05
71,0,0.642394,0.642394,0.460537,0.444046,0.642394,0.460537,307,78,15,25,4.13
72,0,0.642394,0.642394,0.460561,0.445705,0.642394,0.460561,310,85,10,23,4.20
73,0,0.642394,0.642394,0.460561,0.448934,0.642394,0.460561,311,99,13,23,4.24
74,0,0.642394,0.642394,0.461670,0.451493,0.642394,0.461670,315,91,13,23,4.40
75,0,0.642394,0.642394,0.461670,0.454477,0.642394,0.461670,315,96,13,23,4.34
76,0,0.642394,0.642394,0.461670,0.455254,0.642394,0.461670,316,78,16,23,4.28
77,0,0.642394,0.642394,0.461670,0.453923,0.642394,0.461670,318,66,14,23,4.37
78,0,0.642394,0.642394,0.461763,0.452996,0.642394,0.461763,321,60,14,29,4.58
79,0,0.642394,0.642394,0.461821,0.453987,0.642394,0.461821,325,73,9,25,4.40
80,0,0.642394,0.642394,0.461821,0.454821,0.642394,0.461821,327,68,9,23,4.39
81,0,0.642394,0.642394,0.461821,0.457824,0.642394,0.461821,328,75,9,23,4.49
82,0,0.642394,0.642394,0.461821,0.458643,0.642394,0.461821,328,82,14,23,4.52
83,0,0.642394,0.642394,0.461821,0.458548,0.642394,0.461821,327,69,13,23,4.55
84,0,0.642394,0.642394,0.461821,0.459494,0.642394,0.461821,327,80,13,23,4.61
85,0,0.642394,0.642394,0.461821,0.459513,0.642394,0.461821,326,86,18,23,4.55
86,0,0.642394,0.642394,0.462078,0.459028,0.642394,0.462078,322,85,18,25,4.71
87,0,0.642394,0.642394,0.462078,0.459485,0.642394,0.462078,321,99,19,25,4.55
88,0,0.642394,0.642394,0.462078,0.459455,0.642394,0.462078,315,127,18,25,4.60
89,0,0.642394,0.642394,0.462078,0.459500,0.642394,0.462078,299,139,16,25,4.62
90,0,0.642394,0.642394,0.462078,0.459101,0.642394,0.462078,283,132,18,25,4.54
91,0,0.642394,0.642394,0.462078,0.460057,0.642394,0.462078,261,143,19,25,4.72
92,0,0.642394,0.642394,0.462825,0.460283,0.642394,0.462825,251,150,21,28,4.77
93,0,0.642394,0.642389,0.474919,0.460465,0.642394,0.474919,248,142,19,27,4.80
94,0,0.642394,0.642297,0.474919,0.459764,0.642394,0.474919,252,150,11,27,5.29
95,0,0.642394,0.641928,0.474919,0.459909,0.642394,0.474919,254,148,21,27,5.51
96,0,0.642394,0.642143,0.474919,0.460316,0.642394,0.474919,259,134,17,27,5.49
97,0,0.642394,0.642345,0.474919,0.460440,0.642394,0.474919,253,147,22,27,5.45
98,0,0.642394,0.642394,0.474919,0.460795,0.642394,0.474919,257,131,21,27,5.53
99,0,0.642394,0.642334,0.474919,0.460708,0.642394,0.474919,262,132,13,27,5.50
100,0,0.642394,0.642342,0.476635,0.461757,0.642394,0.476635,263,143,25,28,5.70
101,0,0.642394,0.641962,0.476635,0.462421,0.642394,0.476635,272,121,21,28,5.65
102,0,0.642394,0.642389,0.476635,0.463616,0.642394,0.476635,261,137,22,28,5.72
103,0,0.642394,0.642394,0.476635,0.464809,0.642394,0.476635,240,142,19,27,5.68
104,0,0.642394,0.642394,0.492581,0.465497,0.642394,0.492581,209,140,25,28,5.61
105,0,0.642394,0.642394,0.492581,0.466544,0.642394,0.492581,175,151,20,28,6.11
106,0,0.642394,0.642394,0.497368,0.467553,0.642394,0.497368,195,149,22,34,5.96
107,0,0.642394,0.642394,0.497368,0.470318,0.642394,0.497368,186,152,20,34,5.80
108,0,0.642394,0.642345,0.497368,0.471928,0.642394,0.497368,166,161,28,34,5.63
109,0,0.642394,0.642344,0.497368,0.473640,0.642394,0.497368,203,160,15,34,5.53
110,0,0.642394,0.642342,0.497368,0.476086,0.642394,0.497368,188,148,25,34,5.72
111,0,0.642394,0.642389,0.497368,0.479338,0.642394,0.497368,182,141,29,34,5.91
112,0,0.642394,0.642380,0.497368,0.481402,0.642394,0.497368,189,144,30,35,5.63
113,0,0.642394,0.642373,0.497368,0.483388,0.642394,0.497368,220,133,21,35,5.70
114,0,0.642394,0.642386,0.497368,0.483497,0.642394,0.497368,204,127,29,35,5.86
115,0,0.642394,0.642392,0.497368,0.483900,0.642394,0.497368,217,123,29,35,6.21
116,0,0.642394,0.642386,0.497379,0.483955,0.642394,0.497379,228,126,34,38,6.35
117,0,0.642464,0.642354,0.497379,0.486406,0.642464,0.497379,229,120,48,38,5.47
118,0,0.642464,0.642347,0.497379,0.488310,0.642464,0.497379,236,129,48,38,5.08
119,0,0.642464,0.642378,0.497379,0.489396,0.642464,0.497379,221,136,48,38,5.10
120,0,0.642464,0.642381,0.497379,0.488700,0.642464,0.497379,244,129,50,38,5.15
121,0,0.642464,0.642327,0.497379,0.488972,0.642464,0.497379,271,149,50,40,5.36
122,0,0.642464,0.642381,0.497379,0.489365,0.642464,0.497379,265,144,50,39,5.30
123,0,0.642464,0.642386,0.497379,0.491288,0.642464,0.497379,272,146,50,39,5.26
124,0,0.642464,0.642394,0.497379,0.490745,0.642464,0.497379,259,162,50,40,5.25
125,0,0.642464,0.642397,0.497379,0.490682,0.642464,0.497379,241,160,50,40,5.31
126,0,0.642464,0.642353,0.497379,0.490390,0.642464,0.497379,228,159,50,40,5.32
127,0,0.642464,0.642288,0.497379,0.490962,0.642464,0.497379,203,160,50,40,5.35
128,0,0.642464,0.642331,0.497379,0.490908,0.642464,0.497379,188,164,50,41,5.50
129,0,0.642464,0.642324,0.497379,0.490108,0.642464,0.497379,171,168,50,39,5.43
130,0,0.642464,0.642378,0.497379,0.491594,0.642464,0.497379,152,170,52,41,5.48
131,0,0.642464,0.642409,0.497379,0.492920,0.642464,0.497379,145,180,52,41,5.65
132,0,0.642464,0.642367,0.497391,0.493520,0.642464,0.497391,163,161,52,46,5.65
133,0,0.642464,0.642327,0.497391,0.492989,0.642464,0.497391,192,149,52,46,5.66
134,0,0.642533,0.642355,0.497391,0.492551,0.642533,0.497391,205,152,54,46,5.72
135,0,0.642533,0.642403,0.497391,0.493294,0.642533,0.497391,221,154,54,46,5.87
136,0,0.642533,0.642398,0.497391,0.494741,0.642533,0.497391,223,160,54,46,5.95
137,0,0.642533,0.642260,0.497414,0.494659,0.642533,0.497414,228,145,54,41,6.15
138,0,0.642533,0.642358,0.497414,0.494929,0.642533,0.497414,216,147,54,41,6.13
139,0,0.642533,0.642341,0.497414,0.495013,0.642533,0.497414,210,140,54,41,6.00
140,0,0.642533,0.642321,0.497414,0.494561,0.642533,0.497414,208,134,54,41,6.05
141,0,0.642533,0.642320,0.499014,0.495183,0.642533,0.499014,217,135,55,46,6.29
142,0,0.642533,0.642345,0.499014,0.495388,0.642533,0.499014,216,130,55,46,6.19
143,0,0.642533,0.642307,0.499014,0.494917,0.642533,0.499014,216,116,55,46,6.33
144,0,0.642533,0.642301,0.499037,0.494439,0.642533,0.499037,218,126,56,49,6.26
145,0,0.642533,0.642351,0.499037,0.495063,0.642533,0.499037,224,117,56,49,6.32
146,0,0.642533,0.641966,0.499037,0.496023,0.642533,0.499037,227,128,56,45,6.44
147,0,0.642533,0.642427,0.499130,0.496983,0.642533,0.499130,232,127,56,50,6.52
148,0,0.642533,0.642426,0.499130,0.495924,0.642533,0.499130,238,122,56,50,6.44
149,0,0.642533,0.642435,0.499130,0.496361,0.642533,0.499130,235,114,56,50,6.56
150,0,0.642533,0.642426,0.499130,0.496256,0.642533,0.499130,236,111,56,50,6.36
151,0,0.642533,0.642469,0.499130,0.495207,0.642533,0.499130,224,121,56,50,6.53
152,0,0.642533,0.642473,0.499130,0.494971,0.642533,0.499130,213,129,56,50,6.64
153,0,0.642533,0.642480,0.499130,0.494950,0.642533,0.499130,211,135,56,50,6.68
154,0,0.642533,0.642486,0.499130,0.496177,0.642533,0.499130,205,139,56,50,6.73
155,0,0.642533,0.642486,0.499130,0.496284,0.642533,0.499130,182,141,56,50,6.88
156,0,0.642533,0.642483,0.499130,0.496506,0.642533,0.499130,195,144,56,50,6.62
157,0,0.642533,0.642481,0.499130,0.496134,0.642533,0.499130,196,140,56,50,6.57
158,0,0.642533,0.642472,0.499130,0.495987,0.642533,0.499130,199,148,56,50,6.66
159,0,0.642533,0.642493,0.499130,0.496302,0.642533,0.499130,207,135,56,51,6.55
160,0,0.642533,0.642485,0.499130,0.495587,0.642533,0.499130,226,148,56,47,6.48
161,0,0.642533,0.642476,0.499130,0.496194,0.642533,0.499130,234,153,56,47,6.56
162,0,0.642533,0.642482,0.499130,0.497750,0.642533,0.499130,223,148,56,47,6.64
163,0,0.642533,0.642487,0.499130,0.497282,0.642533,0.499130,237,160,57,47,6.55
164,0,0.642533,0.642478,0.499130,0.496608,0.642533,0.499130,232,145,57,45,6.59
165,0,0.642533,0.642484,0.499154,0.496545,0.642533,0.499154,214,150,57,46,6.56
166,0,0.642533,0.642481,0.499154,0.496667,0.642533,0.499154,208,148,57,46,6.93
167,0,0.642533,0.642474,0.499154,0.497613,0.642533,0.499154,199,132,57,46,6.82
168,0,0.642533,0.642456,0.499154,0.497106,0.642533,0.499154,194,129,57,46,6.78
169,0,0.642533,0.642476,0.499154,0.497330,0.642533,0.499154,197,127,56,46,6.72
170,0,0.642533,0.642476,0.499154,0.497450,0.642533,0.499154,193,132,56,47,6.51
171,0,0.642533,0.642475,0.499154,0.497892,0.642533,0.499154,191,124,55,45,6.69
172,0,0.642533,0.642477,0.499154,0.498319,0.642533,0.499154,180,129,55,45,6.94
173,0,0.642533,0.642485,0.499154,0.498062,0.642533,0.499154,167,130,55,44,6.90
174,0,0.642533,0.642476,0.499154,0.498009,0.642533,0.499154,184,134,55,48,6.70
175,0,0.642533,0.642483,0.499154,0.497919,0.642533,0.499154,213,135,58,46,6.68
176,0,0.642533,0.642470,0.499154,0.498251,0.642533,0.499154,240,148,58,45,6.80
177,0,0.642533,0.642465,0.499165,0.497956,0.642533,0.499165,237,159,58,47,6.69
178,0,0.642533,0.642474,0.499165,0.498138,0.642533,0.499165,225,160,58,47,6.65
179,0,0.642533,0.642470,0.499165,0.497859,0.642533,0.499165,218,164,58,47,6.67
180,0,0.642533,0.642490,0.499165,0.498447,0.642533,0.499165,229,158,57,47,6.51
181,0,0.642533,0.642488,0.499177,0.498348,0.642533,0.499177,256,154,61,49,6.67
182,0,0.642533,0.642483,0.499189,0.498688,0.642533,0.499189,267,165,57,48,6.67
183,0,0.642533,0.642495,0.499189,0.498677,0.642533,0.499189,257,165,54,48,6.73
184,0,0.642533,0.642486,0.499189,0.498572,0.642533,0.499189,272,156,60,48,6.68
185,0,0.642533,0.642471,0.499189,0.498672,0.642533,0.499189,261,152,60,51,6.62
186,0,0.642533,0.642468,0.499189,0.498479,0.642533,0.499189,260,144,60,51,6.69
187,0,0.642533,0.642481,0.499189,0.498522,0.642533,0.499189,264,143,60,50,6.79
188,0,0.642533,0.642485,0.499189,0.498687,0.642533,0.499189,249,135,61,48,6.86
189,0,0.642533,0.642469,0.499189,0.498483,0.642533,0.499189,276,144,61,48,6.65
190,0,0.642533,0.642482,0.499189,0.498504,0.642533,0.499189,269,145,61,47,6.51
191,0,0.642533,0.642482,0.499189,0.498429,0.642533,0.499189,266,126,61,47,6.78
192,0,0.642533,0.642486,0.499189,0.498249,0.642533,0.499189,292,116,61,47,6.89
193,0,0.642533,0.642476,0.499189,0.498008,0.642533,0.499189,291,116,61,47,7.12
194,0,0.642533,0.642469,0.499212,0.498272,0.642533,0.499212,278,124,61,50,7.14
195,0,0.642533,0.642481,0.499212,0.498338,0.642533,0.499212,274,118,57,50,6.95
196,0,0.642533,0.642490,0.499212,0.498212,0.642533,0.499212,292,124,57,50,6.90
197,0,0.642533,0.642491,0.499212,0.498133,0.642533,0.499212,289,131,57,50,6.86
198,0,0.642533,0.642492,0.499212,0.498302,0.642533,0.499212,289,138,57,53,6.84
199,0,0.642533,0.642495,0.499212,0.498472,0.642533,0.499212,287,144,57,51,6.83
200,1,-2.865234,-4.682818,-2.626953,-4.050145,-2.865234,-2.626953,286,149,56,48,4.56
201,1,-4.656250,-6.417197,-5.068359,-6.905037,-4.656250,-5.068359,280,153,56,50,3.68
202,1,-0.015625,-2.440648,-3.781250,-6.835096,-0.015625,-3.781250,269,182,58,50,4.95
203,1,-3.148438,-4.455271,-0.849609,-4.461410,-3.148438,-0.849609,273,200,51,50,3.77
204,1,-1.777344,-3.918215,-1.464844,-4.432314,-1.777344,-1.464844,270,216,54,53,3.79
205,1,-3.119141,-5.037504,0.052734,-3.531973,-3.119141,0.052734,266,251,57,52,4.81
206,1,2.626953,0.628195,4.373047,-2.222461,2.626953,4.373047,246,251,57,52,6.69
207,1,1.189453,-1.080830,1.394531,-4.863785,1.189453,1.394531,250,266,54,53,7.38
208,1,-0.957031,-2.259811,2.183594,-2.559266,-0.957031,2.183594,235,254,55,53,3.77
209,1,-2.992188,-5.408338,1.968750,-3.103391,-2.992188,1.968750,247,247,54,53,6.76
210,1,1.441406,0.220934,1.054688,-1.182518,1.441406,1.054688,250,238,57,58,3.77
211,1,-1.568359,-2.689977,-0.195312,-2.429770,-1.568359,-0.195312,251,223,53,53,2.81
212,1,2.310547,0.360563,1.291016,-0.673088,2.310547,1.291016,251,228,54,54,3.70
213,1,2.005859,0.568000,-0.431641,-1.732033,2.005859,-0.431641,263,222,58,52,4.67
214,1,-0.400391,-1.614344,-0.529297,-2.289080,-0.400391,-0.529297,257,230,54,57,4.60
215,1,-0.402344,-1.645318,0.150391,-1.650943,-0.402344,0.150391,262,231,55,56,3.76
216,1,0.097656,-0.606244,-0.382812,-2.061320,0.097656,-0.382812,249,236,55,55,2.79
217,1,1.005859,-0.913568,-0.865234,-1.894904,1.005859,-0.865234,246,232,55,54,4.73
218,1,-2.019531,-3.368779,-0.640625,-2.883404,-2.019531,-0.640625,265,221,56,57,5.64
219,1,0.152344,-0.945994,-1.435547,-1.979770,0.152344,-1.435547,276,229,54,59,3.88
220,1,-0.781250,-2.299016,-0.886719,-2.589951,-0.781250,-0.886719,278,245,56,54,3.72
221,1,1.294922,0.098277,-0.375000,-1.719736,1.294922,-0.375000,285,258,54,57,3.77
222,1,-0.914062,-2.546939,-2.587891,-3.785148,-0.914062,-2.587891,283,255,60,61,2.78
223,1,0.904297,-0.921213,-0.009766,-1.498268,0.904297,-0.009766,299,251,54,57,4.83
224,1,0.451172,-2.690098,-1.482422,-2.556539,0.451172,-1.482422,296,264,56,57,5.81
225,1,1.439453,-0.156508,0.097656,-1.683455,1.439453,0.097656,295,251,53,51,5.85
226,1,0.433594,-1.873967,-1.542969,-3.339479,0.433594,-1.542969,296,261,58,61,5.69
227,1,1.892578,0.369803,-0.287109,-1.025412,1.892578,-0.287109,295,262,57,60,3.83
228,1,-1.460938,-2.818330,-1.990234,-2.722943,-1.460938,-1.990234,294,265,59,53,3.88
229,1,-1.001953,-2.882451,3.953125,3.168232,-1.001953,3.953125,295,266,56,53,3.78
230,1,0.054688,-1.607971,-0.406250,-1.839225,0.054688,-0.406250,282,256,56,57,4.67
231,1,-0.009766,-1.668775,-0.757812,-1.763625,-0.009766,-0.757812,290,268,58,65,2.86
232,1,-0.302734,-2.395535,-0.263672,-1.520209,-0.302734,-0.263672,284,274,63,53,3.77
233,1,-2.533203,-5.474195,0.396484,-1.267266,-2.533203,0.396484,283,277,56,54,5.93
234,1,3.765625,2.102811,-0.404297,-1.653986,3.765625,-0.404297,274,268,56,57,5.07
235,1,-0.289062,-1.499240,-0.677734,-2.657014,-0.289062,-0.677734,270,266,64,53,4.94
236,1,-1.367188,-3.057857,-0.740234,-2.183623,-1.367188,-0.740234,278,271,58,54,3.69
237,1,-0.337891,-2.278053,0.748047,-1.447143,-0.337891,0.748047,283,276,61,57,5.65
238,1,-2.464844,-4.451590,-0.550781,-1.811725,-2.464844,-0.550781,281,270,62,56,5.63
239,1,0.378906,-1.523602,-0.230469,-2.415139,0.378906,-0.230469,283,274,57,53,6.96
240,1,-1.238281,-3.337752,-1.593750,-2.850010,-1.238281,-1.593750,279,269,52,53,5.84
241,1,-0.281250,-1.959094,-0.511719,-1.587592,-0.281250,-0.511719,277,275,56,62,2.97
242,1,-0.320312,-2.177217,-0.681641,-1.741635,-0.320312,-0.681641,278,269,55,62,4.83
243,1,-0.960938,-2.148234,1.121094,-0.990635,-0.960938,1.121094,273,279,52,56,5.71
244,1,0.679688,-1.282432,0.058594,-1.524518,0.679688,0.058594,273,278,60,57,6.04
245,1,0.515625,-1.017418,-1.992188,-3.966176,0.515625,-1.992188,274,280,64,58,5.82
246,1,3.376953,1.149221,1.953125,-0.188498,3.376953,1.953125,275,272,61,57,4.85
247,1,-0.423828,-2.356070,-1.138672,-1.960289,-0.423828,-1.138672,269,286,57,53,5.97
248,1,0.482422,-2.077889,-0.050781,-1.932658,0.482422,-0.050781,278,298,65,53,6.69
249,1,-0.273438,-1.323252,-1.726562,-3.481873,-0.273438,-1.726562,287,288,56,52,4.63
250,1,-0.150391,-2.039930,-1.273438,-2.239844,-0.150391,-1.273438,298,278,67,57,4.71
251,1,-0.884766,-2.013465,-1.134766,-2.436305,-0.884766,-1.134766,286,276,63,69,2.89
252,1,-0.511719,-2.064506,-1.173828,-3.445240,-0.511719,-1.173828,288,274,65,59,6.09
253,1,0.587891,-1.068344,0.185547,-1.226330,0.587891,0.185547,287,279,70,56,3.92
254,1,-1.238281,-2.766738,-0.394531,-1.585375,-1.238281,-0.394531,283,279,56,58,5.06
255,1,0.822266,-0.898156,-3.300781,-6.019590,0.822266,-3.300781,294,274,57,57,7.03
256,1,0.054688,-1.890543,-1.095703,-2.999953,0.054688,-1.095703,289,273,63,61,4.31
257,1,0.150391,-0.915258,-0.275391,-1.505479,0.150391,-0.275391,285,279,65,57,3.38
258,1,1.125000,-0.440459,-0.816406,-2.020945,1.125000,-0.816406,292,288,71,56,3.26
259,1,0.527344,-1.318693,-0.236328,-2.424332,0.527344,-0.236328,275,290,59,53,8.96
260,1,0.314453,-0.945559,-1.025391,-2.502654,0.314453,-1.025391,284,289,58,56,3.69
261,1,0.398438,-1.360500,0.101562,-1.064773,0.398438,0.101562,285,283,58,68,3.82
262,1,-1.058594,-1.989975,0.160156,-1.434721,-1.058594,0.160156,282,280,56,69,2.83
263,1,0.031250,-1.980051,0.667969,-1.313568,0.031250,0.667969,293,270,77,52,5.70
264,1,0.601562,-1.750145,-0.324219,-1.668980,0.601562,-0.324219,297,267,63,57,3.80
265,1,1.568359,-0.559822,-0.208984,-2.006205,1.568359,-0.208984,298,273,69,53,4.83
266,1,1.203125,-0.979502,-2.099609,-3.381779,1.203125,-2.099609,301,269,68,58,5.03
267,1,-1.492188,-2.414074,0.660156,-0.971484,-1.492188,0.660156,302,268,72,58,3.95
268,1,-0.529297,-2.061049,-1.496094,-2.915549,-0.529297,-1.496094,298,266,74,50,4.89
269,1,-1.529297,-2.918920,-1.777344,-3.965016,-1.529297,-1.777344,295,273,58,52,5.04
270,1,0.388672,-1.148041,1.044922,-0.614340,0.388672,1.044922,296,234,68,59,4.79
271,1,-0.654297,-1.902158,-1.693359,-3.442611,-0.654297,-1.693359,297,257,76,59,4.77
272,1,-1.406250,-2.572105,-1.015625,-2.382193,-1.406250,-1.015625,301,271,66,57,4.74
273,1,-2.017578,-2.858463,-1.968750,-3.124340,-2.017578,-1.968750,306,273,68,59,3.94
274,1,-1.201172,-2.064873,-0.902344,-2.397859,-1.201172,-0.902344,307,279,64,55,1.97
275,1,0.117188,-1.068916,-1.417969,-2.272012,0.117188,-1.417969,276,280,64,58,3.84
276,1,0.492188,-2.351766,0.476562,-1.236471,0.492188,0.476562,279,277,59,56,5.16
277,1,0.074219,-0.995404,-0.546875,-1.743988,0.074219,-0.546875,274,280,59,60,4.07
278,1,-0.513672,-1.929711,-0.642578,-2.229980,-0.513672,-0.642578,280,276,70,63,3.97
279,1,0.691406,-1.004498,-1.447266,-2.935980,0.691406,-1.447266,291,270,63,60,5.89
280,1,0.808594,-1.372846,1.271484,-0.510963,0.808594,1.271484,290,263,74,69,6.54
281,1,-0.488281,-1.355109,-0.521484,-2.099277,-0.488281,-0.521484,284,268,60,58,2.72
282,1,0.787109,-0.968346,0.392578,-1.303191,0.787109,0.392578,287,281,65,60,6.01
283,1,0.080078,-0.700344,1.457031,0.298371,0.080078,1.457031,278,278,61,60,2.91
284,1,-0.708984,-2.119467,-0.416016,-2.154250,-0.708984,-0.416016,282,286,61,59,4.98
285,1,-0.089844,-1.285826,-1.466797,-3.258588,-0.089844,-1.466797,294,293,62,59,4.94
286,1,-1.626953,-2.302055,-0.509766,-2.107797,-1.626953,-0.509766,280,285,61,59,3.02
287,1,0.498047,-0.580072,-1.160156,-2.239490,0.498047,-1.160156,247,275,64,58,3.93
288,1,0.154297,-0.662652,-4.570312,-5.764352,0.154297,-4.570312,272,279,61,61,4.74
289,1,0.005859,-0.860715,-0.107422,-1.353078,0.005859,-0.107422,273,271,60,65,3.77
290,1,0.490234,-1.261898,0.507812,-1.365420,0.490234,0.507812,275,278,62,56,3.62
291,1,-0.337891,-2.081561,-0.349609,-1.589961,-0.337891,-0.349609,283,280,63,66,4.14
292,1,-0.441406,-2.251873,-1.244141,-2.910012,-0.441406,-1.244141,285,268,65,62,5.18
