generation,phase,lead_best,lead_avg,follow_best,follow_avg,best_delta_lead,best_delta_follow,n_species_lead,n_species_follow,n_conns_lead,n_conns_follow,elapsed_sec
1046,1,-0.390625,-1.276969,-2.101562,-2.830607,-0.390625,-2.101562,293,262,51,63,4.58
1047,1,3.757812,1.982219,-0.062500,-0.523439,3.757812,-0.062500,300,268,48,54,3.21
1048,1,0.642578,0.113635,-1.304688,-2.076285,0.642578,-1.304688,299,261,52,50,4.53
1049,1,1.841797,1.310205,-0.259766,-0.947422,1.841797,-0.259766,298,261,50,56,3.27
1050,1,-0.970703,-1.502625,-0.980469,-2.593313,-0.970703,-0.980469,299,265,48,59,5.44
1051,1,2.640625,2.319139,0.056641,-0.709258,2.640625,0.056641,290,265,66,61,4.67
1052,1,1.701172,1.320926,1.214844,0.400250,1.701172,1.214844,286,264,50,61,2.23
1053,1,-0.390625,-1.745984,-2.378906,-3.108270,-0.390625,-2.378906,294,264,49,60,6.56
1050,1,-0.697266,-1.736682,0.685547,-0.104748,-0.697266,0.685547,299,265,48,55,2.97
1051,1,2.599609,2.318566,1.134766,0.429480,2.599609,1.134766,290,265,52,52,1.92
1052,1,-1.738281,-3.469359,1.640625,0.137270,-1.738281,1.640625,285,257,51,50,8.04
1053,1,-0.046875,-1.610842,0.095703,-0.648113,-0.046875,0.095703,293,256,44,60,3.16
1054,1,2.361328,1.951957,0.798828,0.254271,2.361328,0.798828,293,261,52,54,2.88
1055,1,-1.181641,-3.552914,1.253906,0.793701,-1.181641,1.253906,300,262,50,56,8.06
1056,1,0.496094,-0.404568,1.017578,0.034063,0.496094,1.017578,295,274,44,52,5.72
1057,1,0.183594,-0.841217,0.558594,-0.224051,0.183594,0.558594,295,282,48,54,4.63
1058,1,1.787109,0.682311,-2.146484,-3.397756,1.787109,-2.146484,292,294,56,54,4.99
1059,1,1.554688,0.985648,-0.394531,-1.339297,1.554688,-0.394531,295,282,53,65,4.59
1060,1,1.658203,1.081949,0.683594,-0.495240,1.658203,0.683594,295,285,53,65,3.99
1061,1,0.914062,-0.435125,0.246094,-0.384252,0.914062,0.246094,295,287,48,52,3.00
1062,1,-0.388672,-1.442615,-1.273438,-2.107232,-0.388672,-1.273438,301,286,48,53,6.52
1063,1,2.322266,1.806389,1.097656,0.488746,2.322266,1.097656,296,292,53,52,4.20
1064,1,1.833984,1.321842,-0.156250,-0.767119,1.833984,-0.156250,303,301,59,61,3.14
1065,1,2.357422,1.852289,-2.130859,-2.892541,2.357422,-2.130859,290,306,49,52,4.23
1066,1,1.705078,0.794793,-0.097656,-0.604939,1.705078,-0.097656,260,307,56,53,2.15
1067,1,-0.142578,-1.415385,2.150391,1.300572,-0.142578,2.150391,283,308,49,54,5.08
1068,1,2.097656,1.172627,0.148438,-0.750016,2.097656,0.148438,282,304,55,61,4.23
1069,1,0.908203,-0.381057,-0.123047,-1.659439,0.908203,-0.123047,283,302,54,52,4.15
1070,1,2.537109,1.672828,0.087891,-0.988068,2.537109,0.087891,274,297,61,61,4.99
1071,1,2.392578,1.338660,-0.042969,-0.601977,2.392578,-0.042969,276,307,54,55,4.44
1072,1,0.099609,-1.087785,0.679688,0.055768,0.099609,0.679688,272,296,47,63,4.15
1073,1,1.406250,0.218631,0.355469,-0.576125,1.406250,0.355469,278,302,54,61,3.10
1074,1,2.203125,1.806000,1.578125,0.825104,2.203125,1.578125,287,304,57,60,3.19
1075,1,2.513672,1.355895,-1.986328,-2.446357,2.513672,-1.986328,280,304,56,53,6.58
1076,1,1.832031,1.305066,-0.001953,-0.627475,1.832031,-0.001953,285,299,55,55,2.05
1077,1,1.941406,0.916221,-1.425781,-2.228801,1.941406,-1.425781,273,302,58,56,5.90
1078,1,1.324219,0.643129,0.492188,-1.195479,1.324219,0.492188,269,293,58,67,3.34
1079,1,1.009766,-0.128094,0.105469,-0.540223,1.009766,0.105469,270,300,60,54,4.15
1080,1,1.949219,0.527205,-2.619141,-3.204789,1.949219,-2.619141,279,303,59,53,3.96
1081,1,1.970703,0.609064,1.314453,0.831074,1.970703,1.314453,272,297,55,56,7.20
1082,1,0.453125,-0.692984,0.173828,-0.508043,0.453125,0.173828,280,298,47,63,3.12
1083,1,0.662109,-0.450941,1.363281,0.786404,0.662109,1.363281,285,304,62,55,5.20
1084,1,2.044922,1.566506,0.576172,0.100238,2.044922,0.576172,286,301,62,63,3.07
1085,1,1.728516,1.029420,-1.171875,-1.892645,1.728516,-1.171875,294,297,46,54,4.26
1086,1,1.986328,0.863400,0.824219,-0.066236,1.986328,0.824219,292,297,63,55,3.25
1087,1,2.667969,2.185033,1.714844,0.587645,2.667969,1.714844,293,292,59,52,3.62
1088,1,0.849609,-0.806123,-0.599609,-1.308295,0.849609,-0.599609,279,287,50,51,5.02
1089,1,1.125000,0.454359,-1.916016,-2.233531,1.125000,-1.916016,289,289,57,55,5.59
1090,1,1.361328,0.597725,1.255859,0.401641,1.361328,1.255859,279,288,59,56,4.18
1091,1,2.605469,1.925865,-0.283203,-1.432154,2.605469,-0.283203,284,280,59,62,4.15
1092,1,1.876953,1.171740,-0.671875,-1.534951,1.876953,-0.671875,155,287,57,57,3.36
1093,1,1.775391,1.098406,-1.630859,-2.181893,1.775391,-1.630859,196,279,61,60,4.31
1094,1,-0.486328,-1.211541,-0.755859,-1.422191,-0.486328,-0.755859,217,277,56,60,4.72
1095,1,1.519531,1.129102,0.654297,-0.375150,1.519531,0.654297,235,274,49,61,1.97
1096,1,2.984375,2.039326,0.521484,-0.312900,2.984375,0.521484,251,269,60,50,4.49
1097,1,1.568359,0.823166,-0.355469,-0.952592,1.568359,-0.355469,255,272,62,55,4.30
1098,1,1.417969,0.210170,1.349609,-0.328674,1.417969,1.349609,266,261,65,60,7.29
1099,1,1.740234,1.179227,1.228516,0.617418,1.740234,1.228516,276,274,57,51,2.06
1100,1,2.269531,1.386189,-0.927734,-1.673531,2.269531,-0.927734,271,275,47,51,5.58
1101,1,1.164062,0.425268,-2.160156,-3.317135,1.164062,-2.160156,272,267,49,54,4.13
1102,1,0.134766,-0.785480,1.005859,0.376904,0.134766,1.005859,289,294,62,54,3.36
1103,1,1.644531,1.125574,0.734375,-0.019359,1.644531,0.734375,289,294,57,52,1.98
1104,1,1.244141,-1.270395,0.501953,-0.613455,1.244141,0.501953,290,294,60,57,6.16
1105,1,0.453125,-0.707955,0.955078,0.387008,0.453125,0.955078,284,301,62,63,3.06
1106,1,1.462891,1.071746,-0.212891,-0.743570,1.462891,-0.212891,282,306,64,56,1.84
1107,1,3.068359,2.111992,0.060547,-1.310520,3.068359,0.060547,282,300,48,51,3.19
1108,1,0.191406,-0.792406,-0.833984,-2.010219,0.191406,-0.833984,275,158,61,61,5.30
1109,1,1.863281,1.074600,-0.974609,-1.549674,1.863281,-0.974609,269,200,57,54,4.12
1110,1,1.769531,1.234215,-0.839844,-1.786006,1.769531,-0.839844,288,227,60,54,2.84
1111,1,2.474609,0.219201,-0.652344,-1.223598,2.474609,-0.652344,282,234,48,58,3.20
1112,1,1.246094,-0.605344,-1.136719,-2.564861,1.246094,-1.136719,284,242,64,59,6.18
1113,1,1.328125,0.636100,-0.453125,-1.159334,1.328125,-0.453125,279,248,65,64,3.98
1114,1,2.304688,0.969879,-1.003906,-1.444121,2.304688,-1.003906,283,265,65,56,4.06
1115,1,2.433594,1.569150,2.080078,1.255090,2.433594,2.080078,285,254,49,55,5.43
1116,1,0.728516,-0.350846,-2.046875,-2.920088,0.728516,-2.046875,288,260,61,52,4.39
1117,1,2.312500,1.373312,0.183594,-0.365648,2.312500,0.183594,293,262,61,59,4.29
1118,1,0.406250,-1.374480,0.896484,0.267303,0.406250,0.896484,295,262,47,49,4.09
1119,1,2.570312,0.873225,-0.011719,-0.725711,2.570312,-0.011719,299,275,64,59,3.07
1120,1,1.574219,1.159941,-0.716797,-1.318293,1.574219,-0.716797,297,273,49,56,3.00
1121,1,0.373047,-0.581049,1.013672,0.195904,0.373047,1.013672,297,272,50,55,3.20
1122,1,2.177734,1.571721,-0.453125,-0.982443,2.177734,-0.453125,307,267,50,66,1.93
1123,1,1.361328,0.726518,0.867188,-0.389344,1.361328,0.867188,305,268,55,69,3.20
1124,1,1.580078,0.525703,-0.505859,-1.252760,1.580078,-0.505859,301,278,54,66,5.35
1125,1,2.068359,1.590914,1.279297,0.706350,2.068359,1.279297,291,276,50,54,2.12
1126,1,1.869141,1.341664,-0.724609,-1.411344,1.869141,-0.724609,298,284,47,53,3.28
1127,1,2.531250,1.446703,0.994141,0.310488,2.531250,0.994141,295,280,47,66,4.46
1128,1,2.671875,2.008313,1.722656,1.110975,2.671875,1.722656,245,283,47,66,4.27
1129,1,2.375000,1.842650,1.382812,0.548117,2.375000,1.382812,264,290,62,56,2.28
1130,1,1.287109,0.914766,-0.062500,-1.139434,1.287109,-0.062500,271,295,56,65,2.86
1131,1,2.003906,1.355070,-1.001953,-2.087789,2.003906,-1.001953,273,293,51,54,6.20
1132,1,0.757812,0.118695,-1.863281,-2.453443,0.757812,-1.863281,268,289,45,61,7.29
1133,1,1.140625,0.503971,-3.394531,-4.301949,1.140625,-3.394531,261,292,44,59,5.08
1134,1,2.033203,0.913654,1.437500,0.137506,2.033203,1.437500,261,292,58,58,5.23
1135,1,-0.611328,-1.391475,-1.460938,-2.308182,-0.611328,-1.460938,256,297,47,58,4.35
1136,1,1.937500,-0.074664,1.625000,-0.224115,1.937500,1.625000,263,300,45,53,5.03
1137,1,1.867188,1.469900,0.421875,-0.246803,1.867188,0.421875,187,304,47,52,2.17
1138,1,2.033203,1.352658,0.759766,0.023043,2.033203,0.759766,226,301,47,54,2.98
1139,1,2.417969,1.698412,-0.404297,-1.608947,2.417969,-0.404297,235,299,46,53,6.18
1140,1,1.033203,0.634418,-1.693359,-2.389029,1.033203,-1.693359,239,303,49,70,5.26
1141,1,1.550781,0.932562,0.521484,-0.244639,1.550781,0.521484,241,292,47,57,2.16
1142,1,0.478516,-0.810842,-0.265625,-1.778152,0.478516,-0.265625,257,302,48,57,5.07
1143,1,1.892578,1.497988,-1.599609,-2.492420,1.892578,-1.599609,263,294,48,54,4.42
1144,1,2.037109,1.584293,1.921875,0.808277,2.037109,1.921875,273,288,50,52,3.27
1145,1,2.142578,1.770373,-1.759766,-2.177592,2.142578,-1.759766,281,289,50,49,4.22
1146,1,1.564453,0.370807,-1.238281,-1.757361,1.564453,-1.238281,282,290,47,58,4.06
1147,1,1.451172,0.673270,-0.519531,-1.041682,1.451172,-0.519531,283,295,52,66,3.40
1148,1,0.730469,0.047568,-1.027344,-2.328654,0.730469,-1.027344,284,289,50,50,4.13
1149,1,0.839844,-0.361881,-0.669922,-1.538664,0.839844,-0.669922,290,293,48,60,4.65
1150,1,2.083984,1.480709,-3.048828,-3.709262,2.083984,-3.048828,288,294,48,68,4.57
1151,1,2.025391,1.652107,-0.238281,-1.555738,2.025391,-0.238281,289,299,48,52,5.64
1152,1,1.722656,0.825590,0.509766,-0.320645,1.722656,0.509766,296,299,47,59,4.45
1153,1,-0.513672,-1.081586,0.703125,0.133918,-0.513672,0.703125,279,294,53,56,3.17
1154,1,1.433594,0.519012,-0.449219,-0.930441,1.433594,-0.449219,288,297,47,56,4.04
1155,1,1.162109,0.314283,0.187500,-0.839359,1.162109,0.187500,270,301,47,50,5.55
1156,1,0.218750,-0.853223,-1.042969,-2.305314,0.218750,-1.042969,283,211,48,52,4.93
1157,1,1.378906,1.015848,-1.083984,-1.915145,1.378906,-1.083984,282,235,47,52,2.95
1158,1,1.708984,1.221084,0.712891,-0.134043,1.708984,0.712891,280,258,47,52,1.92
1159,1,2.650391,2.324432,0.828125,-0.054650,2.650391,0.828125,287,264,47,64,2.94
1160,1,1.550781,0.993967,2.595703,0.710535,1.550781,2.595703,286,273,47,53,3.83
1161,1,0.513672,-0.896137,1.619141,0.747363,0.513672,1.619141,272,276,48,71,2.95
1162,1,1.718750,1.522582,-2.599609,-3.233326,1.718750,-2.599609,285,281,50,60,3.87
1163,1,1.857422,1.025475,0.242188,-0.341660,1.857422,0.242188,283,282,51,60,4.06
1164,1,1.066406,0.733887,0.748047,0.085775,1.066406,0.748047,281,284,53,56,3.40
1165,1,-0.306641,-1.229379,-0.449219,-1.323334,-0.306641,-0.449219,288,289,46,54,3.88
1166,1,1.482422,0.909563,0.119141,-1.969914,1.482422,0.119141,288,291,53,54,5.91
1167,1,0.753906,0.064320,-1.283203,-2.377846,0.753906,-1.283203,291,293,53,57,4.04
1168,1,1.857422,1.478346,-0.871094,-1.589033,1.857422,-0.871094,287,295,51,68,3.89
1169,1,1.490234,0.871941,0.296875,-1.020539,1.490234,0.296875,278,289,46,54,5.37
1170,1,0.466797,-0.406668,0.576172,-0.136842,0.466797,0.576172,285,301,47,52,3.67
1171,1,1.947266,1.095969,0.552734,-0.045291,1.947266,0.552734,283,305,47,56,5.27
1172,1,1.003906,0.748031,0.062500,-1.699285,1.003906,0.062500,284,298,48,56,4.11
1173,1,1.089844,0.540902,0.576172,-0.165479,1.089844,0.576172,280,289,51,59,3.01
1174,1,-0.597656,-1.239879,0.875000,0.199867,-0.597656,0.875000,279,297,51,54,4.44
1175,1,2.029297,1.551313,1.851562,1.075055,2.029297,1.851562,281,305,45,70,31.92
1176,1,0.566406,-0.200236,0.744141,-0.558723,0.566406,0.744141,283,303,48,55,7.89
1177,1,2.298828,1.647824,0.402344,-0.484199,2.298828,0.402344,286,295,49,68,2.73
1178,1,2.294922,1.697709,1.189453,-0.649074,2.294922,1.189453,284,299,47,51,2.71
1179,1,1.867188,1.229389,1.375000,0.651895,1.867188,1.375000,301,293,47,59,3.15
1180,1,2.173828,1.705559,0.322266,-0.693996,2.173828,0.322266,296,296,48,70,2.87
1181,1,1.539062,-0.019400,0.718750,-0.588920,1.539062,0.718750,298,285,48,54,3.65
1182,1,1.943359,1.671029,-0.630859,-2.130615,1.943359,-0.630859,288,287,45,55,3.73
1183,1,2.943359,2.463275,0.406250,-0.148834,2.943359,0.406250,298,297,49,56,2.85
1184,1,1.279297,0.354010,0.796875,0.257988,1.279297,0.796875,290,299,52,63,3.90
1185,1,-0.308594,-1.080908,-1.964844,-2.732492,-0.308594,-1.964844,289,210,50,60,4.90
1186,1,0.982422,0.701295,0.195312,-0.719670,0.982422,0.195312,294,240,45,72,2.25
1187,1,0.994141,0.252934,-2.369141,-2.911107,0.994141,-2.369141,292,262,47,53,5.95
1188,1,1.994141,1.535711,0.958984,0.328150,1.994141,0.958984,293,257,45,71,4.83
1189,1,2.216797,1.867926,-0.826172,-1.658379,2.216797,-0.826172,305,264,50,57,2.81
1190,1,1.880859,1.444537,0.214844,-1.108256,1.880859,0.214844,300,264,50,55,2.59
1191,1,0.183594,-0.673047,1.769531,0.592270,0.183594,1.769531,290,286,51,52,5.23
1192,1,0.363281,-0.002553,0.726562,-0.931492,0.363281,0.726562,296,291,50,57,5.35
1193,1,-0.576172,-0.969006,0.746094,-0.009100,-0.576172,0.746094,296,292,50,72,5.30
1194,1,0.869141,-0.184021,1.175781,0.464141,0.869141,1.175781,292,298,51,57,6.94
1195,1,1.814453,1.526920,-2.324219,-3.061146,1.814453,-2.324219,291,299,46,57,5.75
1196,1,2.492188,2.159268,0.138672,-0.900293,2.492188,0.138672,298,294,53,70,3.18
1197,1,0.441406,0.082162,-0.484375,-1.412797,0.441406,-0.484375,299,293,51,58,5.50
1198,1,1.029297,0.602504,-1.730469,-2.480021,1.029297,-1.730469,298,297,45,75,3.58
1199,1,0.080078,-2.045447,-1.509766,-3.425018,0.080078,-1.509766,295,295,52,63,7.19
