generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,elapsed_sec
0,0,0.481667,0.287745,0.324767,0.481667,0.324767,0.481667,0,5,1,0.52
1,0,0.488067,0.355802,0.373067,0.488067,0.373067,0.488067,187,3,0,0.58
2,0,0.488067,0.382843,0.374733,0.488067,0.374733,0.488067,196,3,0,0.56
3,0,0.490500,0.398228,0.378767,0.490500,0.378767,0.490500,197,2,0,0.58
4,0,0.514267,0.411818,0.420400,0.514267,0.420400,0.514267,193,5,1,0.61
5,0,0.514267,0.429971,0.454600,0.514267,0.454600,0.514267,199,5,1,0.69
6,0,0.514267,0.450332,0.475167,0.514267,0.475167,0.514267,202,5,1,0.60
7,0,0.514267,0.458453,0.479433,0.514267,0.479433,0.514267,184,5,1,0.60
8,0,0.514267,0.466595,0.480333,0.514267,0.480333,0.514267,167,5,1,0.66
9,0,0.514267,0.468378,0.483967,0.514267,0.483967,0.514267,163,5,1,0.65
10,0,0.514267,0.469567,0.484733,0.514267,0.484733,0.514267,151,5,1,0.58
11,0,0.524200,0.476615,0.497500,0.524200,0.497500,0.524200,141,6,1,0.58
12,0,0.524200,0.478461,0.498800,0.524200,0.498800,0.524200,131,6,1,0.59
13,0,0.524200,0.480857,0.498867,0.524200,0.498867,0.524200,117,6,1,0.61
14,0,0.524200,0.478242,0.498900,0.524200,0.498900,0.524200,134,6,1,0.61
15,0,0.524200,0.480671,0.509067,0.524200,0.509067,0.524200,136,6,1,0.63
16,0,0.524500,0.479490,0.514267,0.524500,0.514267,0.524500,143,9,2,0.63
17,0,0.526400,0.484113,0.514267,0.526400,0.514267,0.526400,137,8,2,0.71
18,0,0.526400,0.488041,0.514500,0.526400,0.514500,0.526400,127,8,2,0.62
19,0,0.526400,0.487170,0.520700,0.526400,0.520700,0.526400,122,8,2,0.62
20,0,0.527467,0.488246,0.524200,0.527467,0.524200,0.527467,119,10,2,0.67
21,0,0.527467,0.491953,0.524200,0.527467,0.524200,0.527467,118,10,2,0.75
22,0,0.527467,0.493980,0.524200,0.527467,0.524200,0.527467,144,10,2,0.69
23,0,0.527467,0.495803,0.524233,0.527467,0.524233,0.527467,142,10,2,0.68
24,0,0.527467,0.496903,0.524500,0.527467,0.524500,0.527467,148,10,2,0.68
25,0,0.527467,0.502253,0.526400,0.527467,0.526400,0.527467,149,10,2,0.73
26,0,0.527467,0.499959,0.526400,0.527467,0.526400,0.527467,164,10,2,0.71
27,0,0.527500,0.500923,0.526400,0.527500,0.526400,0.527500,162,13,4,0.76
28,0,0.527500,0.500544,0.526400,0.527500,0.526400,0.527500,172,13,4,0.71
29,0,0.527500,0.501609,0.526400,0.527500,0.526400,0.527500,174,13,3,0.85
30,0,0.529233,0.500399,0.526400,0.529233,0.526400,0.529233,177,14,5,0.72
31,0,0.554267,0.500761,0.526467,0.554267,0.526467,0.554267,174,13,3,0.73
32,0,0.554267,0.499937,0.527133,0.554267,0.527133,0.554267,181,13,3,0.82
33,0,0.554267,0.503266,0.527467,0.554267,0.527467,0.554267,185,13,3,0.88
34,0,0.554267,0.503687,0.527467,0.554267,0.527467,0.554267,189,13,3,0.78
35,0,0.554267,0.501686,0.527467,0.554267,0.527467,0.554267,188,13,3,0.83
36,0,0.554967,0.502060,0.527467,0.554967,0.527467,0.554967,189,12,5,0.85
37,0,0.556500,0.502281,0.527467,0.556500,0.527467,0.556500,191,12,3,0.86
38,0,0.556500,0.505202,0.527500,0.556500,0.527500,0.556500,200,12,3,0.83
39,0,0.574367,0.509353,0.527500,0.574367,0.527500,0.574367,201,14,5,0.82
40,0,0.574367,0.507573,0.527500,0.574367,0.527500,0.574367,212,14,5,0.85
41,0,0.574367,0.512717,0.527733,0.574367,0.527733,0.574367,213,14,5,0.90
42,0,0.576600,0.513194,0.529233,0.576600,0.529233,0.576600,212,12,5,0.86
43,0,0.576600,0.515404,0.529233,0.576600,0.529233,0.576600,218,12,5,0.87
44,0,0.576600,0.519205,0.545700,0.576600,0.545700,0.576600,209,12,5,0.87
45,0,0.576600,0.524497,0.554267,0.576600,0.554267,0.576600,200,14,4,0.90
46,0,0.576600,0.526453,0.554967,0.576600,0.554967,0.576600,191,14,4,0.87
47,0,0.576633,0.531577,0.556433,0.576633,0.556433,0.576633,195,20,6,0.89
48,0,0.576633,0.535401,0.561467,0.576633,0.561467,0.576633,181,20,6,0.86
49,0,0.576633,0.535828,0.574167,0.576633,0.574167,0.576633,174,15,5,0.92
50,0,0.577100,0.537539,0.574367,0.577100,0.574367,0.577100,180,16,4,0.89
51,0,0.577100,0.535637,0.574400,0.577100,0.574400,0.577100,194,16,4,0.87
52,0,0.577100,0.538765,0.576600,0.577100,0.576600,0.577100,186,16,4,0.95
53,0,0.577100,0.539316,0.576600,0.577100,0.576600,0.577100,187,16,4,0.94
54,0,0.577100,0.540150,0.576600,0.577100,0.576600,0.577100,217,16,4,0.91
55,0,0.577100,0.539337,0.576600,0.577100,0.576600,0.577100,212,16,4,0.91
56,0,0.577133,0.541710,0.576600,0.577133,0.576600,0.577133,222,17,7,0.89
57,0,0.577133,0.538624,0.576633,0.577133,0.576633,0.577133,224,17,7,0.97
58,0,0.577133,0.544544,0.576633,0.577133,0.576633,0.577133,215,17,7,1.02
59,0,0.577133,0.540839,0.576700,0.577133,0.576700,0.577133,224,21,8,1.20
60,0,0.577133,0.543518,0.577100,0.577133,0.577100,0.577133,237,21,8,1.12
61,0,0.577133,0.545130,0.577100,0.577133,0.577100,0.577133,236,22,7,1.20
62,0,0.577133,0.546454,0.577100,0.577133,0.577100,0.577133,241,22,7,1.20
63,0,0.577133,0.545027,0.577100,0.577133,0.577100,0.577133,244,22,7,1.16
64,0,0.577133,0.549629,0.577100,0.577133,0.577100,0.577133,246,22,7,1.18
65,0,0.577133,0.550042,0.577100,0.577133,0.577100,0.577133,259,22,7,1.35
66,0,0.577133,0.553249,0.577100,0.577133,0.577100,0.577133,260,22,7,1.15
67,0,0.577133,0.553687,0.577100,0.577133,0.577100,0.577133,243,18,7,1.25
68,0,0.577133,0.552286,0.577100,0.577133,0.577100,0.577133,239,18,7,1.32
69,0,0.577133,0.551310,0.577133,0.577133,0.577133,0.577133,219,18,7,1.13
70,0,0.577133,0.548371,0.577133,0.577133,0.577133,0.577133,212,18,7,1.14
71,0,0.577133,0.551403,0.577133,0.577133,0.577133,0.577133,212,18,7,1.36
72,0,0.577133,0.551181,0.577133,0.577133,0.577133,0.577133,231,22,7,1.15
73,0,0.577133,0.551423,0.577133,0.577133,0.577133,0.577133,244,22,7,1.21
74,0,0.577133,0.553192,0.577133,0.577133,0.577133,0.577133,257,22,7,1.31
75,0,0.577133,0.555038,0.577133,0.577133,0.577133,0.577133,256,22,7,1.16
76,0,0.577133,0.555694,0.577133,0.577133,0.577133,0.577133,278,22,7,1.19
77,0,0.577133,0.554665,0.577133,0.577133,0.577133,0.577133,274,22,7,1.17
78,0,0.577133,0.554803,0.577133,0.577133,0.577133,0.577133,301,22,7,1.32
79,0,0.577133,0.556973,0.577133,0.577133,0.577133,0.577133,290,22,7,1.17
80,0,0.577133,0.558404,0.577133,0.577133,0.577133,0.577133,296,22,7,1.16
81,0,0.577133,0.558893,0.577133,0.577133,0.577133,0.577133,305,22,7,1.12
82,0,0.577133,0.559505,0.577133,0.577133,0.577133,0.577133,306,22,7,1.16
83,0,0.577133,0.561768,0.577133,0.577133,0.577133,0.577133,306,22,7,1.17
84,0,0.577133,0.561064,0.577133,0.577133,0.577133,0.577133,307,22,7,1.19
85,0,0.577133,0.561659,0.577133,0.577133,0.577133,0.577133,310,22,7,1.22
86,0,0.577133,0.562310,0.577133,0.577133,0.577133,0.577133,311,22,7,1.13
87,0,0.577133,0.562515,0.577133,0.577133,0.577133,0.577133,309,22,7,1.30
88,0,0.577133,0.562652,0.577133,0.577133,0.577133,0.577133,310,22,7,1.20
89,0,0.577133,0.563888,0.577133,0.577133,0.577133,0.577133,317,22,7,1.18
90,0,0.577133,0.563289,0.577133,0.577133,0.577133,0.577133,319,22,7,1.18
91,0,0.577133,0.563729,0.577133,0.577133,0.577133,0.577133,315,22,7,1.27
92,0,0.577167,0.564094,0.577133,0.577167,0.577133,0.577167,320,23,10,1.27
93,0,0.577167,0.565036,0.577133,0.577167,0.577133,0.577167,318,23,10,1.24
94,0,0.577167,0.563790,0.577133,0.577167,0.577133,0.577167,320,23,10,1.29
95,0,0.577167,0.560844,0.577133,0.577167,0.577133,0.577167,321,23,10,1.23
96,0,0.577167,0.565630,0.577133,0.577167,0.577133,0.577167,322,23,10,1.40
97,0,0.577167,0.565393,0.577133,0.577167,0.577133,0.577167,322,23,10,1.39
98,0,0.577167,0.564066,0.577133,0.577167,0.577133,0.577167,320,23,10,1.43
99,0,0.577167,0.563922,0.577133,0.577167,0.577133,0.577167,314,23,10,1.46
100,0,0.577167,0.561291,0.577133,0.577167,0.577133,0.577167,302,23,10,1.35
101,0,0.577167,0.556673,0.577133,0.577167,0.577133,0.577167,291,26,10,1.36
102,0,0.577167,0.554153,0.577133,0.577167,0.577133,0.577167,262,26,10,1.73
103,0,0.577167,0.552585,0.577133,0.577167,0.577133,0.577167,242,27,10,1.50
104,0,0.577167,0.556362,0.577133,0.577167,0.577133,0.577167,216,27,10,1.70
105,0,0.577167,0.548671,0.577133,0.577167,0.577133,0.577167,204,27,10,1.50
106,0,0.577167,0.554052,0.577133,0.577167,0.577133,0.577167,190,27,10,1.34
107,0,0.577167,0.544188,0.577133,0.577167,0.577133,0.577167,160,27,10,1.36
108,0,0.577167,0.533295,0.577133,0.577167,0.577133,0.577167,158,27,10,1.37
109,0,0.577167,0.530053,0.577133,0.577167,0.577133,0.577167,168,27,10,1.39
110,0,0.577167,0.544659,0.577167,0.577167,0.577167,0.577167,174,27,10,1.24
111,0,0.577233,0.549892,0.577167,0.577233,0.577167,0.577233,192,30,13,1.42
112,0,0.577233,0.539672,0.577167,0.577233,0.577167,0.577233,195,30,13,1.43
113,0,0.577233,0.532171,0.577167,0.577233,0.577167,0.577233,203,30,13,1.35
114,0,0.577233,0.523733,0.577100,0.577233,0.577100,0.577233,194,30,13,1.43
115,0,0.577233,0.528562,0.577133,0.577233,0.577133,0.577233,194,30,13,1.52
116,0,0.577233,0.536428,0.577167,0.577233,0.577167,0.577233,202,30,13,1.36
117,0,0.577233,0.547758,0.577167,0.577233,0.577167,0.577233,206,30,13,1.47
118,0,0.577333,0.549355,0.577167,0.577333,0.577167,0.577333,225,33,14,1.42
119,0,0.577333,0.551444,0.577167,0.577333,0.577167,0.577333,238,33,14,1.47
120,0,0.577333,0.553823,0.577167,0.577333,0.577167,0.577333,254,33,14,1.40
121,0,0.577333,0.550625,0.577167,0.577333,0.577167,0.577333,250,33,14,1.37
122,0,0.581500,0.551870,0.577167,0.581500,0.577167,0.581500,259,35,14,1.52
123,0,0.581500,0.553747,0.577167,0.581500,0.577167,0.581500,242,35,14,1.56
124,0,0.581500,0.550230,0.577167,0.581500,0.577167,0.581500,239,35,14,1.51
125,0,0.581933,0.553531,0.577167,0.581933,0.577167,0.581933,235,36,14,1.53
126,0,0.581933,0.552290,0.577167,0.581933,0.577167,0.581933,228,36,14,1.61
127,0,0.581933,0.550772,0.577167,0.581933,0.577167,0.581933,221,35,14,1.76
128,0,0.581933,0.553109,0.577233,0.581933,0.577233,0.581933,213,35,14,1.61
129,0,0.581967,0.551472,0.577233,0.581967,0.577233,0.581967,207,39,15,1.66
130,0,0.582267,0.553465,0.577300,0.582267,0.577300,0.582267,198,35,14,1.57
131,0,0.582267,0.553422,0.577333,0.582267,0.577333,0.582267,197,35,14,1.88
132,0,0.582267,0.551767,0.577333,0.582267,0.577333,0.582267,199,35,14,1.74
133,0,0.582267,0.552503,0.577333,0.582267,0.577333,0.582267,210,35,14,1.73
134,0,0.582267,0.553137,0.577333,0.582267,0.577333,0.582267,209,35,14,1.78
135,0,0.582267,0.551936,0.578600,0.582267,0.578600,0.582267,227,35,14,1.73
136,0,0.582300,0.556274,0.581500,0.582300,0.581500,0.582300,214,36,14,1.62
137,0,0.582300,0.556957,0.581833,0.582300,0.581833,0.582300,223,36,14,1.59
138,0,0.582300,0.554974,0.581867,0.582300,0.581867,0.582300,217,36,14,1.65
139,0,0.582300,0.557569,0.581900,0.582300,0.581900,0.582300,218,35,14,1.75
140,0,0.582300,0.559135,0.581900,0.582300,0.581900,0.582300,222,35,14,1.73
141,0,0.582300,0.558076,0.581933,0.582300,0.581933,0.582300,224,35,14,1.65
142,0,0.582300,0.555745,0.581933,0.582300,0.581933,0.582300,235,34,14,1.75
143,0,0.582533,0.555743,0.581933,0.582533,0.581933,0.582533,226,36,14,1.59
144,0,0.582533,0.559604,0.581933,0.582533,0.581933,0.582533,215,36,14,1.63
145,0,0.582533,0.559271,0.581967,0.582533,0.581967,0.582533,230,36,14,1.93
146,0,0.582533,0.561795,0.582233,0.582533,0.582233,0.582533,219,36,14,2.04
147,0,0.582533,0.560168,0.582233,0.582533,0.582233,0.582533,223,34,14,1.97
148,0,0.582533,0.560483,0.582233,0.582533,0.582233,0.582533,241,34,14,1.95
149,0,0.582533,0.558127,0.582233,0.582533,0.582233,0.582533,234,34,14,1.53
150,0,0.582533,0.558817,0.582267,0.582533,0.582267,0.582533,239,34,14,1.58
151,0,0.582533,0.558090,0.582267,0.582533,0.582267,0.582533,240,34,14,1.69
152,0,0.582533,0.559034,0.582267,0.582533,0.582267,0.582533,244,34,14,1.52
153,0,0.582567,0.557054,0.582300,0.582567,0.582300,0.582567,243,36,14,1.56
154,0,0.582633,0.557530,0.582300,0.582633,0.582300,0.582633,241,37,16,1.54
155,0,0.582633,0.556204,0.582467,0.582633,0.582467,0.582633,225,37,16,1.67
156,0,0.582667,0.560550,0.582500,0.582667,0.582500,0.582667,219,35,16,1.67
157,0,0.582667,0.559819,0.582500,0.582667,0.582500,0.582667,223,35,16,1.88
158,0,0.582667,0.559442,0.582533,0.582667,0.582533,0.582667,221,35,16,2.32
159,0,0.583267,0.558342,0.582533,0.583267,0.582533,0.583267,234,37,16,1.73
160,0,0.583267,0.557267,0.582533,0.583267,0.582533,0.583267,232,37,16,1.80
161,0,0.583400,0.557114,0.582533,0.583400,0.582533,0.583400,225,38,16,1.65
162,0,0.583433,0.556586,0.582533,0.583433,0.582533,0.583433,215,38,16,1.80
163,0,0.585000,0.560761,0.582533,0.585000,0.582533,0.585000,228,38,16,1.93
164,0,0.585000,0.559962,0.582533,0.585000,0.582533,0.585000,220,38,16,1.95
165,0,0.585000,0.557568,0.582533,0.585000,0.582533,0.585000,221,38,16,1.90
166,0,0.585000,0.559427,0.582533,0.585000,0.582533,0.585000,218,38,16,2.03
167,0,0.585000,0.555073,0.582533,0.585000,0.582533,0.585000,218,38,16,1.82
168,0,0.585000,0.557208,0.582567,0.585000,0.582567,0.585000,223,38,16,2.17
169,0,0.585000,0.554698,0.582567,0.585000,0.582567,0.585000,221,38,16,1.82
170,0,0.588400,0.558184,0.582567,0.588400,0.582567,0.588400,230,41,16,1.81
171,0,0.588400,0.555022,0.582567,0.588400,0.582567,0.588400,218,39,16,2.14
172,0,0.588400,0.557715,0.582567,0.588400,0.582567,0.588400,221,42,16,1.93
173,0,0.588433,0.555694,0.582633,0.588433,0.582633,0.588433,219,41,16,2.03
174,0,0.588433,0.554778,0.582767,0.588433,0.582767,0.588433,212,41,16,1.87
175,0,0.588433,0.556257,0.582767,0.588433,0.582767,0.588433,209,41,16,1.75
176,0,0.588433,0.552667,0.583000,0.588433,0.583000,0.588433,199,41,16,1.77
177,0,0.588500,0.553034,0.583333,0.588500,0.583333,0.588500,211,43,17,2.25
178,0,0.588500,0.549990,0.583433,0.588500,0.583433,0.588500,206,43,17,2.01
179,0,0.588500,0.549171,0.583433,0.588500,0.583433,0.588500,200,43,17,2.00
180,0,0.588500,0.553868,0.583600,0.588500,0.583600,0.588500,211,43,17,2.02
181,0,0.588500,0.549429,0.583633,0.588500,0.583633,0.588500,193,43,17,2.21
182,0,0.588500,0.555848,0.588100,0.588500,0.588100,0.588500,201,43,17,2.28
183,0,0.588500,0.556159,0.588400,0.588500,0.588400,0.588500,193,43,17,1.86
184,0,0.588667,0.552986,0.588400,0.588667,0.588400,0.588667,174,45,18,1.75
185,0,0.588667,0.554063,0.588400,0.588667,0.588400,0.588667,163,45,18,1.84
186,0,0.588667,0.555317,0.588433,0.588667,0.588433,0.588667,167,46,19,1.85
187,0,0.588667,0.552957,0.588433,0.588667,0.588433,0.588667,176,45,18,1.95
188,0,0.588667,0.548813,0.588433,0.588667,0.588433,0.588667,189,44,18,1.86
189,0,0.588667,0.551758,0.588433,0.588667,0.588433,0.588667,204,44,18,1.81
190,0,0.588667,0.549538,0.588500,0.588667,0.588500,0.588667,190,44,18,1.86
191,0,0.588667,0.550086,0.588500,0.588667,0.588500,0.588667,201,44,18,2.14
192,0,0.588667,0.555433,0.588500,0.588667,0.588500,0.588667,207,44,18,1.95
193,0,0.588667,0.559553,0.588500,0.588667,0.588500,0.588667,212,44,18,1.82
194,0,0.588700,0.555815,0.588500,0.588700,0.588500,0.588700,217,48,18,1.92
195,0,0.588700,0.559361,0.588500,0.588700,0.588500,0.588700,220,48,18,2.08
196,0,0.588700,0.556950,0.588500,0.588700,0.588500,0.588700,218,48,18,1.86
197,0,0.588700,0.559704,0.588500,0.588700,0.588500,0.588700,201,50,19,1.96
198,0,0.588700,0.551348,0.588500,0.588700,0.588500,0.588700,215,48,19,1.98
199,0,0.588733,0.549892,0.588567,0.588733,0.588567,0.588733,205,43,18,1.91
200,1,-2.544922,-6.331098,-6.326172,-2.544922,-6.326172,-2.544922,190,49,20,2.99
201,1,-3.164062,-6.594172,-6.601562,-3.164062,-6.601562,-2.544922,190,47,19,2.98
202,1,-1.429688,-3.613375,-3.453125,-1.429688,-3.453125,-1.429688,208,49,20,1.98
203,1,-2.298828,-5.860574,-5.998047,-2.298828,-5.998047,-1.429688,226,50,20,3.42
204,1,1.115234,-1.440816,-1.492188,1.115234,-1.492188,1.115234,233,56,22,2.00
205,1,-1.000000,-4.913389,-4.777344,-1.000000,-4.777344,1.115234,242,47,19,3.87
206,1,0.000000,-1.892809,-1.609375,0.000000,-1.609375,1.115234,242,51,20,0.90
207,1,-0.996094,-2.951742,-2.917969,-0.996094,-2.917969,1.115234,242,53,21,3.20
208,1,-1.570312,-4.078523,-3.943359,-1.570312,-3.943359,1.115234,240,48,21,3.42
209,1,-0.441406,-3.612943,-3.503906,-0.441406,-3.503906,1.115234,248,47,19,4.70
210,1,-1.300781,-3.175104,-3.158203,-1.300781,-3.158203,1.115234,262,50,19,2.30
211,1,-0.750000,-2.215855,-2.185547,-0.750000,-2.185547,1.115234,265,51,20,1.00
212,1,0.216797,-1.694260,-1.556641,0.216797,-1.556641,1.115234,267,53,21,2.11
213,1,-1.015625,-2.851240,-2.730469,-1.015625,-2.730469,1.115234,269,54,21,3.31
214,1,-1.179688,-3.499893,-3.316406,-1.179688,-3.316406,1.115234,266,50,19,2.23
215,1,0.755859,-1.641277,-1.566406,0.755859,-1.566406,1.115234,263,54,21,2.31
216,1,1.326172,-0.353953,-0.285156,1.326172,-0.285156,1.326172,268,54,21,1.95
217,1,-2.681641,-4.983410,-4.908203,-2.681641,-4.908203,1.326172,268,55,21,4.17
218,1,-0.675781,-2.684172,-2.599609,-0.675781,-2.599609,1.326172,262,56,24,3.32
219,1,2.279297,0.290213,0.492188,2.279297,0.492188,2.279297,274,55,20,2.40
220,1,1.289062,0.059959,0.236328,1.289062,0.236328,2.279297,280,50,21,2.19
221,1,1.158203,-0.896824,-0.875000,1.158203,-0.875000,2.279297,289,51,21,1.24
222,1,0.585938,-2.220061,-2.082031,0.585938,-2.082031,2.279297,277,53,21,3.30
223,1,-1.605469,-2.573775,-2.523438,-1.605469,-2.523438,2.279297,272,48,21,3.08
224,1,1.152344,-0.791883,-0.849609,1.152344,-0.849609,2.279297,279,53,21,2.20
225,1,0.824219,-1.247916,-1.175781,0.824219,-1.175781,2.279297,272,49,21,2.17
226,1,0.046875,-1.445814,-1.357422,0.046875,-1.357422,2.279297,275,53,23,3.31
227,1,0.533203,-0.494590,-0.416016,0.533203,-0.416016,2.279297,273,52,23,2.12
228,1,0.783203,-0.566422,-0.509766,0.783203,-0.509766,2.279297,265,52,21,0.90
229,1,1.050781,-0.084982,-0.027344,1.050781,-0.027344,2.279297,264,52,24,2.30
230,1,0.195312,-1.546424,-1.636719,0.195312,-1.636719,2.279297,256,57,23,3.48
231,1,0.318359,-0.784783,-0.710938,0.318359,-0.710938,2.279297,257,55,20,3.97
232,1,0.845703,-0.126043,0.142578,0.845703,0.142578,2.279297,252,53,21,2.36
233,1,-0.109375,-1.032580,-0.945312,-0.109375,-0.945312,2.279297,243,58,22,1.20
234,1,0.941406,-1.179422,-0.841797,0.941406,-0.841797,2.279297,236,49,21,4.52
235,1,0.123047,-1.008271,-0.566406,0.123047,-0.566406,2.279297,221,57,22,2.41
236,1,-0.205078,-1.947254,-1.796875,-0.205078,-1.796875,2.279297,228,59,24,2.95
237,1,2.162109,-0.115844,0.031250,2.162109,0.031250,2.279297,225,55,23,3.04
238,1,-1.199219,-2.655939,-2.554688,-1.199219,-2.554688,2.279297,228,58,24,3.28
239,1,1.539062,0.883549,1.386719,1.539062,1.386719,2.279297,229,55,21,0.86
240,1,1.398438,0.531021,0.931641,1.398438,0.931641,2.279297,230,60,24,2.04
241,1,2.394531,1.657252,1.894531,2.394531,1.894531,2.394531,230,54,23,2.97
242,1,-1.386719,-2.909400,-2.636719,-1.386719,-2.636719,2.394531,241,57,26,2.03
243,1,0.595703,-0.342920,-0.099609,0.595703,-0.099609,2.394531,232,57,25,2.05
244,1,1.142578,0.426254,0.871094,1.142578,0.871094,2.394531,225,60,24,1.06
245,1,0.562500,-0.684982,-0.623047,0.562500,-0.623047,2.394531,229,57,26,2.06
246,1,0.023438,-0.723232,-0.488281,0.023438,-0.488281,2.394531,247,56,23,2.12
247,1,-0.070312,-1.456322,-1.242188,-0.070312,-1.242188,2.394531,250,56,22,2.35
248,1,-0.888672,-1.922605,-1.583984,-0.888672,-1.583984,2.394531,244,57,22,2.21
249,1,0.791016,-0.673258,-0.386719,0.791016,-0.386719,2.394531,243,57,26,3.12
250,1,-1.466797,-2.590623,-2.263672,-1.466797,-2.263672,2.394531,242,52,23,2.57
251,1,-0.640625,-2.266924,-2.019531,-0.640625,-2.019531,2.394531,250,52,20,3.86
252,1,0.525391,0.077686,0.400391,0.525391,0.400391,2.394531,260,57,23,0.90
253,1,-0.441406,-1.896650,-1.710938,-0.441406,-1.710938,2.394531,260,59,25,3.16
254,1,1.644531,0.231279,0.525391,1.644531,0.525391,2.394531,266,56,22,2.04
255,1,1.464844,0.032482,0.189453,1.464844,0.189453,2.394531,253,61,24,3.34
256,1,0.689453,0.126121,0.480469,0.689453,0.480469,2.394531,253,53,22,1.90
257,1,1.312500,0.109393,0.384766,1.312500,0.384766,2.394531,263,55,21,3.44
258,1,-1.410156,-1.856623,-1.681641,-1.410156,-1.681641,2.394531,261,60,24,4.50
259,1,-0.662109,-1.333469,-1.095703,-0.662109,-1.095703,2.394531,268,57,23,3.98
260,1,-1.050781,-2.316656,-2.107422,-1.050781,-2.107422,2.394531,270,57,26,3.15
261,1,-1.476562,-2.795350,-2.669922,-1.476562,-2.669922,2.394531,281,53,21,3.54
262,1,0.875000,-0.226629,-0.148438,0.875000,-0.148438,2.394531,276,52,25,2.47
263,1,0.369141,-1.777221,-1.632812,0.369141,-1.632812,2.394531,275,55,22,4.19
264,1,-0.306641,-2.751525,-2.583984,-0.306641,-2.583984,2.394531,273,56,23,4.34
265,1,-0.863281,-1.494059,-1.052734,-0.863281,-1.052734,2.394531,280,62,24,2.14
266,1,0.011719,-0.598223,-0.498047,0.011719,-0.498047,2.394531,277,53,22,2.41
267,1,0.355469,-0.900080,-0.699219,0.355469,-0.699219,2.394531,277,56,24,2.43
268,1,-0.423828,-1.086822,-0.906250,-0.423828,-0.906250,2.394531,276,58,25,2.36
269,1,1.337891,0.431207,0.593750,1.337891,0.593750,2.394531,277,56,22,2.73
270,1,0.560547,0.177412,0.421875,0.560547,0.421875,2.394531,289,59,26,1.10
271,1,-1.482422,-2.598205,-2.445312,-1.482422,-2.445312,2.394531,281,55,22,3.55
272,1,0.888672,0.471037,0.615234,0.888672,0.615234,2.394531,290,53,22,2.37
273,1,-2.884766,-4.899725,-4.910156,-2.884766,-4.910156,2.394531,289,63,24,4.65
274,1,-1.619141,-3.443947,-3.359375,-1.619141,-3.359375,2.394531,287,58,25,4.48
275,1,0.326172,-0.754037,-0.626953,0.326172,-0.626953,2.394531,285,53,22,3.11
276,1,1.257812,0.798359,1.033203,1.257812,1.033203,2.394531,290,63,24,1.03
277,1,0.787109,-0.530064,-0.390625,0.787109,-0.390625,2.394531,292,56,21,2.08
278,1,2.458984,1.891025,2.107422,2.458984,2.107422,2.458984,288,58,22,1.99
279,1,0.078125,-0.971781,-0.832031,0.078125,-0.832031,2.458984,279,54,23,2.40
280,1,0.640625,0.144363,0.400391,0.640625,0.400391,2.458984,277,62,24,3.60
281,1,0.046875,-1.077133,-0.974609,0.046875,-0.974609,2.458984,279,60,24,2.14
282,1,-0.599609,-1.872254,-1.691406,-0.599609,-1.691406,2.458984,259,59,25,3.46
283,1,0.664062,0.246234,0.460938,0.664062,0.460938,2.458984,252,60,26,1.00
284,1,0.324219,-0.228543,0.058594,0.324219,0.058594,2.458984,257,52,22,1.54
285,1,-0.257812,-2.015406,-2.031250,-0.257812,-2.031250,2.458984,249,55,22,2.91
286,1,-1.212891,-2.515123,-2.302734,-1.212891,-2.302734,2.458984,242,58,26,3.21
287,1,0.574219,0.087055,0.394531,0.574219,0.394531,2.458984,242,54,22,1.30
288,1,-1.173828,-3.201682,-3.089844,-1.173828,-3.089844,2.458984,247,53,22,4.23
289,1,-3.308594,-4.607977,-4.394531,-3.308594,-4.394531,2.458984,241,52,21,3.38
290,1,0.818359,-0.696152,-0.904297,0.818359,-0.904297,2.458984,248,60,24,4.20
291,1,-0.537109,-2.213869,-2.068359,-0.537109,-2.068359,2.458984,251,54,23,3.69
292,1,1.048828,0.104201,0.417969,1.048828,0.417969,2.458984,265,57,23,1.25
293,1,-1.097656,-2.435563,-2.263672,-1.097656,-2.263672,2.458984,264,53,24,3.37
294,1,0.804688,-0.195494,0.134766,0.804688,0.134766,2.458984,260,55,24,2.02
295,1,1.824219,0.900750,1.222656,1.824219,1.222656,2.458984,244,56,24,2.19
296,1,1.722656,1.249887,1.548828,1.722656,1.548828,2.458984,249,55,23,1.10
297,1,-1.335938,-2.692910,-2.431641,-1.335938,-2.431641,2.458984,253,55,21,1.95
298,1,-1.751953,-3.191004,-2.966797,-1.751953,-2.966797,2.458984,241,58,23,2.10
299,1,1.740234,0.931984,1.175781,1.740234,1.175781,2.458984,247,58,25,2.02
300,1,-0.943359,-2.318477,-2.185547,-0.943359,-2.185547,2.458984,247,57,24,2.97
301,1,2.216797,1.156566,1.453125,2.216797,1.453125,2.458984,238,55,21,2.18
302,1,1.398438,0.615615,1.074219,1.398438,1.074219,2.458984,241,58,22,1.02
303,1,-0.058594,-0.962678,-0.740234,-0.058594,-0.740234,2.458984,242,58,25,3.15
304,1,1.623047,1.057525,1.498047,1.623047,1.498047,2.458984,235,57,24,0.97
305,1,1.433594,0.343387,0.808594,1.433594,0.808594,2.458984,243,57,25,0.90
306,1,0.759766,-0.546822,-0.316406,0.759766,-0.316406,2.458984,240,51,23,3.08
307,1,-0.203125,-1.051998,-0.554688,-0.203125,-0.554688,2.458984,236,58,26,1.98
