generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,elapsed_sec
1028,1,0.029297,-0.782814,-0.306641,0.029297,-0.306641,3.902344,278,56,31,3.16
1029,1,2.109375,0.883219,1.289062,2.109375,1.289062,3.902344,278,55,33,1.98
1030,1,1.339844,0.604520,0.951172,1.339844,0.951172,3.902344,289,52,30,3.05
1031,1,1.341797,0.711490,1.101562,1.341797,1.101562,3.902344,283,55,33,1.02
1032,1,0.039062,-0.550561,-0.105469,0.039062,-0.105469,3.902344,289,58,32,2.02
1033,1,1.640625,0.843150,1.259766,1.640625,1.259766,3.902344,294,55,33,1.15
1034,1,1.806641,0.906338,0.949219,1.806641,0.949219,3.902344,291,54,30,1.97
1035,1,-0.683594,-1.228168,-0.939453,-0.683594,-0.939453,3.902344,295,52,31,2.00
1036,1,3.580078,2.892346,3.335938,3.580078,3.335938,3.902344,301,55,33,0.94
1037,1,1.037109,0.360193,0.876953,1.037109,0.876953,3.902344,302,56,32,2.00
1038,1,2.050781,1.467920,1.890625,2.050781,1.890625,3.902344,303,63,33,1.01
1039,1,1.552734,1.056328,1.375000,1.552734,1.375000,3.902344,302,53,31,0.98
1040,1,2.416016,1.810459,2.109375,2.416016,2.109375,3.902344,302,55,32,2.00
1041,1,-0.837891,-2.109297,-1.771484,-0.837891,-1.771484,3.902344,302,50,30,3.20
1042,1,0.126953,-0.410924,-0.195312,0.126953,-0.195312,3.902344,298,63,33,1.90
1043,1,2.658203,1.877684,2.033203,2.658203,2.033203,3.902344,293,50,30,2.15
1044,1,2.312500,1.739004,2.005859,2.312500,2.005859,3.902344,296,52,32,1.91
1045,1,2.775391,2.149473,2.439453,2.775391,2.439453,3.902344,288,50,30,1.95
1046,1,0.919922,0.294693,0.763672,0.919922,0.763672,3.902344,289,53,31,1.99
1047,1,2.251953,1.451764,1.488281,2.251953,1.488281,3.902344,288,50,30,2.10
1048,1,2.058594,1.633736,1.986328,2.058594,1.986328,3.902344,289,52,30,0.93
1049,1,2.683594,2.172779,2.587891,2.683594,2.587891,3.902344,293,63,33,0.99
1050,1,0.134766,-0.518717,-0.373047,0.134766,-0.373047,3.902344,294,49,30,1.88
1051,1,-0.109375,-0.681342,-0.294922,-0.109375,-0.294922,3.902344,284,54,31,1.97
1052,1,0.806641,-0.070707,0.148438,0.806641,0.148438,3.902344,278,56,30,1.96
1053,1,1.751953,1.129053,1.544922,1.751953,1.544922,3.902344,273,49,29,2.06
1054,1,2.224609,1.697389,2.113281,2.224609,2.113281,3.902344,281,63,33,2.05
1055,1,2.316406,1.803521,2.208984,2.316406,2.208984,3.902344,279,56,31,0.85
1056,1,0.900391,0.040248,0.105469,0.900391,0.105469,3.902344,277,50,30,3.02
1057,1,-1.511719,-1.979773,-1.644531,-1.511719,-1.644531,3.902344,282,50,30,2.12
1058,1,-1.414062,-2.081734,-1.789062,-1.414062,-1.789062,3.902344,277,56,30,2.94
1059,1,2.152344,1.631609,1.945312,2.152344,1.945312,3.902344,272,53,30,1.97
1060,1,-2.505859,-3.246301,-2.818359,-2.505859,-2.818359,3.902344,279,63,33,3.10
1061,1,0.894531,0.148875,0.462891,0.894531,0.462891,3.902344,275,51,30,2.04
1062,1,1.050781,0.564652,0.828125,1.050781,0.828125,3.902344,269,55,31,1.91
1063,1,-2.390625,-4.375215,-4.031250,-2.390625,-4.031250,3.902344,276,50,29,3.04
1064,1,-0.560547,-1.881598,-1.548828,-0.560547,-1.548828,3.902344,273,51,30,2.01
1065,1,1.546875,0.994365,1.369141,1.546875,1.369141,3.902344,269,51,29,1.92
1066,1,0.482422,-0.825098,-0.500000,0.482422,-0.500000,3.902344,282,52,30,1.94
1067,1,2.726562,2.086889,2.582031,2.726562,2.582031,3.902344,272,55,30,0.97
1068,1,1.455078,0.834432,1.283203,1.455078,1.283203,3.902344,278,47,29,0.99
1069,1,0.181641,-0.537953,-0.189453,0.181641,-0.189453,3.902344,289,51,30,1.98
1070,1,1.130859,0.289996,0.652344,1.130859,0.652344,3.902344,296,52,32,2.83
1071,1,0.794922,-0.804898,-0.445312,0.794922,-0.445312,3.902344,296,52,31,2.00
1072,1,2.154297,1.649273,2.042969,2.154297,2.042969,3.902344,295,47,29,0.99
1073,1,2.333984,1.792180,2.132812,2.333984,2.132812,3.902344,297,63,33,0.97
1074,1,2.455078,1.780506,2.246094,2.455078,2.246094,3.902344,286,63,33,0.93
1075,1,0.152344,-0.370889,-0.041016,0.152344,-0.041016,3.902344,289,48,29,3.15
1076,1,1.197266,0.619648,1.025391,1.197266,1.025391,3.902344,279,63,33,0.99
1077,1,1.867188,0.547229,1.669922,1.867188,1.669922,3.902344,121,48,30,0.94
1078,1,1.089844,0.018541,0.976562,1.089844,0.976562,3.902344,173,54,31,0.99
1079,1,1.138672,0.222301,0.958984,1.138672,0.958984,3.902344,180,52,32,0.97
1080,1,-0.302734,-1.580273,-0.857422,-0.302734,-0.857422,3.902344,183,52,31,2.86
1081,1,1.996094,0.967107,1.888672,1.996094,1.888672,3.902344,200,52,30,0.98
1082,1,0.503906,-0.594273,0.080078,0.503906,0.080078,3.902344,204,47,29,2.00
1083,1,-0.474609,-1.399594,-0.902344,-0.474609,-0.902344,3.902344,226,50,32,1.92
1084,1,1.041016,0.252188,0.898438,1.041016,0.898438,3.902344,225,52,30,0.98
1085,1,1.818359,0.966551,1.638672,1.818359,1.638672,3.902344,226,51,32,1.05
1086,1,1.976562,1.097236,1.906250,1.976562,1.906250,3.902344,233,53,30,1.10
1087,1,-0.183594,-1.490143,-0.949219,-0.183594,-0.949219,3.902344,229,50,29,3.00
1088,1,1.207031,0.392580,1.099609,1.207031,1.099609,3.902344,230,54,30,1.01
1089,1,2.160156,1.092227,1.777344,2.160156,1.777344,3.902344,223,49,31,2.51
1090,1,2.562500,1.669424,2.376953,2.562500,2.376953,3.902344,215,49,31,0.87
1091,1,1.937500,1.008844,1.689453,1.937500,1.689453,3.902344,220,50,30,0.98
1092,1,1.378906,0.218594,0.791016,1.378906,0.791016,3.902344,233,53,31,3.30
1093,1,1.601562,0.713965,1.302734,1.601562,1.302734,3.902344,239,51,31,1.03
1094,1,3.056641,2.081711,2.544922,3.056641,2.544922,3.902344,242,51,31,2.59
1095,1,0.494141,-0.763486,0.001953,0.494141,0.001953,3.902344,242,51,31,2.28
1096,1,1.587891,0.360537,0.720703,1.587891,0.720703,3.902344,254,52,31,2.04
1097,1,2.513672,1.533025,2.162109,2.513672,2.162109,3.902344,256,53,33,1.06
1098,1,2.302734,1.553891,2.234375,2.302734,2.234375,3.902344,256,49,31,1.07
1099,1,2.480469,1.687410,2.376953,2.480469,2.376953,3.902344,249,54,31,1.07
1100,1,1.326172,0.046584,0.619141,1.326172,0.619141,3.902344,266,52,31,2.22
1101,1,1.492188,0.060898,0.382812,1.492188,0.382812,3.902344,268,56,33,3.25
1102,1,-0.222656,-0.967674,-0.515625,-0.222656,-0.515625,3.902344,267,51,32,3.29
1103,1,2.068359,1.263066,1.835938,2.068359,1.835938,3.902344,274,49,31,1.04
1104,1,2.677734,1.221656,1.648438,2.677734,1.648438,3.902344,276,52,31,3.46
1105,1,0.203125,-0.572064,0.042969,0.203125,0.042969,3.902344,282,53,29,2.02
1106,1,-0.339844,-1.399977,-0.935547,-0.339844,-0.935547,3.902344,284,52,31,3.29
1107,1,2.570312,1.831006,2.123047,2.570312,2.123047,3.902344,283,52,31,1.98
1108,1,1.048828,0.303436,0.755859,1.048828,0.755859,3.902344,275,52,29,2.32
1109,1,1.710938,0.981684,1.273438,1.710938,1.273438,3.902344,277,52,31,1.96
1110,1,1.146484,-0.907152,-0.468750,1.146484,-0.468750,3.902344,271,52,31,3.05
1111,1,0.716797,0.029900,0.443359,0.716797,0.443359,3.902344,271,56,33,2.06
1112,1,-0.447266,-1.416910,-0.978516,-0.447266,-0.978516,3.902344,271,52,31,2.34
1113,1,1.351562,0.395242,1.011719,1.351562,1.011719,3.902344,272,56,32,1.11
1114,1,1.865234,0.605010,1.001953,1.865234,1.001953,3.902344,280,52,31,3.86
1115,1,1.228516,0.570801,0.960938,1.228516,0.960938,3.902344,270,54,34,2.67
1116,1,1.929688,1.325316,1.787109,1.929688,1.787109,3.902344,280,54,31,2.31
1117,1,0.001953,-0.951912,-0.527344,0.001953,-0.527344,3.902344,278,52,31,2.18
1118,1,1.621094,0.918695,1.222656,1.621094,1.222656,3.902344,287,55,34,2.11
1119,1,0.816406,-0.558766,-0.220703,0.816406,-0.220703,3.902344,287,53,30,2.14
1120,1,1.908203,1.333816,1.683594,1.908203,1.683594,3.902344,293,53,31,1.00
1121,1,0.953125,0.367107,0.541016,0.953125,0.541016,3.902344,302,62,39,3.26
1122,1,-0.757812,-1.549170,-1.312500,-0.757812,-1.312500,3.902344,299,56,33,2.19
1123,1,0.312500,-0.496936,-0.242188,0.312500,-0.242188,3.902344,304,56,33,3.38
1124,1,1.919922,1.336393,1.662109,1.919922,1.662109,3.902344,304,61,38,1.26
1125,1,3.005859,2.268822,2.601562,3.005859,2.601562,3.902344,311,56,33,1.14
1126,1,1.574219,1.045953,1.326172,1.574219,1.326172,3.902344,309,53,32,1.23
1127,1,2.318359,1.741127,2.056641,2.318359,2.056641,3.902344,307,64,34,1.16
1128,1,2.130859,1.483258,1.833984,2.130859,1.833984,3.902344,308,63,35,1.05
1129,1,2.527344,2.046139,2.339844,2.527344,2.339844,3.902344,303,52,32,1.00
1130,1,-1.109375,-2.144709,-1.890625,-1.109375,-1.890625,3.902344,311,52,31,3.37
1131,1,0.201172,-0.855826,-0.537109,0.201172,-0.537109,3.902344,307,56,34,2.23
1132,1,2.494141,2.016072,2.355469,2.494141,2.355469,3.902344,304,64,34,2.26
1133,1,0.205078,-0.308840,-0.052734,0.205078,-0.052734,3.902344,304,56,34,2.23
1134,1,2.160156,1.596869,1.925781,2.160156,1.925781,3.902344,305,55,33,2.11
1135,1,2.755859,1.576590,2.457031,2.755859,2.457031,3.902344,168,52,31,2.18
1136,1,1.271484,0.390029,1.033203,1.271484,1.033203,3.902344,204,63,33,1.10
1137,1,2.835938,2.048107,2.718750,2.835938,2.718750,3.902344,231,60,39,1.07
1138,1,3.515625,2.419410,2.894531,3.515625,2.894531,3.902344,241,52,31,2.28
1139,1,0.687500,-0.412279,0.261719,0.687500,0.261719,3.902344,241,52,31,2.24
1140,1,1.978516,1.156529,1.554688,1.978516,1.554688,3.902344,234,68,38,1.99
1141,1,1.281250,0.452201,0.878906,1.281250,0.878906,3.902344,233,52,31,2.97
1142,1,1.556641,-0.527764,-0.082031,1.556641,-0.082031,3.902344,248,68,38,3.02
1143,1,1.582031,0.772115,1.279297,1.582031,1.279297,3.902344,238,64,41,0.99
1144,1,3.515625,2.490215,2.949219,3.515625,2.949219,3.902344,264,52,31,2.17
1145,1,2.025391,1.334094,1.859375,2.025391,1.859375,3.902344,262,72,40,1.15
1146,1,2.105469,1.383045,1.947266,2.105469,1.947266,3.902344,271,64,41,1.02
1147,1,-0.525391,-1.670551,-1.201172,-0.525391,-1.201172,3.902344,272,52,31,2.10
1148,1,0.255859,-0.579410,-0.099609,0.255859,-0.099609,3.902344,270,53,33,3.09
1149,1,2.958984,2.239658,2.681641,2.958984,2.681641,3.902344,284,53,31,2.38
1150,1,0.312500,-0.358781,0.115234,0.312500,0.115234,3.902344,286,62,36,2.05
1151,1,1.570312,0.636660,1.007812,1.570312,1.007812,3.902344,280,64,38,2.11
1152,1,1.978516,1.497424,1.859375,1.978516,1.859375,3.902344,285,63,33,1.02
1153,1,1.890625,1.334027,1.779297,1.890625,1.779297,3.902344,284,54,34,1.17
1154,1,2.830078,2.173547,2.640625,2.830078,2.640625,3.902344,284,54,31,2.26
1155,1,-0.519531,-1.281875,-0.849609,-0.519531,-0.849609,3.902344,291,53,33,2.15
1156,1,2.220703,1.313172,1.642578,2.220703,1.642578,3.902344,286,53,33,3.29
1157,1,0.611328,-1.553494,-1.169922,0.611328,-1.169922,3.902344,283,51,31,3.16
1158,1,-0.441406,-1.311965,-0.935547,-0.441406,-0.935547,3.902344,286,51,30,2.86
1159,1,1.968750,1.356709,1.757812,1.968750,1.757812,3.902344,289,72,40,1.02
1160,1,2.386719,1.667148,2.009766,2.386719,2.009766,3.902344,296,64,42,2.32
1161,1,2.255859,1.805473,2.111328,2.255859,2.111328,3.902344,292,65,34,1.05
1162,1,1.681641,1.104178,1.349609,1.681641,1.349609,3.902344,299,64,35,2.13
1163,1,3.232422,2.699273,3.035156,3.232422,3.035156,3.902344,301,58,36,1.07
1164,1,1.990234,1.524797,1.875000,1.990234,1.875000,3.902344,305,52,30,1.09
1165,1,1.552734,1.089498,1.365234,1.552734,1.365234,3.902344,305,72,40,2.21
1166,1,2.615234,2.119611,2.455078,2.615234,2.455078,3.902344,306,51,30,1.07
1167,1,1.525391,0.970928,1.263672,1.525391,1.263672,3.902344,315,72,40,1.03
1168,1,1.888672,1.317416,1.656250,1.888672,1.656250,3.902344,308,72,40,1.02
1169,1,-0.400391,-0.994297,-0.708984,-0.400391,-0.708984,3.902344,319,65,36,2.04
1170,1,2.343750,1.794312,2.142578,2.343750,2.142578,3.902344,310,64,33,1.18
1171,1,2.617188,2.212801,2.447266,2.617188,2.447266,3.902344,312,62,34,0.94
1172,1,2.414062,1.975563,2.210938,2.414062,2.210938,3.902344,313,73,39,2.13
1173,1,-0.490234,-0.898180,-0.646484,-0.490234,-0.646484,3.902344,312,55,32,2.94
1174,1,2.429688,1.999090,2.212891,2.429688,2.212891,3.902344,313,57,32,1.16
1175,1,1.169922,0.624002,0.824219,1.169922,0.824219,3.902344,309,73,41,3.09
1176,1,2.101562,1.648469,1.867188,2.101562,1.867188,3.902344,311,62,37,1.04
1177,1,2.105469,1.619506,1.960938,2.105469,1.960938,3.902344,310,54,31,1.15
1178,1,0.076172,-0.392021,-0.300781,0.076172,-0.300781,3.902344,306,48,30,2.14
1179,1,0.410156,-0.552098,-0.119141,0.410156,-0.119141,3.902344,276,52,32,3.38
1180,1,2.583984,1.929568,2.480469,2.583984,2.480469,3.902344,281,60,34,1.08
1181,1,2.212891,1.657936,2.013672,2.212891,2.013672,3.902344,293,70,37,2.12
1182,1,2.128906,1.625994,2.023438,2.128906,2.023438,3.902344,292,54,30,0.97
1183,1,-1.955078,-2.569162,-2.132812,-1.955078,-2.132812,3.902344,294,69,39,3.08
1184,1,2.322266,1.666740,2.017578,2.322266,2.017578,3.902344,278,55,31,2.53
1185,1,-0.605469,-2.036146,-1.765625,-0.605469,-1.765625,3.902344,262,52,32,3.22
1186,1,0.960938,0.405020,0.828125,0.960938,0.828125,3.902344,275,51,30,2.36
1187,1,2.074219,0.967215,1.257812,2.074219,1.257812,3.902344,276,59,31,2.26
1188,1,-0.708984,-1.934252,-1.765625,-0.708984,-1.765625,3.902344,276,60,31,3.28
1189,1,2.773438,2.047270,2.435547,2.773438,2.435547,3.902344,286,57,33,2.29
1190,1,2.441406,1.850994,2.248047,2.441406,2.248047,3.902344,281,51,31,2.09
1191,1,2.148438,1.473961,1.789062,2.148438,1.789062,3.902344,286,58,32,2.10
1192,1,1.869141,1.353063,1.736328,1.869141,1.736328,3.902344,283,57,33,1.12
1193,1,1.562500,1.167342,1.402344,1.562500,1.402344,3.902344,286,53,31,2.33
1194,1,-0.537109,-1.332508,-1.185547,-0.537109,-1.185547,3.902344,284,53,33,3.32
1195,1,0.447266,-0.533102,-0.228516,0.447266,-0.228516,3.902344,281,60,31,2.42
1196,1,1.656250,1.057500,1.455078,1.656250,1.455078,3.902344,285,58,32,0.92
1197,1,2.238281,1.759152,2.117188,2.238281,2.117188,3.902344,278,53,33,1.08
1198,1,-1.193359,-2.163299,-1.835938,-1.193359,-1.835938,3.902344,285,59,31,2.30
1199,1,1.687500,1.014453,1.332031,1.687500,1.332031,3.902344,289,58,31,2.21
