generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,oracle_tax,elapsed_sec
553,1,0.007812,-0.021980,-0.021484,0.007812,-0.021484,0.125000,236,62,32,-3.00,17.96
554,1,0.072266,0.025359,0.025391,0.072266,0.025391,0.125000,241,60,30,-3.00,7.68
555,1,0.035156,0.008262,0.011719,0.035156,0.011719,0.125000,247,60,30,-3.00,12.14
556,1,-0.015625,-0.054709,-0.056641,-0.015625,-0.056641,0.125000,244,59,31,-3.00,12.42
557,1,0.048828,0.014227,0.017578,0.048828,0.017578,0.125000,246,61,29,-3.00,12.70
558,1,0.074219,0.023588,0.027344,0.074219,0.027344,0.125000,254,59,30,-3.00,12.32
559,1,0.046875,0.009301,0.011719,0.046875,0.011719,0.125000,265,61,30,-3.00,16.60
560,1,0.015625,-0.009652,-0.007812,0.015625,-0.007812,0.125000,271,66,32,-3.00,17.00
561,1,-0.007812,-0.040434,-0.039062,-0.007812,-0.039062,0.125000,274,66,32,-3.00,7.48
562,1,0.046875,0.018512,0.021484,0.046875,0.021484,0.125000,272,62,30,-3.00,12.98
563,1,0.072266,0.022760,0.021484,0.072266,0.021484,0.125000,276,60,32,-3.00,13.56
564,1,0.031250,0.002879,0.001953,0.031250,0.001953,0.125000,282,60,32,-3.00,2.64
565,1,0.041016,-0.004873,-0.005859,0.041016,-0.005859,0.125000,281,63,32,-3.00,17.06
566,1,0.015625,-0.028506,-0.027344,0.015625,-0.027344,0.125000,280,60,30,-3.00,12.50
567,1,0.097656,0.054256,0.054688,0.097656,0.054688,0.125000,272,60,30,-3.00,7.31
568,1,-0.029297,-0.052582,-0.050781,-0.029297,-0.050781,0.125000,267,61,31,-3.00,12.53
569,1,0.087891,0.063330,0.064453,0.087891,0.064453,0.125000,269,59,31,-3.00,7.31
570,1,0.044922,0.007219,0.007812,0.044922,0.007812,0.125000,261,60,30,-3.00,12.02
571,1,0.041016,-0.004881,-0.003906,0.041016,-0.003906,0.125000,269,61,30,-3.00,17.31
572,1,0.003906,-0.028254,-0.033203,0.003906,-0.033203,0.125000,250,61,32,-3.00,7.68
573,1,0.095703,0.071967,0.074219,0.095703,0.074219,0.125000,265,60,30,-3.00,8.05
574,1,0.041016,0.004006,-0.001953,0.041016,-0.001953,0.125000,252,61,30,-3.00,7.40
575,1,0.029297,-0.003121,-0.001953,0.029297,-0.001953,0.125000,248,63,30,-3.00,7.52
576,1,0.048828,0.025740,0.025391,0.048828,0.025391,0.125000,244,67,32,-3.00,7.27
577,1,-0.001953,-0.020600,-0.021484,-0.001953,-0.021484,0.125000,256,62,31,-3.00,7.70
578,1,0.056641,0.016252,0.009766,0.056641,0.009766,0.125000,253,60,31,-3.00,2.62
579,1,0.072266,0.052789,0.056641,0.072266,0.056641,0.125000,256,62,31,-3.00,2.62
580,1,0.087891,0.058771,0.062500,0.087891,0.062500,0.125000,246,60,30,-3.00,7.49
581,1,0.044922,0.017904,0.021484,0.044922,0.021484,0.125000,240,61,31,-3.00,7.84
582,1,0.072266,0.045437,0.046875,0.072266,0.046875,0.125000,246,59,30,-3.00,2.62
583,1,0.005859,-0.027463,-0.023438,0.005859,-0.023438,0.125000,248,59,31,-3.00,17.67
584,1,-0.033203,-0.050021,-0.048828,-0.033203,-0.048828,0.125000,255,63,31,-3.00,8.08
585,1,0.027344,0.003412,0.001953,0.027344,0.001953,0.125000,258,55,30,-3.00,2.63
586,1,0.031250,0.004555,0.005859,0.031250,0.005859,0.125000,251,61,31,-3.00,7.80
587,1,0.009766,-0.026697,-0.023438,0.009766,-0.023438,0.125000,247,60,30,-3.00,12.09
588,1,0.074219,0.046373,0.054688,0.074219,0.054688,0.125000,238,59,31,-3.00,7.38
589,1,0.062500,0.037133,0.041016,0.062500,0.041016,0.125000,239,59,30,-3.00,8.03
590,1,0.044922,0.030137,0.029297,0.044922,0.029297,0.125000,241,62,31,-3.00,2.51
591,1,0.039062,0.006768,0.001953,0.039062,0.001953,0.125000,247,61,31,-3.00,12.50
592,1,0.035156,-0.002432,-0.001953,0.035156,-0.001953,0.125000,256,60,31,-3.00,12.22
593,1,0.011719,-0.023295,-0.019531,0.011719,-0.019531,0.125000,231,64,33,-3.00,7.54
594,1,0.001953,-0.027250,-0.029297,0.001953,-0.029297,0.125000,236,58,29,-3.00,12.65
595,1,-0.007812,-0.046029,-0.042969,-0.007812,-0.042969,0.125000,247,64,33,-3.00,7.07
596,1,-0.009766,-0.044443,-0.044922,-0.009766,-0.044922,0.125000,241,56,30,-3.00,7.51
597,1,-0.033203,-0.079385,-0.083984,-0.033203,-0.083984,0.125000,240,61,31,-3.00,16.61
598,1,0.048828,0.026469,0.031250,0.048828,0.031250,0.125000,234,60,29,-3.00,7.60
599,1,0.009766,-0.012830,-0.005859,0.009766,-0.005859,0.125000,238,59,30,-3.00,7.92
600,1,-0.025391,-0.063842,-0.056641,-0.025391,-0.056641,0.125000,244,64,33,-3.00,7.98
601,1,0.048828,0.004285,0.001953,0.048828,0.001953,0.125000,244,61,31,-3.00,12.65
602,1,0.001953,-0.027988,-0.029297,0.001953,-0.029297,0.125000,254,61,32,-3.00,7.14
603,1,0.037109,-0.002496,0.000000,0.037109,0.000000,0.125000,249,63,33,-3.00,12.43
604,1,0.080078,0.043988,0.044922,0.080078,0.044922,0.125000,250,56,31,-3.00,2.59
605,1,-0.029297,-0.045529,-0.041016,-0.029297,-0.041016,0.125000,266,55,30,-3.00,12.54
606,1,0.037109,0.003537,0.001953,0.037109,0.001953,0.125000,259,61,33,-3.00,12.26
607,1,0.058594,0.017354,0.017578,0.058594,0.017578,0.125000,257,60,33,-3.00,12.18
608,1,0.003906,-0.024160,-0.023438,0.003906,-0.023438,0.125000,258,62,31,-3.00,12.59
609,1,0.044922,0.023578,0.027344,0.044922,0.027344,0.125000,280,57,30,-3.00,2.60
610,1,0.042969,0.008824,0.011719,0.042969,0.011719,0.125000,292,59,30,-3.00,13.26
611,1,0.066406,0.041084,0.041016,0.066406,0.041016,0.125000,290,59,32,-3.00,7.28
612,1,0.072266,0.033943,0.033203,0.072266,0.033203,0.125000,279,61,31,-3.00,12.52
613,1,0.046875,0.026248,0.031250,0.046875,0.031250,0.125000,286,62,31,-3.00,7.33
614,1,-0.011719,-0.059480,-0.054688,-0.011719,-0.054688,0.125000,252,56,30,-3.00,7.80
615,1,0.042969,0.005303,0.005859,0.042969,0.005859,0.125000,260,55,30,-3.00,12.53
616,1,0.048828,0.024479,0.027344,0.048828,0.027344,0.125000,277,58,31,-3.00,2.60
617,1,0.076172,0.037357,0.041016,0.076172,0.041016,0.125000,275,62,31,-3.00,7.96
618,1,0.046875,0.014570,0.019531,0.046875,0.019531,0.125000,270,58,31,-3.00,12.02
619,1,0.001953,-0.027180,-0.019531,0.001953,-0.019531,0.125000,278,61,31,-3.00,17.09
620,1,0.076172,0.048117,0.048828,0.076172,0.048828,0.125000,282,58,32,-3.00,7.37
621,1,0.062500,0.044000,0.052734,0.062500,0.052734,0.125000,251,62,31,-3.00,12.95
622,1,0.070312,0.051605,0.058594,0.070312,0.058594,0.125000,267,58,29,-3.00,7.42
623,1,0.017578,-0.016797,-0.015625,0.017578,-0.015625,0.125000,279,62,31,-3.00,16.50
624,1,0.056641,0.018900,0.015625,0.056641,0.015625,0.125000,276,60,30,-3.00,11.84
625,1,-0.011719,-0.037426,-0.035156,-0.011719,-0.035156,0.125000,274,57,30,-3.00,7.49
626,1,-0.025391,-0.047230,-0.046875,-0.025391,-0.046875,0.125000,271,59,30,-3.00,7.20
627,1,0.007812,-0.021662,-0.019531,0.007812,-0.019531,0.125000,273,61,32,-3.00,11.57
628,1,0.074219,0.038707,0.037109,0.074219,0.037109,0.125000,263,58,31,-3.00,12.24
629,1,0.029297,0.011473,0.017578,0.029297,0.017578,0.125000,221,62,31,-3.00,2.57
630,1,0.056641,0.034463,0.033203,0.056641,0.033203,0.125000,234,57,31,-3.00,2.47
631,1,0.007812,-0.020064,-0.017578,0.007812,-0.017578,0.125000,235,66,35,-3.00,16.99
632,1,0.070312,0.025881,0.017578,0.070312,0.017578,0.125000,247,66,34,-3.00,11.73
633,1,0.058594,0.031803,0.033203,0.058594,0.033203,0.125000,241,59,32,-3.00,2.63
634,1,0.011719,-0.021693,-0.017578,0.011719,-0.017578,0.125000,244,57,31,-3.00,17.84
635,1,0.044922,0.024096,0.025391,0.044922,0.025391,0.125000,255,61,31,-3.00,7.15
636,1,0.031250,0.013684,0.015625,0.031250,0.015625,0.125000,247,55,30,-3.00,2.58
637,1,0.068359,0.038445,0.048828,0.068359,0.048828,0.125000,238,59,30,-3.00,12.57
638,1,-0.013672,-0.029461,-0.029297,-0.013672,-0.029297,0.125000,244,58,30,-3.00,7.45
639,1,0.083984,0.041102,0.033203,0.083984,0.033203,0.125000,245,61,31,-3.00,7.37
640,1,0.070312,0.046922,0.048828,0.070312,0.048828,0.125000,242,55,30,-3.00,7.56
641,1,0.052734,0.028443,0.033203,0.052734,0.033203,0.125000,257,59,32,-3.00,7.71
642,1,-0.011719,-0.045816,-0.054688,-0.011719,-0.054688,0.125000,251,61,31,-3.00,18.07
643,1,0.062500,0.031904,0.035156,0.062500,0.035156,0.125000,264,59,31,-3.00,2.57
644,1,0.048828,0.018299,0.019531,0.048828,0.019531,0.125000,265,57,30,-3.00,7.50
645,1,-0.011719,-0.048463,-0.048828,-0.011719,-0.048828,0.125000,260,57,29,-3.00,16.60
646,1,0.003906,-0.031467,-0.029297,0.003906,-0.029297,0.125000,254,55,30,-3.00,11.98
647,1,0.072266,0.045637,0.050781,0.072266,0.050781,0.125000,248,61,31,-3.00,7.32
648,1,0.033203,-0.001969,-0.007812,0.033203,-0.007812,0.125000,254,56,31,-3.00,11.63
649,1,0.074219,0.036342,0.037109,0.074219,0.037109,0.125000,264,59,33,-3.00,7.59
650,1,0.082031,0.048982,0.052734,0.082031,0.052734,0.125000,256,61,31,-3.00,7.07
651,1,0.042969,0.012359,0.013672,0.042969,0.013672,0.125000,252,57,31,-3.00,7.43
652,1,0.052734,0.029063,0.029297,0.052734,0.029297,0.125000,264,62,31,-3.00,7.88
653,1,0.023438,0.002541,0.007812,0.023438,0.007812,0.125000,251,57,31,-3.00,2.56
654,1,0.009766,-0.048918,-0.052734,0.009766,-0.052734,0.125000,255,61,30,-3.00,16.20
655,1,0.027344,-0.005854,-0.011719,0.027344,-0.011719,0.125000,250,66,32,-3.00,11.90
656,1,0.007812,-0.023865,-0.011719,0.007812,-0.011719,0.125000,272,63,31,-3.00,16.85
657,1,0.041016,0.019268,0.021484,0.041016,0.021484,0.125000,283,55,30,-3.00,16.33
658,1,0.062500,0.030998,0.033203,0.062500,0.033203,0.125000,281,57,31,-3.00,7.16
659,1,0.050781,0.009244,0.015625,0.050781,0.015625,0.125000,282,61,31,-3.00,12.04
660,1,0.046875,0.004303,0.011719,0.046875,0.011719,0.125000,287,57,32,-3.00,16.61
661,1,0.041016,0.000590,0.005859,0.041016,0.005859,0.125000,261,63,32,-3.00,12.88
662,1,0.009766,-0.019330,-0.011719,0.009766,-0.011719,0.125000,275,56,29,-3.00,8.06
663,1,0.070312,0.030311,0.033203,0.070312,0.033203,0.125000,244,56,29,-3.00,7.63
664,1,0.023438,-0.007867,-0.003906,0.023438,-0.003906,0.125000,260,61,31,-3.00,12.11
665,1,0.039062,-0.001352,0.001953,0.039062,0.001953,0.125000,261,57,29,-3.00,13.29
666,1,0.072266,0.047742,0.050781,0.072266,0.050781,0.125000,255,56,29,-3.00,8.13
667,1,0.037109,0.014840,0.017578,0.037109,0.017578,0.125000,253,58,30,-3.00,2.55
668,1,0.058594,0.037182,0.044922,0.058594,0.044922,0.125000,259,57,32,-3.00,2.67
669,1,0.083984,0.049291,0.054688,0.083984,0.054688,0.125000,238,56,29,-3.00,12.11
670,1,0.064453,0.025807,0.027344,0.064453,0.027344,0.125000,248,59,32,-3.00,11.66
671,1,0.070312,0.048121,0.052734,0.070312,0.052734,0.125000,257,56,29,-3.00,2.54
672,1,0.021484,-0.011039,-0.013672,0.021484,-0.013672,0.125000,253,58,31,-3.00,12.00
673,1,0.029297,-0.000256,0.000000,0.029297,0.000000,0.125000,254,58,30,-3.00,12.85
674,1,0.072266,0.047133,0.048828,0.072266,0.048828,0.125000,259,56,31,-3.00,2.55
675,1,0.066406,0.038531,0.037109,0.066406,0.037109,0.125000,251,60,32,-3.00,7.25
676,1,0.076172,0.054566,0.060547,0.076172,0.060547,0.125000,263,64,32,-3.00,2.55
677,1,0.044922,0.000465,0.001953,0.044922,0.001953,0.125000,271,54,30,-3.00,12.06
678,1,-0.037109,-0.060408,-0.054688,-0.037109,-0.054688,0.125000,267,57,30,-3.00,7.11
679,1,0.041016,0.000715,-0.001953,0.041016,-0.001953,0.125000,262,59,32,-3.00,11.68
680,1,0.015625,-0.014738,-0.005859,0.015625,-0.005859,0.125000,252,58,30,-3.00,12.72
681,1,0.037109,0.008127,0.007812,0.037109,0.007812,0.125000,244,59,30,-3.00,7.50
682,1,0.058594,0.011365,0.011719,0.058594,0.011719,0.125000,246,57,29,-3.00,16.72
683,1,-0.007812,-0.043264,-0.041016,-0.007812,-0.041016,0.125000,259,60,31,-3.00,16.39
684,1,0.041016,0.023648,0.029297,0.041016,0.029297,0.125000,265,59,31,-3.00,2.54
685,1,0.015625,-0.014484,-0.019531,0.015625,-0.019531,0.125000,270,58,30,-3.00,16.36
686,1,0.095703,0.065061,0.068359,0.095703,0.068359,0.125000,270,58,30,-3.00,11.20
687,1,0.046875,0.007191,0.001953,0.046875,0.001953,0.125000,271,59,31,-3.00,11.36
688,1,0.091797,0.058668,0.060547,0.091797,0.060547,0.125000,277,61,33,-3.00,12.44
689,1,0.064453,0.033111,0.039062,0.064453,0.039062,0.125000,277,61,33,-3.00,16.80
690,1,0.087891,0.058984,0.060547,0.087891,0.060547,0.125000,271,57,30,-3.00,7.44
691,1,0.019531,-0.026346,-0.023438,0.019531,-0.023438,0.125000,272,56,30,-3.00,7.59
692,1,0.060547,0.028121,0.029297,0.060547,0.029297,0.125000,278,54,31,-3.00,6.96
693,1,0.033203,0.011992,0.013672,0.033203,0.013672,0.125000,270,60,30,-3.00,16.86
694,1,0.058594,0.032559,0.041016,0.058594,0.041016,0.125000,259,58,30,-3.00,12.80
695,1,0.080078,0.054146,0.054688,0.080078,0.054688,0.125000,261,57,31,-3.00,7.22
696,1,0.093750,0.071109,0.076172,0.093750,0.076172,0.125000,269,56,32,-3.00,12.72
697,1,0.074219,0.042209,0.039062,0.074219,0.039062,0.125000,285,61,33,-3.00,7.24
698,1,0.031250,0.021273,0.029297,0.031250,0.029297,0.125000,271,57,30,-3.00,2.54
699,1,0.083984,0.059854,0.068359,0.083984,0.068359,0.125000,278,58,29,-3.00,12.44
700,1,0.027344,0.008918,0.013672,0.027344,0.013672,0.125000,278,59,32,-3.00,6.89
701,1,0.050781,0.023793,0.025391,0.050781,0.025391,0.125000,239,57,31,-3.00,11.66
702,1,0.035156,0.002238,0.000000,0.035156,0.000000,0.125000,253,59,31,-3.00,12.57
703,1,0.009766,0.000367,0.003906,0.009766,0.003906,0.125000,273,57,30,-3.00,2.53
704,1,0.056641,0.034059,0.035156,0.056641,0.035156,0.125000,274,58,31,-3.00,11.93
705,1,0.003906,-0.014260,-0.015625,0.003906,-0.015625,0.125000,267,56,29,-3.00,7.25
706,1,-0.011719,-0.031822,-0.037109,-0.011719,-0.037109,0.125000,271,57,30,-3.00,11.89
707,1,0.070312,0.047703,0.048828,0.070312,0.048828,0.125000,270,57,29,-3.00,11.44
708,1,0.011719,-0.003857,-0.003906,0.011719,-0.003906,0.125000,271,60,32,-3.00,11.85
709,1,0.003906,-0.004010,-0.001953,0.003906,-0.001953,0.125000,261,60,32,-3.00,7.00
710,1,0.109375,0.098250,0.101562,0.109375,0.101562,0.125000,259,64,32,-3.00,2.41
711,1,0.019531,-0.006193,-0.009766,0.019531,-0.009766,0.125000,255,59,32,-3.00,12.02
712,1,-0.019531,-0.039342,-0.037109,-0.019531,-0.037109,0.125000,256,61,32,-3.00,12.45
713,1,0.076172,0.058533,0.062500,0.076172,0.062500,0.125000,265,59,31,-3.00,7.53
714,1,-0.015625,-0.032951,-0.037109,-0.015625,-0.037109,0.125000,266,57,31,-3.00,16.64
715,1,0.041016,0.025674,0.027344,0.041016,0.027344,0.125000,258,59,31,-3.00,7.89
716,1,0.039062,0.025039,0.027344,0.039062,0.027344,0.125000,274,57,31,-3.00,2.50
717,1,0.001953,-0.010248,-0.009766,0.001953,-0.009766,0.125000,271,57,30,-3.00,11.55
718,1,0.062500,0.051127,0.054688,0.062500,0.054688,0.125000,276,56,29,-3.00,7.15
719,1,0.037109,0.023037,0.025391,0.037109,0.025391,0.125000,280,57,29,-3.00,2.50
720,1,0.050781,0.030619,0.027344,0.050781,0.027344,0.125000,275,57,30,-3.00,17.73
721,1,0.089844,0.066211,0.064453,0.089844,0.064453,0.125000,275,57,31,-3.00,6.99
722,1,0.050781,0.036449,0.033203,0.050781,0.033203,0.125000,289,57,30,-3.00,7.56
723,1,0.074219,0.052189,0.054688,0.074219,0.054688,0.125000,284,57,30,-3.00,2.50
724,1,0.052734,0.035943,0.037109,0.052734,0.037109,0.125000,285,57,30,-3.00,2.53
725,1,0.062500,0.034986,0.033203,0.062500,0.033203,0.125000,284,57,30,-3.00,7.15
726,1,0.044922,0.029506,0.027344,0.044922,0.027344,0.125000,289,57,30,-3.00,7.39
727,1,0.046875,-0.004820,-0.005859,0.046875,-0.005859,0.125000,286,58,31,-3.00,2.51
728,1,0.074219,0.042457,0.046875,0.074219,0.046875,0.125000,288,58,31,-3.00,7.41
729,1,-0.011719,-0.023779,-0.021484,-0.011719,-0.021484,0.125000,293,58,31,-3.00,7.40
730,1,0.035156,0.014006,0.017578,0.035156,0.017578,0.125000,297,57,30,-3.00,11.97
731,1,0.058594,0.042543,0.046875,0.058594,0.046875,0.125000,294,62,33,-3.00,2.53
732,1,0.046875,0.030555,0.031250,0.046875,0.031250,0.125000,288,57,30,-3.00,12.14
733,1,0.021484,0.000508,0.000000,0.021484,0.000000,0.125000,289,57,30,-3.00,12.05
734,1,0.031250,0.014223,0.011719,0.031250,0.011719,0.125000,289,58,31,-3.00,7.00
735,1,0.027344,0.007660,0.005859,0.027344,0.005859,0.125000,289,59,30,-3.00,12.05
736,1,0.041016,0.019328,0.019531,0.041016,0.019531,0.125000,298,56,30,-3.00,12.01
737,1,0.029297,0.012467,0.009766,0.029297,0.009766,0.125000,294,63,34,-3.00,7.54
738,1,0.000000,-0.016400,-0.015625,0.000000,-0.015625,0.125000,295,58,31,-3.00,12.05
739,1,0.033203,0.004564,0.005859,0.033203,0.005859,0.125000,294,57,29,-3.00,11.82
740,1,0.042969,0.018693,0.015625,0.042969,0.015625,0.125000,294,57,31,-3.00,11.46
741,1,0.035156,0.024184,0.027344,0.035156,0.027344,0.125000,297,57,31,-3.00,7.30
742,1,0.089844,0.053529,0.052734,0.089844,0.052734,0.125000,304,56,29,-3.00,16.85
743,1,0.076172,0.033570,0.033203,0.076172,0.033203,0.125000,297,56,30,-3.00,6.90
744,1,0.066406,0.042166,0.042969,0.066406,0.042969,0.125000,288,56,29,-3.00,2.51
745,1,0.033203,0.019088,0.021484,0.033203,0.021484,0.125000,290,59,31,-3.00,7.86
746,1,-0.011719,-0.018828,-0.015625,-0.011719,-0.015625,0.125000,280,56,29,-3.00,11.28
747,1,0.052734,0.023375,0.025391,0.052734,0.025391,0.125000,280,57,30,-3.00,2.50
748,1,0.029297,0.004918,-0.001953,0.029297,-0.001953,0.125000,285,60,32,-3.00,11.26
749,1,-0.001953,-0.022422,-0.021484,-0.001953,-0.021484,0.125000,291,59,31,-3.00,7.43
750,1,0.070312,0.059451,0.062500,0.070312,0.062500,0.125000,289,59,31,-3.00,2.39
751,1,-0.011719,-0.052359,-0.050781,-0.011719,-0.050781,0.125000,132,57,30,-3.00,18.01
752,1,0.046875,0.027193,0.037109,0.046875,0.037109,0.125000,189,56,30,-3.00,2.50
753,1,0.035156,0.014006,0.011719,0.035156,0.011719,0.125000,208,56,30,-3.00,16.67
754,1,0.033203,0.009387,0.011719,0.033203,0.011719,0.125000,206,56,31,-3.00,7.45
755,1,0.021484,0.001869,0.000000,0.021484,0.000000,0.125000,217,56,30,-3.00,12.28
756,1,0.080078,0.059852,0.064453,0.080078,0.064453,0.125000,221,56,30,-3.00,7.85
757,1,-0.005859,-0.041898,-0.050781,-0.005859,-0.050781,0.125000,234,57,30,-3.00,12.97
758,1,0.011719,-0.002898,0.000000,0.011719,0.000000,0.125000,253,54,29,-3.00,12.85
759,1,-0.019531,-0.050523,-0.050781,-0.019531,-0.050781,0.125000,254,56,29,-3.00,7.49
760,1,0.037109,0.006924,0.011719,0.037109,0.011719,0.125000,260,57,31,-3.00,15.31
761,1,0.031250,0.006348,0.000000,0.031250,0.000000,0.125000,266,57,30,-3.00,13.32
762,1,0.080078,0.062504,0.064453,0.080078,0.064453,0.125000,234,57,31,-3.00,7.23
763,1,-0.033203,-0.052715,-0.054688,-0.033203,-0.054688,0.125000,258,56,29,-3.00,11.06
764,1,0.029297,0.020113,0.023438,0.029297,0.023438,0.125000,259,56,29,-3.00,2.50
765,1,-0.039062,-0.052945,-0.052734,-0.039062,-0.052734,0.125000,250,56,30,-3.00,6.94
766,1,0.046875,0.028416,0.033203,0.046875,0.033203,0.125000,260,57,31,-3.00,2.49
767,1,0.041016,0.027539,0.027344,0.041016,0.027344,0.125000,261,57,31,-3.00,12.03
768,1,0.017578,-0.006838,-0.007812,0.017578,-0.007812,0.125000,270,58,32,-3.00,7.52
769,1,0.021484,-0.010762,-0.013672,0.021484,-0.013672,0.125000,268,55,29,-3.00,11.87
770,1,0.050781,0.007693,0.005859,0.050781,0.005859,0.125000,267,58,31,-3.00,7.05
771,1,0.062500,0.041775,0.050781,0.062500,0.050781,0.125000,275,56,31,-3.00,15.44
772,1,0.017578,-0.001082,-0.005859,0.017578,-0.005859,0.125000,281,57,30,-3.00,12.67
773,1,0.056641,0.015863,0.015625,0.056641,0.015625,0.125000,282,60,33,-3.00,7.28
774,1,0.019531,0.004203,0.005859,0.019531,0.005859,0.125000,276,55,30,-3.00,17.17
775,1,0.021484,0.008324,0.009766,0.021484,0.009766,0.125000,285,56,31,-3.00,7.34
776,1,0.005859,-0.008162,-0.009766,0.005859,-0.009766,0.125000,281,56,30,-3.00,7.36
777,1,-0.023438,-0.045615,-0.048828,-0.023438,-0.048828,0.125000,281,57,30,-3.00,12.11
778,1,0.041016,0.024432,0.023438,0.041016,0.023438,0.125000,279,55,30,-3.00,17.08
779,1,0.082031,0.069273,0.072266,0.082031,0.072266,0.125000,273,54,29,-3.00,8.00
780,1,-0.001953,-0.008826,-0.005859,-0.001953,-0.005859,0.125000,273,56,30,-3.00,6.67
781,1,-0.017578,-0.038113,-0.035156,-0.017578,-0.035156,0.125000,267,58,31,-3.00,16.25
782,1,0.009766,-0.005896,-0.003906,0.009766,-0.003906,0.125000,271,52,31,-3.00,15.57
783,1,0.064453,0.021334,0.021484,0.064453,0.021484,0.125000,266,54,30,-3.00,11.29
784,1,0.041016,0.031566,0.031250,0.041016,0.031250,0.125000,271,56,31,-3.00,12.86
785,1,0.033203,0.023377,0.025391,0.033203,0.025391,0.125000,276,57,31,-3.00,11.18
786,1,0.001953,-0.008074,-0.007812,0.001953,-0.007812,0.125000,278,56,29,-3.00,11.46
787,1,0.076172,0.063527,0.066406,0.076172,0.066406,0.125000,270,55,29,-3.00,2.49
788,1,0.101562,0.081367,0.074219,0.101562,0.074219,0.125000,276,55,30,-3.00,11.87
789,1,0.085938,0.075854,0.078125,0.085938,0.078125,0.125000,279,56,31,-3.00,6.96
790,1,0.011719,-0.008693,-0.013672,0.011719,-0.013672,0.125000,276,57,30,-3.00,15.92
791,1,0.009766,-0.012660,-0.011719,0.009766,-0.011719,0.125000,286,55,30,-3.00,6.73
792,1,0.021484,0.012973,0.013672,0.021484,0.013672,0.125000,276,56,31,-3.00,11.52
793,1,0.000000,-0.027760,-0.029297,0.000000,-0.029297,0.125000,284,53,30,-3.00,7.38
794,1,0.021484,0.003115,0.000000,0.021484,0.000000,0.125000,281,56,30,-3.00,17.28
795,1,0.091797,0.080395,0.083984,0.091797,0.083984,0.125000,279,55,30,-3.00,2.51
796,1,0.050781,0.034658,0.029297,0.050781,0.029297,0.125000,279,55,29,-3.00,6.67
797,1,0.011719,-0.000123,-0.001953,0.011719,-0.001953,0.125000,282,54,29,-3.00,6.99
798,1,-0.013672,-0.031287,-0.039062,-0.013672,-0.039062,0.125000,288,56,30,-3.00,11.85
799,1,0.007812,-0.007328,-0.009766,0.007812,-0.009766,0.125000,284,55,30,-3.00,7.16
800,1,0.031250,0.020771,0.021484,0.031250,0.021484,0.125000,295,56,30,-3.00,12.33
801,1,0.019531,-0.021746,-0.039062,0.019531,-0.039062,0.125000,286,54,29,-3.00,15.53
802,1,0.082031,0.053732,0.050781,0.082031,0.050781,0.125000,286,54,30,-3.00,11.98
803,1,0.046875,0.040873,0.042969,0.046875,0.042969,0.125000,296,55,29,-3.00,2.49
804,1,0.070312,0.056457,0.058594,0.070312,0.058594,0.125000,295,54,30,-3.00,12.36
805,1,-0.019531,-0.030080,-0.027344,-0.019531,-0.027344,0.125000,301,54,29,-3.00,16.29
806,1,0.039062,0.029383,0.031250,0.039062,0.031250,0.125000,296,55,29,-3.00,2.53
807,1,0.029297,0.003225,0.005859,0.029297,0.005859,0.125000,291,52,31,-3.00,11.59
808,1,-0.033203,-0.050900,-0.052734,-0.033203,-0.052734,0.125000,286,58,30,-3.00,15.89
809,1,0.068359,0.047910,0.048828,0.068359,0.048828,0.125000,280,57,31,-3.00,11.25
810,1,0.064453,0.045865,0.037109,0.064453,0.037109,0.125000,290,54,31,-3.00,10.97
811,1,0.089844,0.058609,0.054688,0.089844,0.054688,0.125000,284,55,30,-3.00,7.46
812,1,0.054688,0.044187,0.046875,0.054688,0.046875,0.125000,289,56,29,-3.00,7.28
813,1,0.035156,0.014063,0.011719,0.035156,0.011719,0.125000,286,55,29,-3.00,17.40
814,1,-0.009766,-0.025773,-0.029297,-0.009766,-0.029297,0.125000,292,55,30,-3.00,6.72
815,1,0.017578,-0.009789,-0.009766,0.017578,-0.009766,0.125000,289,82,31,-3.00,18.03
816,1,0.009766,-0.029131,-0.048828,0.009766,-0.048828,0.125000,300,52,31,-3.00,16.74
817,1,0.033203,0.003537,0.003906,0.033203,0.003906,0.125000,298,56,31,-3.00,7.20
818,1,0.037109,0.011613,0.013672,0.037109,0.013672,0.125000,294,55,29,-3.00,11.79
819,1,0.031250,-0.002139,-0.009766,0.031250,-0.009766,0.125000,292,54,29,-3.00,7.28
820,1,0.078125,0.067348,0.070312,0.078125,0.070312,0.125000,297,54,29,-3.00,2.37
821,1,0.031250,0.016297,0.011719,0.031250,0.011719,0.125000,293,54,30,-3.00,11.77
822,1,0.052734,0.044186,0.046875,0.052734,0.046875,0.125000,288,55,29,-3.00,2.49
823,1,0.015625,-0.020068,-0.041016,0.015625,-0.041016,0.125000,291,57,29,-3.00,16.43
824,1,0.054688,0.019840,0.009766,0.054688,0.009766,0.125000,287,53,29,-3.00,6.88
825,1,-0.039062,-0.070174,-0.072266,-0.039062,-0.072266,0.125000,294,57,31,-3.00,17.24
826,1,0.021484,0.011240,0.013672,0.021484,0.013672,0.125000,285,57,31,-3.00,2.48
827,1,0.025391,0.009320,0.009766,0.025391,0.009766,0.125000,288,56,30,-3.00,7.20
828,1,0.062500,0.046973,0.041016,0.062500,0.041016,0.125000,294,54,30,-3.00,7.00
