generation,phase,lead_best_fitness,lead_avg_fitness,follow_best_fitness,follow_avg_fitness,lead_n_species,follow_n_species,lead_n_connections_best,follow_n_connections_best,lead_val_acc,follow_val_acc,fixed_probe_delta,elapsed_sec
269,1,0.341797,-0.210006,0.341797,-0.210006,20,20,28,30,0.000000,0.000000,0.000000,2.83
270,1,0.750000,0.223969,0.750000,0.223969,20,20,80,71,0.000000,0.000000,0.000000,3.50
271,1,0.384766,-0.267561,0.384766,-0.267561,20,20,77,90,0.000000,0.000000,0.000000,3.45
272,1,0.609375,0.013645,0.609375,0.013645,20,20,92,69,0.000000,0.000000,0.000000,4.76
273,1,1.490234,0.836689,1.490234,0.836689,20,20,80,79,0.000000,0.000000,0.000000,4.92
274,1,0.447266,-0.213576,0.447266,-0.213576,20,20,76,82,0.000000,0.000000,0.000000,3.60
275,1,1.007812,0.141332,1.007812,0.141332,20,20,83,71,0.000000,0.000000,1.492188,3.69
276,1,0.636719,0.157926,0.636719,0.157926,20,20,80,70,0.000000,0.000000,0.000000,3.59
277,1,1.367188,0.806787,1.367188,0.806787,20,20,81,84,0.000000,0.000000,0.000000,3.56
278,1,0.859375,0.392402,0.859375,0.392402,20,20,72,86,0.000000,0.000000,0.000000,5.06
279,1,0.830078,0.394330,0.830078,0.394330,20,20,80,79,0.000000,0.000000,0.000000,3.32
280,1,0.394531,-0.021543,0.394531,-0.021543,20,20,85,77,0.000000,0.000000,0.000000,4.05
281,1,0.851562,0.404502,0.851562,0.404502,20,20,75,83,0.000000,0.000000,0.000000,3.74
282,1,0.648438,0.080590,0.648438,0.080590,20,20,22,29,0.000000,0.000000,0.000000,5.25
283,1,1.214844,0.697393,1.214844,0.697393,20,20,81,78,0.000000,0.000000,0.000000,4.45
284,1,1.486328,0.594557,1.486328,0.594557,20,20,89,75,0.000000,0.000000,0.000000,4.99
285,1,0.181641,-0.239807,0.181641,-0.239807,20,20,82,81,0.000000,0.000000,0.000000,3.44
286,1,0.560547,0.157871,0.560547,0.157871,20,20,78,86,0.000000,0.000000,0.000000,3.46
287,1,0.646484,0.110982,0.646484,0.110982,20,20,80,91,0.000000,0.000000,0.000000,4.01
288,1,0.908203,0.509232,0.908203,0.509232,20,20,86,79,0.000000,0.000000,0.000000,3.48
289,1,0.255859,-0.329398,0.255859,-0.329398,20,20,81,91,0.000000,0.000000,0.000000,4.89
290,1,1.521484,0.912490,1.521484,0.912490,20,20,89,78,0.000000,0.000000,0.000000,3.35
291,1,0.917969,0.398064,0.917969,0.398064,20,20,88,80,0.000000,0.000000,0.000000,4.13
292,1,0.175781,-0.590430,0.175781,-0.590430,20,20,79,76,0.000000,0.000000,0.000000,3.23
293,1,0.625000,0.198402,0.625000,0.198402,20,20,83,101,0.000000,0.000000,0.000000,4.24
294,1,0.904297,0.559582,0.904297,0.559582,20,20,89,103,0.000000,0.000000,0.000000,2.59
295,1,0.451172,0.101094,0.451172,0.101094,20,20,89,78,0.000000,0.000000,0.000000,3.30
296,1,0.773438,0.540785,0.773438,0.540785,20,20,84,75,0.000000,0.000000,0.000000,2.67
297,1,0.691406,0.385498,0.691406,0.385498,20,20,89,82,0.000000,0.000000,0.000000,3.46
298,1,0.462891,0.152291,0.462891,0.152291,20,20,87,104,0.000000,0.000000,0.000000,4.74
299,1,0.742188,0.261596,0.742188,0.261596,20,20,87,103,0.000000,0.000000,0.000000,4.57
300,1,0.857422,0.299980,0.857422,0.299980,20,20,92,84,0.000000,0.000000,1.578125,4.14
301,1,0.669922,0.224273,0.669922,0.224273,20,20,79,78,0.000000,0.000000,0.000000,3.81
302,1,0.578125,0.228225,0.578125,0.228225,20,20,89,95,0.000000,0.000000,0.000000,5.49
303,1,2.070312,1.590777,2.070312,1.590777,20,20,87,93,0.000000,0.000000,0.000000,4.54
304,1,1.261719,0.921150,1.261719,0.921150,20,20,16,31,0.000000,0.000000,0.000000,4.81
305,1,1.400391,0.910229,1.400391,0.910229,20,20,86,86,0.000000,0.000000,0.000000,3.70
306,1,-0.111328,-0.759197,-0.111328,-0.759197,20,20,90,82,0.000000,0.000000,0.000000,3.67
307,1,0.789062,0.373057,0.789062,0.373057,20,20,99,94,0.000000,0.000000,0.000000,4.62
308,1,0.824219,0.122359,0.824219,0.122359,20,20,84,93,0.000000,0.000000,0.000000,3.73
309,1,0.193359,-0.371996,0.193359,-0.371996,20,20,93,86,0.000000,0.000000,0.000000,5.28
310,1,0.695312,0.292076,0.695312,0.292076,20,20,97,86,0.000000,0.000000,0.000000,4.10
311,1,1.263672,0.684643,1.263672,0.684643,20,20,92,104,0.000000,0.000000,0.000000,4.76
312,1,0.548828,0.074639,0.548828,0.074639,20,20,96,91,0.000000,0.000000,0.000000,4.71
313,1,1.082031,0.582381,1.082031,0.582381,20,20,15,31,0.000000,0.000000,0.000000,4.23
314,1,0.996094,0.559219,0.996094,0.559219,20,20,106,92,0.000000,0.000000,0.000000,3.25
315,1,0.509766,0.234260,0.509766,0.234260,20,20,99,92,0.000000,0.000000,0.000000,3.28
316,1,0.318359,-0.174197,0.318359,-0.174197,20,20,107,90,0.000000,0.000000,0.000000,4.97
317,1,0.056641,-0.611502,0.056641,-0.611502,20,20,94,90,0.000000,0.000000,0.000000,4.78
318,1,0.808594,0.274277,0.808594,0.274277,20,20,99,90,0.000000,0.000000,0.000000,4.80
319,1,1.158203,0.741014,1.158203,0.741014,20,20,86,112,0.000000,0.000000,0.000000,4.39
320,1,0.802734,0.458758,0.802734,0.458758,20,20,99,95,0.000000,0.000000,0.000000,4.71
321,1,0.443359,-0.131506,0.443359,-0.131506,20,20,103,101,0.000000,0.000000,0.000000,4.48
322,1,0.574219,0.249410,0.574219,0.249410,20,20,98,93,0.000000,0.000000,0.000000,4.75
323,1,0.603516,0.071162,0.603516,0.071162,20,20,98,89,0.000000,0.000000,0.000000,4.26
324,1,0.414062,-0.056059,0.414062,-0.056059,20,20,97,92,0.000000,0.000000,0.000000,4.13
325,1,0.326172,-0.112248,0.326172,-0.112248,20,20,110,102,0.000000,0.000000,1.406250,5.69
326,1,0.574219,0.067801,0.574219,0.067801,20,20,113,97,0.000000,0.000000,0.000000,3.57
327,1,0.400391,0.022199,0.400391,0.022199,20,20,120,97,0.000000,0.000000,0.000000,3.64
328,1,0.685547,0.214432,0.685547,0.214432,20,20,101,96,0.000000,0.000000,0.000000,5.37
329,1,0.423828,0.080371,0.423828,0.080371,20,20,106,102,0.000000,0.000000,0.000000,4.11
330,1,0.568359,0.227107,0.568359,0.227107,20,20,118,92,0.000000,0.000000,0.000000,5.15
331,1,0.650391,0.075365,0.650391,0.075365,20,20,119,104,0.000000,0.000000,0.000000,4.10
332,1,0.841797,0.308084,0.841797,0.308084,20,20,77,74,0.000000,0.000000,0.000000,5.24
333,1,0.716797,0.335396,0.716797,0.335396,20,20,110,111,0.000000,0.000000,0.000000,4.78
334,1,0.576172,0.286889,0.576172,0.286889,20,20,110,92,0.000000,0.000000,0.000000,3.88
335,1,0.431641,-0.177967,0.431641,-0.177967,20,20,83,101,0.000000,0.000000,0.000000,5.87
336,1,0.564453,-0.015047,0.564453,-0.015047,20,20,109,105,0.000000,0.000000,0.000000,3.79
337,1,-0.007812,-0.867764,-0.007812,-0.867764,20,20,117,105,0.000000,0.000000,0.000000,5.04
338,1,0.230469,-0.248646,0.230469,-0.248646,20,20,79,72,0.000000,0.000000,0.000000,6.56
339,1,0.982422,0.388277,0.982422,0.388277,20,20,110,107,0.000000,0.000000,0.000000,4.90
340,1,1.347656,0.736738,1.347656,0.736738,20,20,116,109,0.000000,0.000000,0.000000,5.78
341,1,0.552734,0.067770,0.552734,0.067770,20,20,125,110,0.000000,0.000000,0.000000,5.69
342,1,0.996094,0.585986,0.996094,0.585986,20,20,122,109,0.000000,0.000000,0.000000,4.10
343,1,0.626953,0.110148,0.626953,0.110148,20,20,112,110,0.000000,0.000000,0.000000,6.48
344,1,1.806641,0.907490,1.806641,0.907490,19,19,114,112,0.000000,0.000000,0.000000,4.11
345,1,1.126953,0.564957,1.126953,0.564957,20,20,120,112,0.000000,0.000000,0.000000,6.01
346,1,0.466797,-0.011492,0.466797,-0.011492,20,20,111,105,0.000000,0.000000,0.000000,4.17
347,1,1.474609,0.821975,1.474609,0.821975,20,20,124,105,0.000000,0.000000,0.000000,4.05
348,1,1.146484,0.854596,1.146484,0.854596,20,20,120,100,0.000000,0.000000,0.000000,4.19
349,1,0.728516,0.258074,0.728516,0.258074,20,20,116,98,0.000000,0.000000,0.000000,6.15
350,1,0.587891,0.194516,0.587891,0.194516,20,20,122,107,0.000000,0.000000,1.410156,4.75
351,1,0.763672,0.166961,0.763672,0.166961,20,20,114,109,0.000000,0.000000,0.000000,6.25
352,1,0.164062,-0.211041,0.164062,-0.211041,20,20,123,110,0.000000,0.000000,0.000000,4.37
353,1,0.548828,0.227018,0.548828,0.227018,20,20,120,113,0.000000,0.000000,0.000000,5.17
354,1,0.882812,0.281434,0.882812,0.281434,20,20,120,102,0.000000,0.000000,0.000000,6.08
355,1,0.230469,-0.099414,0.230469,-0.099414,20,20,118,103,0.000000,0.000000,0.000000,6.07
356,1,0.949219,0.394424,0.949219,0.394424,20,20,126,109,0.000000,0.000000,0.000000,4.70
357,1,0.757812,0.161393,0.757812,0.161393,20,20,118,104,0.000000,0.000000,0.000000,4.85
358,1,0.240234,-0.186545,0.240234,-0.186545,20,20,126,108,0.000000,0.000000,0.000000,5.88
359,1,0.523438,0.089904,0.523438,0.089904,20,20,118,111,0.000000,0.000000,0.000000,4.56
360,1,0.671875,0.251504,0.671875,0.251504,20,20,125,109,0.000000,0.000000,0.000000,4.48
361,1,0.558594,0.112684,0.558594,0.112684,20,20,132,112,0.000000,0.000000,0.000000,5.20
362,1,0.867188,0.467562,0.867188,0.467562,20,20,124,117,0.000000,0.000000,0.000000,5.20
363,1,0.470703,-0.034826,0.470703,-0.034826,20,20,123,110,0.000000,0.000000,0.000000,6.53
364,1,0.658203,0.084488,0.658203,0.084488,20,20,122,113,0.000000,0.000000,0.000000,5.17
365,1,0.808594,0.261244,0.808594,0.261244,20,20,120,118,0.000000,0.000000,0.000000,5.63
366,1,0.341797,-0.285557,0.341797,-0.285557,20,20,118,107,0.000000,0.000000,0.000000,5.89
367,1,0.718750,0.361334,0.718750,0.361334,20,20,125,120,0.000000,0.000000,0.000000,6.26
368,1,0.791016,0.390596,0.791016,0.390596,20,20,84,73,0.000000,0.000000,0.000000,4.67
369,1,0.804688,0.425355,0.804688,0.425355,20,20,129,116,0.000000,0.000000,0.000000,4.44
370,1,0.154297,-0.265799,0.154297,-0.265799,20,20,120,116,0.000000,0.000000,0.000000,6.01
371,1,1.195312,0.564006,1.195312,0.564006,20,20,22,28,0.000000,0.000000,0.000000,5.78
372,1,0.431641,-0.089193,0.431641,-0.089193,20,20,131,125,0.000000,0.000000,0.000000,4.33
373,1,0.031250,-0.356227,0.031250,-0.356227,20,20,125,111,0.000000,0.000000,0.000000,7.66
374,1,0.580078,0.093584,0.580078,0.093584,20,20,23,29,0.000000,0.000000,0.000000,6.00
375,1,0.306641,-0.081834,0.306641,-0.081834,20,20,134,113,0.000000,0.000000,1.503906,5.73
376,1,1.130859,0.520055,1.130859,0.520055,20,20,141,133,0.000000,0.000000,0.000000,5.21
377,1,0.353516,-0.050654,0.353516,-0.050654,20,20,130,118,0.000000,0.000000,0.000000,4.50
378,1,0.445312,0.076141,0.445312,0.076141,20,20,133,116,0.000000,0.000000,0.000000,6.08
379,1,0.763672,0.320971,0.763672,0.320971,20,20,141,138,0.000000,0.000000,0.000000,6.06
380,1,1.048828,0.379377,1.048828,0.379377,20,20,136,128,0.000000,0.000000,0.000000,6.44
381,1,0.349609,-0.227514,0.349609,-0.227514,20,20,144,132,0.000000,0.000000,0.000000,4.49
382,1,1.015625,0.296303,1.015625,0.296303,20,20,28,31,0.000000,0.000000,0.000000,4.61
383,1,0.236328,-0.259797,0.236328,-0.259797,20,20,140,119,0.000000,0.000000,0.000000,6.72
384,1,0.564453,0.017158,0.564453,0.017158,20,20,141,125,0.000000,0.000000,0.000000,5.07
385,1,1.314453,0.339633,1.314453,0.339633,20,20,142,138,0.000000,0.000000,0.000000,6.44
386,1,0.591797,0.077621,0.591797,0.077621,20,20,130,125,0.000000,0.000000,0.000000,6.99
387,1,0.837891,0.403496,0.837891,0.403496,20,20,140,121,0.000000,0.000000,0.000000,6.56
388,1,0.199219,-0.103672,0.199219,-0.103672,20,20,145,139,0.000000,0.000000,0.000000,8.10
389,1,0.595703,0.053033,0.595703,0.053033,20,20,139,115,0.000000,0.000000,0.000000,6.52
390,1,0.628906,0.105529,0.628906,0.105529,20,20,136,121,0.000000,0.000000,0.000000,6.30
391,1,0.105469,-0.268658,0.105469,-0.268658,20,20,138,133,0.000000,0.000000,0.000000,6.37
392,1,0.750000,0.224369,0.750000,0.224369,20,20,151,148,0.000000,0.000000,0.000000,4.78
393,1,0.427734,-0.067873,0.427734,-0.067873,20,20,141,129,0.000000,0.000000,0.000000,6.15
394,1,0.851562,0.365270,0.851562,0.365270,20,20,146,146,0.000000,0.000000,0.000000,6.13
395,1,0.417969,0.100734,0.417969,0.100734,20,20,151,139,0.000000,0.000000,0.000000,5.39
396,1,1.357422,0.794525,1.357422,0.794525,20,20,138,129,0.000000,0.000000,0.000000,6.22
397,1,0.947266,-0.022949,0.947266,-0.022949,20,20,138,126,0.000000,0.000000,0.000000,7.27
398,1,1.167969,0.726965,1.167969,0.726965,20,20,131,121,0.000000,0.000000,0.000000,7.14
399,1,0.791016,0.303693,0.791016,0.303693,20,20,134,131,0.000000,0.000000,0.000000,6.73
400,1,0.406250,-0.062182,0.406250,-0.062182,20,20,141,129,0.000000,0.000000,1.292969,6.15
401,1,0.648438,0.247930,0.648438,0.247930,20,20,142,134,0.000000,0.000000,0.000000,5.51
402,1,0.781250,0.365461,0.781250,0.365461,20,20,147,137,0.000000,0.000000,0.000000,5.52
403,1,0.646484,0.112457,0.646484,0.112457,20,20,155,134,0.000000,0.000000,0.000000,6.95
404,1,0.986328,0.377137,0.986328,0.377137,20,20,159,135,0.000000,0.000000,0.000000,6.44
405,1,0.539062,0.177971,0.539062,0.177971,20,20,144,137,0.000000,0.000000,0.000000,5.45
406,1,0.515625,0.079506,0.515625,0.079506,20,20,152,146,0.000000,0.000000,0.000000,6.97
407,1,0.251953,-0.295893,0.251953,-0.295893,20,20,138,134,0.000000,0.000000,0.000000,7.17
408,1,0.667969,0.130730,0.667969,0.130730,20,20,152,135,0.000000,0.000000,0.000000,6.70
409,1,0.730469,0.313432,0.730469,0.313432,20,20,145,136,0.000000,0.000000,0.000000,5.84
410,1,1.132812,0.578098,1.132812,0.578098,20,20,135,125,0.000000,0.000000,0.000000,6.11
411,1,0.615234,0.046781,0.615234,0.046781,20,20,166,144,0.000000,0.000000,0.000000,8.69
412,1,0.734375,0.201020,0.734375,0.201020,20,20,142,116,0.000000,0.000000,0.000000,8.47
413,1,0.460938,0.039598,0.460938,0.039598,20,20,149,138,0.000000,0.000000,0.000000,5.82
414,1,0.318359,-0.318941,0.318359,-0.318941,20,20,167,146,0.000000,0.000000,0.000000,7.64
415,1,0.863281,0.539570,0.863281,0.539570,20,20,169,143,0.000000,0.000000,0.000000,5.92
416,1,0.509766,0.088666,0.509766,0.088666,20,20,140,133,0.000000,0.000000,0.000000,7.71
417,1,0.576172,0.218873,0.576172,0.218873,20,20,147,143,0.000000,0.000000,0.000000,5.44
418,1,0.416016,-0.010789,0.416016,-0.010789,20,20,146,144,0.000000,0.000000,0.000000,5.46
419,1,0.626953,0.285178,0.626953,0.285178,20,20,149,141,0.000000,0.000000,0.000000,6.78
420,1,0.304688,-0.410658,0.304688,-0.410658,20,20,167,143,0.000000,0.000000,0.000000,7.65
421,1,0.496094,0.087039,0.496094,0.087039,20,20,141,146,0.000000,0.000000,0.000000,8.25
422,1,0.880859,0.178203,0.880859,0.178203,20,20,144,147,0.000000,0.000000,0.000000,6.68
423,1,0.660156,-0.038719,0.660156,-0.038719,20,20,159,149,0.000000,0.000000,0.000000,7.73
424,1,0.996094,0.554035,0.996094,0.554035,20,20,171,143,0.000000,0.000000,0.000000,7.64
425,1,0.576172,0.198303,0.576172,0.198303,20,20,146,146,0.000000,0.000000,1.023438,7.04
426,1,0.503906,-0.265738,0.503906,-0.265738,20,20,155,144,0.000000,0.000000,0.000000,8.01
427,1,0.345703,0.091639,0.345703,0.091639,20,20,153,139,0.000000,0.000000,0.000000,7.72
428,1,0.740234,0.273926,0.740234,0.273926,20,20,153,139,0.000000,0.000000,0.000000,7.11
429,1,0.894531,0.548545,0.894531,0.548545,20,20,150,139,0.000000,0.000000,0.000000,6.18
430,1,1.582031,1.302338,1.582031,1.302338,20,20,152,157,0.000000,0.000000,0.000000,5.97
431,1,0.511719,0.019238,0.511719,0.019238,20,20,177,152,0.000000,0.000000,0.000000,7.05
432,1,1.048828,0.650604,1.048828,0.650604,20,20,23,33,0.000000,0.000000,0.000000,6.51
433,1,1.074219,0.348000,1.074219,0.348000,20,20,150,156,0.000000,0.000000,0.000000,5.84
434,1,0.734375,-0.033281,0.734375,-0.033281,20,20,147,154,0.000000,0.000000,0.000000,7.11
435,1,0.900391,0.436074,0.900391,0.436074,20,20,151,157,0.000000,0.000000,0.000000,6.92
436,1,0.322266,-0.065723,0.322266,-0.065723,20,20,155,158,0.000000,0.000000,0.000000,5.44
437,1,0.298828,-0.305447,0.298828,-0.305447,20,20,162,154,0.000000,0.000000,0.000000,5.82
438,1,0.583984,-0.037941,0.583984,-0.037941,20,20,174,149,0.000000,0.000000,0.000000,7.26
439,1,0.677734,0.337836,0.677734,0.337836,20,20,151,160,0.000000,0.000000,0.000000,5.99
440,1,0.644531,0.099914,0.644531,0.099914,20,20,157,159,0.000000,0.000000,0.000000,5.50
441,1,0.507812,0.092707,0.507812,0.092707,20,20,153,162,0.000000,0.000000,0.000000,5.83
442,1,1.076172,0.611545,1.076172,0.611545,20,20,165,163,0.000000,0.000000,0.000000,6.38
443,1,0.326172,-0.368568,0.326172,-0.368568,20,20,175,150,0.000000,0.000000,0.000000,8.21
444,1,1.083984,0.796818,1.083984,0.796818,20,20,156,148,0.000000,0.000000,0.000000,5.64
445,1,0.894531,0.623072,0.894531,0.623072,20,20,145,32,0.000000,0.000000,0.000000,8.52
446,1,1.152344,0.851816,1.152344,0.851816,20,20,150,158,0.000000,0.000000,0.000000,8.20
447,1,0.941406,0.539275,0.941406,0.539275,20,20,162,160,0.000000,0.000000,0.000000,7.57
448,1,0.994141,0.619281,0.994141,0.619281,20,20,145,159,0.000000,0.000000,0.000000,6.07
449,1,0.728516,0.412068,0.728516,0.412068,20,20,152,158,0.000000,0.000000,0.000000,6.40
450,1,1.062500,0.694834,1.062500,0.694834,20,20,154,163,0.000000,0.000000,1.511719,7.84
451,1,0.498047,0.196041,0.498047,0.196041,20,20,161,166,0.000000,0.000000,0.000000,7.88
452,1,0.671875,0.386527,0.671875,0.386527,20,20,160,167,0.000000,0.000000,0.000000,5.55
453,1,1.101562,0.664041,1.101562,0.664041,20,20,157,152,0.000000,0.000000,0.000000,5.44
454,1,0.371094,0.154760,0.371094,0.154760,20,20,162,157,0.000000,0.000000,0.000000,6.03
455,1,0.449219,0.120092,0.449219,0.120092,20,20,155,159,0.000000,0.000000,0.000000,6.19
456,1,0.748047,0.347609,0.748047,0.347609,20,20,164,169,0.000000,0.000000,0.000000,6.05
457,1,0.857422,0.402906,0.857422,0.402906,20,20,161,170,0.000000,0.000000,0.000000,8.73
458,1,1.193359,0.977953,1.193359,0.977953,20,20,158,171,0.000000,0.000000,0.000000,5.70
459,1,0.382812,0.104893,0.382812,0.104893,20,20,170,165,0.000000,0.000000,0.000000,6.37
460,1,0.669922,0.388666,0.669922,0.388666,20,20,170,172,0.000000,0.000000,0.000000,5.89
461,1,0.457031,0.185990,0.457031,0.185990,20,20,167,164,0.000000,0.000000,0.000000,7.65
462,1,0.800781,0.394221,0.800781,0.394221,20,20,166,179,0.000000,0.000000,0.000000,6.71
463,1,0.410156,0.111500,0.410156,0.111500,20,20,160,154,0.000000,0.000000,0.000000,6.86
464,1,0.636719,0.437197,0.636719,0.437197,20,20,169,164,0.000000,0.000000,0.000000,7.58
465,1,0.269531,0.023074,0.269531,0.023074,20,20,169,168,0.000000,0.000000,0.000000,6.42
466,1,0.398438,0.039051,0.398438,0.039051,20,20,177,170,0.000000,0.000000,0.000000,6.24
467,1,0.425781,0.145738,0.425781,0.145738,20,20,174,171,0.000000,0.000000,0.000000,7.35
468,1,0.451172,0.167328,0.451172,0.167328,20,20,158,164,0.000000,0.000000,0.000000,5.82
469,1,0.316406,-0.043500,0.316406,-0.043500,20,20,171,176,0.000000,0.000000,0.000000,9.73
470,1,1.146484,0.795023,1.146484,0.795023,20,20,160,165,0.000000,0.000000,0.000000,6.75
471,1,0.332031,0.041672,0.332031,0.041672,20,20,165,178,0.000000,0.000000,0.000000,5.51
472,1,1.044922,0.698689,1.044922,0.698689,20,20,184,151,0.000000,0.000000,0.000000,5.18
473,1,0.750000,0.323564,0.750000,0.323564,20,20,179,171,0.000000,0.000000,0.000000,4.97
474,1,0.732422,0.298412,0.732422,0.298412,20,20,173,176,0.000000,0.000000,0.000000,6.26
475,1,0.259766,-0.354566,0.259766,-0.354566,20,20,177,176,0.000000,0.000000,1.460938,6.05
476,1,0.458984,0.180031,0.458984,0.180031,20,20,172,172,0.000000,0.000000,0.000000,8.57
477,1,0.681641,0.341723,0.681641,0.341723,20,20,175,178,0.000000,0.000000,0.000000,5.15
478,1,0.478516,0.179803,0.478516,0.179803,20,20,22,27,0.000000,0.000000,0.000000,5.03
479,1,0.531250,0.304664,0.531250,0.304664,20,20,178,172,0.000000,0.000000,0.000000,5.66
480,1,0.958984,0.491711,0.958984,0.491711,20,20,170,162,0.000000,0.000000,0.000000,5.21
481,1,0.677734,0.256129,0.677734,0.256129,20,20,26,30,0.000000,0.000000,0.000000,4.94
482,1,0.158203,-0.156057,0.158203,-0.156057,20,20,177,176,0.000000,0.000000,0.000000,4.92
483,1,0.625000,0.295084,0.625000,0.295084,20,20,167,160,0.000000,0.000000,0.000000,5.84
484,1,0.798828,0.616930,0.798828,0.616930,20,20,173,181,0.000000,0.000000,0.000000,6.19
485,1,0.515625,0.078381,0.515625,0.078381,20,20,27,31,0.000000,0.000000,0.000000,5.22
486,1,0.482422,0.276047,0.482422,0.276047,20,20,180,182,0.000000,0.000000,0.000000,5.39
487,1,0.314453,-0.125262,0.314453,-0.125262,20,20,185,181,0.000000,0.000000,0.000000,6.43
488,1,0.960938,0.645639,0.960938,0.645639,20,20,186,154,0.000000,0.000000,0.000000,6.64
489,1,0.626953,0.217828,0.626953,0.217828,20,20,181,180,0.000000,0.000000,0.000000,6.95
490,1,0.419922,0.033756,0.419922,0.033756,20,20,176,181,0.000000,0.000000,0.000000,6.10
491,1,1.039062,0.589064,1.039062,0.589064,20,20,175,166,0.000000,0.000000,0.000000,6.59
492,1,0.429688,0.170154,0.429688,0.170154,20,20,175,169,0.000000,0.000000,0.000000,5.84
493,1,1.531250,1.124670,1.531250,1.124670,20,20,179,186,0.000000,0.000000,0.000000,5.63
494,1,0.726562,0.372896,0.726562,0.372896,20,20,23,30,0.000000,0.000000,0.000000,8.04
495,1,0.730469,0.453732,0.730469,0.453732,20,20,187,184,0.000000,0.000000,0.000000,6.19
496,1,0.541016,0.133582,0.541016,0.133582,20,20,186,190,0.000000,0.000000,0.000000,7.50
497,1,0.814453,0.526877,0.814453,0.526877,20,20,195,188,0.000000,0.000000,0.000000,7.43
498,1,0.134766,-0.301643,0.134766,-0.301643,20,20,178,173,0.000000,0.000000,0.000000,6.54
499,1,0.099609,-0.139574,0.099609,-0.139574,20,20,196,192,0.000000,0.000000,0.000000,7.49
500,1,0.482422,-0.009830,0.482422,-0.009830,20,20,185,191,0.000000,0.000000,1.562500,8.02
501,1,0.363281,-0.047000,0.363281,-0.047000,20,20,200,193,0.000000,0.000000,0.000000,8.42
502,1,0.662109,0.229352,0.662109,0.229352,20,20,189,195,0.000000,0.000000,0.000000,6.60
503,1,0.693359,0.300627,0.693359,0.300627,20,20,191,194,0.000000,0.000000,0.000000,9.70
504,1,0.763672,0.373416,0.763672,0.373416,20,20,191,188,0.000000,0.000000,0.000000,6.15
505,1,0.292969,-0.060375,0.292969,-0.060375,20,20,189,196,0.000000,0.000000,0.000000,6.47
506,1,0.597656,0.375764,0.597656,0.375764,20,20,194,201,0.000000,0.000000,0.000000,6.67
507,1,0.490234,0.097432,0.490234,0.097432,20,20,188,190,0.000000,0.000000,0.000000,8.81
508,1,0.751953,0.159477,0.751953,0.159477,20,20,187,188,0.000000,0.000000,0.000000,8.22
509,1,1.013672,0.476881,1.013672,0.476881,20,20,186,186,0.000000,0.000000,0.000000,9.62
510,1,0.541016,0.112184,0.541016,0.112184,20,20,185,193,0.000000,0.000000,0.000000,7.13
511,1,0.671875,0.343402,0.671875,0.343402,20,20,188,199,0.000000,0.000000,0.000000,11.43
512,1,1.064453,0.806633,1.064453,0.806633,20,20,193,199,0.000000,0.000000,0.000000,7.20
513,1,0.601562,0.227748,0.601562,0.227748,20,20,27,29,0.000000,0.000000,0.000000,7.25
514,1,1.146484,0.810814,1.146484,0.810814,20,20,188,188,0.000000,0.000000,0.000000,7.93
515,1,0.908203,0.619307,0.908203,0.619307,20,20,196,200,0.000000,0.000000,0.000000,8.53
516,1,0.496094,0.233025,0.496094,0.233025,20,20,199,198,0.000000,0.000000,0.000000,7.55
517,1,0.933594,0.497961,0.933594,0.497961,20,20,207,202,0.000000,0.000000,0.000000,8.51
518,1,0.939453,0.657461,0.939453,0.657461,20,20,183,210,0.000000,0.000000,0.000000,8.29
519,1,0.525391,0.117111,0.525391,0.117111,20,20,26,30,0.000000,0.000000,0.000000,8.04
520,1,0.691406,0.341625,0.691406,0.341625,20,20,188,197,0.000000,0.000000,0.000000,8.09
521,1,0.761719,0.451707,0.761719,0.451707,20,20,176,172,0.000000,0.000000,0.000000,7.76
522,1,0.492188,0.224062,0.492188,0.224062,20,20,26,30,0.000000,0.000000,0.000000,9.01
523,1,0.699219,0.442047,0.699219,0.442047,20,20,185,177,0.000000,0.000000,0.000000,8.73
524,1,0.980469,0.743803,0.980469,0.743803,20,20,195,214,0.000000,0.000000,0.000000,8.60
525,1,0.228516,-0.286723,0.228516,-0.286723,20,20,203,215,0.000000,0.000000,1.367188,8.55
526,1,1.183594,0.902168,1.183594,0.902168,20,20,211,205,0.000000,0.000000,0.000000,9.24
527,1,1.119141,0.750109,1.119141,0.750109,20,20,187,198,0.000000,0.000000,0.000000,8.85
528,1,0.394531,0.070602,0.394531,0.070602,20,20,177,176,0.000000,0.000000,0.000000,8.00
529,1,1.044922,0.705248,1.044922,0.705248,20,20,212,218,0.000000,0.000000,0.000000,9.49
530,1,1.048828,0.801895,1.048828,0.801895,20,20,215,220,0.000000,0.000000,0.000000,10.36
531,1,0.759766,0.440764,0.759766,0.440764,20,20,199,215,0.000000,0.000000,0.000000,7.26
532,1,0.527344,0.054564,0.527344,0.054564,20,20,211,220,0.000000,0.000000,0.000000,8.65
533,1,0.539062,0.159369,0.539062,0.159369,20,20,204,212,0.000000,0.000000,0.000000,9.80
534,1,0.330078,0.018162,0.330078,0.018162,20,20,207,214,0.000000,0.000000,0.000000,8.71
535,1,0.865234,0.613787,0.865234,0.613787,20,20,217,221,0.000000,0.000000,0.000000,9.04
536,1,0.683594,0.310609,0.683594,0.310609,20,20,209,214,0.000000,0.000000,0.000000,9.57
537,1,1.009766,0.551715,1.009766,0.551715,20,20,208,220,0.000000,0.000000,0.000000,7.41
538,1,0.876953,0.619936,0.876953,0.619936,20,20,220,221,0.000000,0.000000,0.000000,8.43
