generation,phase,lead_best_fitness,lead_avg_fitness,follow_best_fitness,follow_avg_fitness,lead_n_species,follow_n_species,lead_n_connections_best,follow_n_connections_best,lead_val_acc,follow_val_acc,fixed_probe_delta,elapsed_sec
58,0,0.603244,0.575226,0.447193,0.436298,20,20,16,21,0.592790,0.472630,0.000000,1.03
59,0,0.603244,0.575586,0.447193,0.434144,20,20,17,21,0.592790,0.472630,0.000000,1.13
60,0,0.603244,0.580359,0.447193,0.432013,20,20,17,21,0.592790,0.472630,0.000000,1.04
61,0,0.603244,0.582334,0.447193,0.437072,20,20,18,21,0.592790,0.472630,0.000000,1.00
62,0,0.603244,0.578493,0.447193,0.431953,20,20,18,21,0.592790,0.472630,0.000000,1.05
63,0,0.603244,0.579063,0.447193,0.435920,20,20,22,21,0.592790,0.472630,0.000000,1.03
64,0,0.603244,0.567692,0.447193,0.436087,20,20,18,21,0.592790,0.472630,0.000000,1.05
65,0,0.603244,0.576600,0.447193,0.438357,20,20,18,22,0.592790,0.472630,0.000000,1.03
66,0,0.603244,0.578544,0.447193,0.436534,20,20,19,22,0.592790,0.472630,0.000000,1.13
67,0,0.603244,0.581809,0.447193,0.437770,20,20,20,22,0.592790,0.472630,0.000000,1.08
68,0,0.603244,0.577424,0.447193,0.438772,20,20,16,21,0.592790,0.472630,0.000000,1.11
69,0,0.603244,0.580775,0.447193,0.437804,20,20,20,23,0.592790,0.471963,0.000000,1.26
70,0,0.603244,0.581187,0.447415,0.439648,20,20,22,23,0.592790,0.472630,0.000000,1.15
71,0,0.603244,0.577619,0.447415,0.437961,20,20,17,23,0.592790,0.472630,0.000000,1.12
72,0,0.603244,0.581690,0.447415,0.440548,20,20,16,23,0.592790,0.472630,0.000000,1.11
73,0,0.603244,0.585594,0.447489,0.437676,20,20,16,22,0.592790,0.470628,0.000000,1.08
74,0,0.603244,0.588596,0.447489,0.439946,20,20,17,22,0.592790,0.470628,0.000000,1.20
75,0,0.603244,0.584749,0.447489,0.439620,20,20,17,24,0.592790,0.470628,0.000000,1.12
76,0,0.603244,0.586554,0.447934,0.440761,20,20,17,24,0.592790,0.472630,0.000000,1.14
77,0,0.603244,0.590380,0.447934,0.440176,20,20,17,24,0.592790,0.472630,0.000000,1.16
78,0,0.603244,0.588905,0.448008,0.440148,20,20,18,23,0.592790,0.472630,0.000000,1.16
79,0,0.603244,0.583114,0.448008,0.441099,20,20,17,26,0.592790,0.470628,0.000000,1.32
80,0,0.603244,0.582882,0.448008,0.439224,20,20,17,23,0.592790,0.472630,0.000000,1.21
81,0,0.603244,0.588316,0.448008,0.441056,20,20,17,26,0.592790,0.470628,0.000000,1.19
82,0,0.603244,0.586456,0.448082,0.440379,20,20,17,23,0.592790,0.472630,0.000000,1.22
83,0,0.603244,0.582930,0.448748,0.440659,20,20,19,26,0.592790,0.475968,0.000000,1.19
84,0,0.603244,0.584193,0.448748,0.440976,20,20,18,26,0.592790,0.475968,0.000000,1.17
85,0,0.603244,0.584350,0.448748,0.439653,20,20,18,26,0.592790,0.475968,0.000000,1.24
86,0,0.603244,0.583943,0.449045,0.441494,20,20,16,26,0.592790,0.475968,0.000000,1.26
87,0,0.603244,0.582801,0.449045,0.440826,20,20,16,26,0.592790,0.475968,0.000000,1.15
88,0,0.603244,0.587857,0.449045,0.442166,20,20,20,26,0.592790,0.475968,0.000000,1.24
89,0,0.603244,0.586685,0.449045,0.442138,20,20,16,26,0.592790,0.475968,0.000000,1.32
90,0,0.603244,0.587334,0.449045,0.442179,20,20,16,26,0.592790,0.475968,0.000000,1.22
91,0,0.603244,0.583840,0.449119,0.440782,20,20,15,24,0.592790,0.475968,0.000000,1.18
92,0,0.603244,0.584309,0.449119,0.442540,20,20,15,24,0.592790,0.475968,0.000000,1.25
93,0,0.603244,0.587365,0.449119,0.443835,20,20,16,24,0.592790,0.475968,0.000000,1.16
94,0,0.603244,0.584129,0.449119,0.442550,19,20,15,24,0.592790,0.475968,0.000000,1.23
95,0,0.603244,0.583750,0.450007,0.441934,20,20,16,24,0.592790,0.475300,0.000000,1.28
96,0,0.603244,0.587586,0.450156,0.443070,19,20,15,25,0.592790,0.473965,0.000000,1.20
97,0,0.603244,0.588650,0.450304,0.442581,20,20,16,25,0.592790,0.473965,0.000000,1.27
98,0,0.603244,0.580498,0.450304,0.444668,20,20,17,25,0.592790,0.473965,0.000000,1.32
99,0,0.603244,0.584398,0.450378,0.443812,20,20,16,23,0.592790,0.473965,0.000000,1.46
100,0,0.603244,0.572508,0.450526,0.443516,20,20,15,26,0.592790,0.475300,0.000000,1.23
101,0,0.603244,0.585120,0.452303,0.443315,20,20,16,22,0.592790,0.473298,0.000000,1.30
102,0,0.603244,0.583079,0.452303,0.444470,20,20,17,22,0.592790,0.473298,0.000000,1.26
103,0,0.603244,0.583598,0.452303,0.444824,20,20,15,22,0.592790,0.473298,0.000000,1.23
104,0,0.603244,0.580136,0.452377,0.445338,17,20,17,22,0.592790,0.471963,0.000000,1.31
105,0,0.603244,0.581049,0.452377,0.443881,20,20,20,22,0.592790,0.471963,0.000000,1.34
106,0,0.603244,0.577274,0.452377,0.443115,20,20,18,22,0.592790,0.471963,0.000000,1.25
107,0,0.603244,0.584594,0.452377,0.443488,20,20,17,22,0.592790,0.471963,0.000000,1.29
108,0,0.603244,0.583325,0.452377,0.443791,20,20,15,22,0.592790,0.471963,0.000000,1.27
109,0,0.603244,0.583554,0.452526,0.442331,19,20,16,21,0.592790,0.473298,0.000000,1.47
110,0,0.603244,0.585324,0.452526,0.444012,20,20,18,21,0.592790,0.473298,0.000000,1.22
111,0,0.603244,0.584211,0.452526,0.443971,20,20,16,21,0.592790,0.473298,0.000000,1.28
112,0,0.603244,0.587221,0.452526,0.443332,20,20,17,21,0.592790,0.473298,0.000000,1.29
113,0,0.603244,0.581172,0.452674,0.445609,20,20,15,23,0.592790,0.471963,0.000000,1.24
114,0,0.603244,0.580873,0.452674,0.446584,20,20,17,23,0.592790,0.471963,0.000000,1.36
115,0,0.603244,0.577885,0.452674,0.444010,20,20,15,24,0.592790,0.471963,0.000000,1.32
116,0,0.603244,0.585270,0.452674,0.444785,20,20,18,24,0.592790,0.471963,0.000000,1.32
117,0,0.603244,0.587088,0.452674,0.444733,20,20,19,24,0.592790,0.471963,0.000000,1.31
118,0,0.603244,0.585060,0.452674,0.444421,20,20,18,23,0.592790,0.471963,0.000000,1.39
119,0,0.603244,0.579022,0.452674,0.444599,20,20,18,23,0.592790,0.471963,0.000000,1.48
120,0,0.603244,0.580372,0.452674,0.445345,19,20,21,23,0.592790,0.471963,0.000000,1.27
121,0,0.603244,0.580425,0.452674,0.445722,20,20,16,24,0.592790,0.471963,0.000000,1.31
122,0,0.603244,0.578834,0.452674,0.445581,20,20,15,24,0.592790,0.471963,0.000000,1.33
123,0,0.603244,0.586758,0.452674,0.445924,19,20,16,23,0.592790,0.471963,0.000000,1.37
124,0,0.603244,0.582444,0.452674,0.445279,20,20,16,23,0.592790,0.471963,0.000000,1.28
125,0,0.603244,0.587170,0.452674,0.444318,20,20,15,23,0.592790,0.471963,0.000000,1.34
126,0,0.603244,0.583082,0.452674,0.446326,20,20,15,22,0.592790,0.471963,0.000000,1.37
127,0,0.603244,0.584635,0.452674,0.446015,20,20,15,24,0.592790,0.471963,0.000000,1.34
128,0,0.603244,0.585274,0.452674,0.445440,20,20,15,24,0.592790,0.471963,0.000000,1.31
129,0,0.603244,0.581499,0.452674,0.445567,20,20,17,23,0.592790,0.471963,0.000000,1.48
130,0,0.603244,0.578167,0.452674,0.446114,19,20,16,23,0.592790,0.471963,0.000000,1.34
131,0,0.603244,0.578404,0.452674,0.446148,19,20,16,22,0.592790,0.471963,0.000000,1.29
132,0,0.603244,0.581617,0.452674,0.446381,20,20,16,22,0.592790,0.471963,0.000000,1.31
133,0,0.603244,0.579040,0.452674,0.446209,19,20,15,23,0.592790,0.471963,0.000000,1.29
134,0,0.603244,0.576817,0.452674,0.446485,20,20,17,22,0.592790,0.471963,0.000000,1.28
135,0,0.603244,0.580503,0.452674,0.446242,19,20,16,23,0.592790,0.471963,0.000000,1.29
136,0,0.603244,0.579437,0.452674,0.445920,20,20,15,22,0.592790,0.471963,0.000000,1.34
137,0,0.603244,0.581000,0.452674,0.445732,19,20,15,23,0.592790,0.471963,0.000000,1.37
138,0,0.603244,0.581466,0.452674,0.445276,19,20,16,23,0.592790,0.471963,0.000000,1.26
139,0,0.603244,0.576325,0.452674,0.446675,18,20,15,22,0.592790,0.471963,0.000000,1.49
140,0,0.603244,0.579585,0.452674,0.447061,20,20,15,22,0.592790,0.471963,0.000000,1.25
141,0,0.603244,0.577754,0.452674,0.446379,20,20,15,22,0.592790,0.471963,0.000000,1.30
142,0,0.603244,0.577674,0.452674,0.447348,18,20,15,22,0.592790,0.471963,0.000000,1.28
143,0,0.603244,0.578729,0.452674,0.446407,20,20,15,22,0.592790,0.471963,0.000000,1.34
144,0,0.603244,0.580638,0.452674,0.446536,20,20,16,24,0.592790,0.471963,0.000000,1.30
145,0,0.603244,0.584892,0.452674,0.446342,18,20,17,23,0.592790,0.471963,0.000000,1.32
146,0,0.603244,0.586053,0.452674,0.445593,19,20,16,22,0.592790,0.471963,0.000000,1.28
147,0,0.603244,0.579762,0.452674,0.446338,20,20,18,22,0.592790,0.471963,0.000000,1.31
148,0,0.603466,0.579999,0.452674,0.446131,20,20,20,23,0.593458,0.471963,0.000000,1.38
149,0,0.603466,0.582282,0.452674,0.446230,20,20,20,24,0.593458,0.471963,0.000000,1.48
150,1,0.646484,0.433064,0.646484,0.433064,20,20,15,23,0.000000,0.000000,1.652344,2.75
151,1,0.433594,0.121523,0.433594,0.121523,20,20,14,22,0.000000,0.000000,0.000000,0.91
152,1,-0.015625,-0.387760,-0.015625,-0.387760,19,19,21,22,0.000000,0.000000,0.000000,1.56
153,1,0.943359,0.307453,0.943359,0.307453,20,20,15,22,0.000000,0.000000,0.000000,1.55
154,1,1.175781,0.929937,1.175781,0.929937,20,20,16,22,0.000000,0.000000,0.000000,1.60
155,1,0.433594,0.075221,0.433594,0.075221,20,20,24,24,0.000000,0.000000,0.000000,2.17
156,1,0.910156,0.519965,0.910156,0.519965,20,20,22,23,0.000000,0.000000,0.000000,1.68
157,1,0.466797,-0.213357,0.466797,-0.213357,20,20,18,22,0.000000,0.000000,0.000000,0.88
158,1,0.029297,-0.466895,0.029297,-0.466895,20,20,16,21,0.000000,0.000000,0.000000,1.57
159,1,0.548828,0.146105,0.548828,0.146105,20,20,19,23,0.000000,0.000000,0.000000,1.73
160,1,0.910156,0.518787,0.910156,0.518787,20,20,15,22,0.000000,0.000000,0.000000,1.61
161,1,0.623047,0.171729,0.623047,0.171729,20,20,15,23,0.000000,0.000000,0.000000,1.64
162,1,0.625000,0.245900,0.625000,0.245900,20,20,18,23,0.000000,0.000000,0.000000,2.99
163,1,0.759766,0.287895,0.759766,0.287895,20,20,18,24,0.000000,0.000000,0.000000,3.01
164,1,1.537109,0.895211,1.537109,0.895211,20,20,17,25,0.000000,0.000000,0.000000,2.36
165,1,0.490234,-0.115730,0.490234,-0.115730,20,20,17,21,0.000000,0.000000,0.000000,1.69
166,1,0.544922,-0.065330,0.544922,-0.065330,20,20,25,24,0.000000,0.000000,0.000000,3.11
167,1,0.890625,0.583004,0.890625,0.583004,20,20,20,24,0.000000,0.000000,0.000000,2.39
168,1,0.744141,0.436611,0.744141,0.436611,20,20,20,28,0.000000,0.000000,0.000000,2.45
169,1,0.699219,0.474361,0.699219,0.474361,20,20,17,23,0.000000,0.000000,0.000000,1.77
170,1,0.421875,0.088574,0.421875,0.088574,20,20,16,17,0.000000,0.000000,0.000000,2.51
171,1,0.357422,0.015482,0.357422,0.015482,20,20,25,26,0.000000,0.000000,0.000000,1.64
172,1,0.769531,0.259088,0.769531,0.259088,20,20,20,24,0.000000,0.000000,0.000000,1.74
173,1,0.804688,0.478443,0.804688,0.478443,20,20,24,24,0.000000,0.000000,0.000000,2.30
174,1,1.058594,0.660990,1.058594,0.660990,20,20,18,30,0.000000,0.000000,0.000000,1.74
175,1,0.867188,0.516326,0.867188,0.516326,20,20,18,22,0.000000,0.000000,1.750000,2.46
176,1,2.078125,1.771074,2.078125,1.771074,20,20,22,27,0.000000,0.000000,0.000000,1.69
177,1,0.408203,-0.482363,0.408203,-0.482363,20,20,15,23,0.000000,0.000000,0.000000,1.82
178,1,1.546875,1.110619,1.546875,1.110619,20,20,15,23,0.000000,0.000000,0.000000,1.64
179,1,1.121094,0.711902,1.121094,0.711902,20,20,27,28,0.000000,0.000000,0.000000,1.91
180,1,0.703125,0.370736,0.703125,0.370736,20,20,28,28,0.000000,0.000000,0.000000,2.45
181,1,0.414062,0.049520,0.414062,0.049520,20,20,30,26,0.000000,0.000000,0.000000,1.72
182,1,1.375000,1.090729,1.375000,1.090729,20,20,18,26,0.000000,0.000000,0.000000,1.16
183,1,0.578125,0.147980,0.578125,0.147980,20,20,26,32,0.000000,0.000000,0.000000,1.06
184,1,0.572266,0.096271,0.572266,0.096271,20,20,26,32,0.000000,0.000000,0.000000,3.17
185,1,0.361328,0.035887,0.361328,0.035887,20,20,20,24,0.000000,0.000000,0.000000,1.17
186,1,0.513672,0.263598,0.513672,0.263598,20,20,15,24,0.000000,0.000000,0.000000,1.87
187,1,1.107422,0.693811,1.107422,0.693811,20,20,21,31,0.000000,0.000000,0.000000,2.65
188,1,0.910156,0.501412,0.910156,0.501412,20,20,29,32,0.000000,0.000000,0.000000,1.76
189,1,0.519531,0.169949,0.519531,0.169949,20,20,19,36,0.000000,0.000000,0.000000,1.87
190,1,0.761719,0.415229,0.761719,0.415229,20,20,19,23,0.000000,0.000000,0.000000,2.47
191,1,0.556641,0.125230,0.556641,0.125230,20,20,35,37,0.000000,0.000000,0.000000,1.74
192,1,0.933594,0.529178,0.933594,0.529178,20,20,24,34,0.000000,0.000000,0.000000,3.20
193,1,0.921875,0.560760,0.921875,0.560760,20,20,30,34,0.000000,0.000000,0.000000,1.88
194,1,0.126953,-0.259545,0.126953,-0.259545,20,20,25,27,0.000000,0.000000,0.000000,3.41
195,1,0.613281,-0.131059,0.613281,-0.131059,20,20,17,26,0.000000,0.000000,0.000000,3.49
196,1,1.712891,1.307475,1.712891,1.307475,20,20,18,32,0.000000,0.000000,0.000000,1.82
197,1,1.037109,0.628029,1.037109,0.628029,20,20,15,25,0.000000,0.000000,0.000000,1.89
198,1,0.931641,0.559355,0.931641,0.559355,20,20,26,30,0.000000,0.000000,0.000000,2.59
199,1,0.824219,0.480010,0.824219,0.480010,20,20,21,28,0.000000,0.000000,0.000000,2.95
200,1,0.552734,-0.104900,0.552734,-0.104900,20,20,16,33,0.000000,0.000000,1.554688,2.80
201,1,1.421875,1.155645,1.421875,1.155645,20,20,16,31,0.000000,0.000000,0.000000,1.97
202,1,0.878906,0.640461,0.878906,0.640461,20,20,19,25,0.000000,0.000000,0.000000,1.92
203,1,0.974609,0.392279,0.974609,0.392279,20,20,20,29,0.000000,0.000000,0.000000,2.11
204,1,1.166016,0.975346,1.166016,0.975346,20,20,28,35,0.000000,0.000000,0.000000,1.18
205,1,0.513672,0.139703,0.513672,0.139703,20,20,33,39,0.000000,0.000000,0.000000,1.98
206,1,0.287109,0.035687,0.287109,0.035687,20,20,18,35,0.000000,0.000000,0.000000,1.94
207,1,0.449219,-0.162826,0.449219,-0.162826,20,20,31,42,0.000000,0.000000,0.000000,2.75
208,1,0.330078,-0.029516,0.330078,-0.029516,20,20,16,33,0.000000,0.000000,0.000000,2.14
209,1,0.578125,0.139930,0.578125,0.139930,20,20,26,35,0.000000,0.000000,0.000000,2.08
210,1,0.591797,0.245334,0.591797,0.245334,20,20,17,25,0.000000,0.000000,0.000000,2.76
211,1,0.728516,0.433746,0.728516,0.433746,20,20,36,40,0.000000,0.000000,0.000000,2.19
212,1,0.699219,0.185090,0.699219,0.185090,20,20,17,22,0.000000,0.000000,0.000000,1.96
213,1,0.642578,0.204963,0.642578,0.204963,20,20,30,28,0.000000,0.000000,0.000000,1.94
214,1,1.123047,0.603635,1.123047,0.603635,20,20,21,25,0.000000,0.000000,0.000000,2.76
215,1,1.289062,1.055691,1.289062,1.055691,20,20,35,40,0.000000,0.000000,0.000000,2.99
216,1,0.384766,-0.022709,0.384766,-0.022709,20,20,37,34,0.000000,0.000000,0.000000,3.80
217,1,0.755859,0.335662,0.755859,0.335662,20,20,18,23,0.000000,0.000000,0.000000,2.64
218,1,0.369141,-0.223520,0.369141,-0.223520,20,20,15,31,0.000000,0.000000,0.000000,2.24
219,1,0.136719,-0.294668,0.136719,-0.294668,20,20,20,31,0.000000,0.000000,0.000000,2.58
220,1,0.748047,0.333730,0.748047,0.333730,20,20,15,33,0.000000,0.000000,0.000000,1.43
221,1,0.435547,-0.120447,0.435547,-0.120447,20,20,43,44,0.000000,0.000000,0.000000,2.99
222,1,0.812500,0.271998,0.812500,0.271998,20,20,19,32,0.000000,0.000000,0.000000,3.04
223,1,0.205078,-0.072385,0.205078,-0.072385,20,20,41,50,0.000000,0.000000,0.000000,3.85
224,1,0.949219,0.365367,0.949219,0.365367,20,20,18,32,0.000000,0.000000,0.000000,3.94
225,1,0.238281,-0.057232,0.238281,-0.057232,20,20,42,51,0.000000,0.000000,1.277344,4.02
226,1,0.648438,-0.041689,0.648438,-0.041689,20,20,46,52,0.000000,0.000000,0.000000,3.75
227,1,0.542969,0.159672,0.542969,0.159672,20,20,19,24,0.000000,0.000000,0.000000,1.44
228,1,1.253906,0.777299,1.253906,0.777299,20,20,25,30,0.000000,0.000000,0.000000,2.44
229,1,1.453125,1.182488,1.453125,1.182488,20,20,57,55,0.000000,0.000000,0.000000,2.99
230,1,1.042969,0.481424,1.042969,0.481424,20,20,17,33,0.000000,0.000000,0.000000,2.23
231,1,0.394531,0.012322,0.394531,0.012322,20,20,60,54,0.000000,0.000000,0.000000,1.53
232,1,0.818359,0.334711,0.818359,0.334711,20,20,43,57,0.000000,0.000000,0.000000,4.25
233,1,1.009766,0.552287,1.009766,0.552287,20,20,63,58,0.000000,0.000000,0.000000,2.41
234,1,0.625000,0.084689,0.625000,0.084689,20,20,46,54,0.000000,0.000000,0.000000,2.34
235,1,0.798828,0.305209,0.798828,0.305209,20,20,46,55,0.000000,0.000000,0.000000,2.52
236,1,0.677734,0.192428,0.677734,0.192428,20,20,24,29,0.000000,0.000000,0.000000,2.57
237,1,0.537109,0.084705,0.537109,0.084705,20,20,17,32,0.000000,0.000000,0.000000,3.79
238,1,0.826172,0.521891,0.826172,0.521891,20,20,47,59,0.000000,0.000000,0.000000,2.59
239,1,0.857422,0.508857,0.857422,0.508857,20,20,49,57,0.000000,0.000000,0.000000,3.71
240,1,1.033203,0.774105,1.033203,0.774105,20,20,23,24,0.000000,0.000000,0.000000,2.87
241,1,0.955078,0.484164,0.955078,0.484164,20,20,47,60,0.000000,0.000000,0.000000,3.81
242,1,0.841797,0.180373,0.841797,0.180373,20,20,17,25,0.000000,0.000000,0.000000,2.79
243,1,1.281250,0.904043,1.281250,0.904043,20,20,72,61,0.000000,0.000000,0.000000,3.61
244,1,0.654297,0.246941,0.654297,0.246941,20,20,20,31,0.000000,0.000000,0.000000,3.61
245,1,0.462891,0.092273,0.462891,0.092273,20,20,66,60,0.000000,0.000000,0.000000,3.48
246,1,0.677734,0.103994,0.677734,0.103994,20,20,61,59,0.000000,0.000000,0.000000,2.10
247,1,0.498047,-0.160754,0.498047,-0.160754,20,20,51,69,0.000000,0.000000,0.000000,2.96
248,1,0.406250,-0.443500,0.406250,-0.443500,20,20,61,63,0.000000,0.000000,0.000000,3.03
249,1,0.464844,0.104105,0.464844,0.104105,20,20,30,31,0.000000,0.000000,0.000000,2.58
250,1,0.943359,0.453514,0.943359,0.453514,20,20,16,24,0.000000,0.000000,1.601562,4.18
251,1,1.960938,1.269580,1.960938,1.269580,20,20,71,63,0.000000,0.000000,0.000000,3.04
252,1,1.791016,1.464404,1.791016,1.464404,20,20,15,25,0.000000,0.000000,0.000000,3.12
253,1,0.431641,-0.071836,0.431641,-0.071836,20,20,83,63,0.000000,0.000000,0.000000,2.49
254,1,0.865234,0.523662,0.865234,0.523662,20,20,73,61,0.000000,0.000000,0.000000,3.37
255,1,0.810547,0.420080,0.810547,0.420080,20,20,54,66,0.000000,0.000000,0.000000,3.04
256,1,0.998047,0.533457,0.998047,0.533457,20,20,77,64,0.000000,0.000000,0.000000,4.32
257,1,0.671875,0.312969,0.671875,0.312969,20,20,76,67,0.000000,0.000000,0.000000,3.61
258,1,1.197266,0.859264,1.197266,0.859264,20,20,73,68,0.000000,0.000000,0.000000,4.25
259,1,0.953125,0.638514,0.953125,0.638514,20,20,56,68,0.000000,0.000000,0.000000,4.51
260,1,0.640625,0.257270,0.640625,0.257270,20,20,16,31,0.000000,0.000000,0.000000,3.32
261,1,0.634766,0.302148,0.634766,0.302148,20,20,72,78,0.000000,0.000000,0.000000,3.18
262,1,0.783203,0.404240,0.783203,0.404240,20,20,76,66,0.000000,0.000000,0.000000,3.77
263,1,1.179688,0.585354,1.179688,0.585354,20,20,71,85,0.000000,0.000000,0.000000,3.68
264,1,1.183594,0.730412,1.183594,0.730412,20,20,22,23,0.000000,0.000000,0.000000,2.19
265,1,0.818359,0.508637,0.818359,0.508637,20,20,28,29,0.000000,0.000000,0.000000,3.34
266,1,0.810547,0.375867,0.810547,0.375867,20,20,79,67,0.000000,0.000000,0.000000,4.26
267,1,0.732422,0.242078,0.732422,0.242078,20,20,76,66,0.000000,0.000000,0.000000,5.31
268,1,0.414062,0.143510,0.414062,0.143510,20,20,71,75,0.000000,0.000000,0.000000,3.19
