generation,phase,lead_best_fitness,lead_avg_fitness,follow_best_fitness,follow_avg_fitness,lead_n_species,follow_n_species,lead_n_connections_best,follow_n_connections_best,elapsed_sec
713,1,-0.898438,-1.243988,-0.173828,-0.528674,278,277,28,52,3.19
714,1,-2.072266,-2.563217,0.291016,-0.229898,275,273,31,51,2.05
715,1,-0.292969,-0.571672,-0.273438,-0.593420,278,269,30,49,1.51
716,1,-1.019531,-1.346387,1.013672,0.670127,283,263,26,49,2.03
717,1,-0.279297,-0.542791,-0.304688,-0.695518,284,255,27,49,2.09
718,1,-0.166016,-0.407924,0.148438,-0.165006,280,260,25,48,2.60
719,1,-0.332031,-0.531994,0.226562,-0.230307,278,250,29,54,1.47
720,1,-0.839844,-1.402994,-0.554688,-0.929713,287,242,26,51,3.47
721,1,-0.443359,-0.667902,-0.626953,-0.932961,296,233,25,53,2.04
722,1,-0.220703,-0.809053,-0.814453,-1.392221,286,243,27,49,2.56
723,1,-0.792969,-1.106184,-1.138672,-1.748455,305,239,30,51,2.07
724,1,-0.021484,-0.409131,-0.181641,-0.612248,284,232,27,48,1.51
725,1,-0.839844,-1.196900,-1.044922,-1.404158,291,243,24,54,3.65
726,1,-1.177734,-1.376719,-1.699219,-2.225678,299,237,26,51,3.22
727,1,-1.064453,-1.587385,-0.890625,-1.440342,287,246,25,52,2.05
728,1,0.585938,0.167570,-0.667969,-1.092201,293,238,30,50,2.15
729,1,-0.625000,-1.423111,-0.498047,-0.941389,291,236,24,50,2.06
730,1,-0.917969,-1.606543,0.052734,-0.419115,287,247,26,48,2.45
731,1,-0.916016,-1.471900,0.148438,-0.423273,284,250,27,54,2.56
732,1,0.771484,0.065301,0.410156,0.005705,287,246,26,53,2.60
733,1,-0.767578,-1.389127,-0.275391,-0.613045,284,258,30,48,2.07
734,1,-0.009766,-0.831285,-1.232422,-1.724221,287,247,26,47,1.47
735,1,-1.384766,-2.211945,0.173828,-0.211980,294,248,34,47,2.08
736,1,-0.037109,-0.649426,-0.664062,-1.501201,301,248,27,46,2.58
737,1,-0.421875,-0.781699,-0.414062,-0.799100,303,250,25,52,1.48
738,1,-0.808594,-1.522105,-0.644531,-1.246293,301,243,25,47,2.59
739,1,-0.470703,-1.135559,-0.558594,-1.013801,297,245,27,49,2.04
740,1,-0.621094,-1.222523,1.019531,0.452793,158,242,25,50,2.42
741,1,-1.203125,-2.232744,-0.226562,-0.618152,216,240,25,47,2.07
742,1,-0.679688,-1.756332,-0.785156,-1.153768,230,229,28,54,2.51
743,1,-1.894531,-2.527215,-0.876953,-1.256908,234,239,29,48,3.22
744,1,0.064453,-0.625723,-0.058594,-0.711301,236,147,26,49,2.02
745,1,-0.048828,-0.974072,-0.742188,-1.218398,248,190,26,48,2.06
746,1,-0.394531,-0.672490,1.033203,-0.036543,240,213,31,47,2.57
747,1,-1.552734,-2.305189,1.128906,-0.341545,249,214,27,48,3.15
748,1,-0.681641,-1.077266,-0.601562,-1.173879,259,222,27,48,2.58
749,1,-0.171875,-0.767398,-1.482422,-2.010160,257,228,25,47,3.60
750,1,-0.402344,-0.793689,-0.919922,-1.544256,260,235,26,46,1.90
751,1,-0.732422,-1.048486,0.355469,-0.333672,255,242,28,48,2.00
752,1,-0.720703,-1.065803,-0.062500,-0.693473,261,246,28,48,2.63
753,1,-0.720703,-0.972605,0.306641,-0.240297,258,244,26,48,1.51
754,1,0.794922,0.429143,-0.880859,-1.743535,254,251,26,49,2.04
755,1,0.667969,0.304139,0.048828,-0.749049,266,249,27,49,3.17
756,1,-0.537109,-1.405506,-0.353516,-1.256039,267,251,26,50,2.07
757,1,-0.457031,-1.895082,0.121094,-0.535975,270,244,26,47,2.65
758,1,0.181641,-0.260295,-0.869141,-1.472629,273,251,25,47,2.07
759,1,-0.322266,-1.003727,-0.869141,-1.518084,274,252,25,53,3.72
760,1,0.125000,-0.355201,-1.212891,-1.603975,283,253,27,51,1.88
761,1,-0.679688,-1.317697,-0.421875,-0.927395,282,256,28,52,1.51
762,1,1.623047,0.295877,-1.429688,-1.993879,290,263,25,48,3.15
763,1,-0.607422,-1.037447,1.017578,0.229250,290,269,31,49,2.01
764,1,-1.488281,-1.901730,0.759766,-0.053344,289,260,27,52,3.11
765,1,0.300781,-0.085199,-0.173828,-0.700941,297,247,27,53,2.63
766,1,-1.011719,-1.405223,0.123047,-0.804953,299,254,26,51,1.49
767,1,-0.369141,-0.763025,0.087891,-0.399541,297,248,32,50,1.41
768,1,-0.099609,-2.111393,0.792969,-0.822992,293,252,26,54,4.14
769,1,-0.148438,-0.552199,0.697266,0.331156,287,270,25,56,2.06
770,1,0.535156,-0.456654,-0.216797,-0.923117,293,277,31,51,2.94
771,1,-0.318359,-0.784686,0.433594,-0.075914,291,265,28,51,2.55
772,1,0.156250,-0.249459,-0.152344,-0.557773,291,264,27,47,1.97
773,1,-0.097656,-0.634600,0.617188,0.071623,293,258,27,47,3.12
774,1,-0.648438,-1.548910,-0.595703,-1.106545,297,259,28,51,2.04
775,1,0.500000,-0.266783,-0.617188,-1.098465,297,263,25,48,2.01
776,1,-0.103516,-0.671945,-1.353516,-1.879887,304,264,27,56,2.61
777,1,-0.300781,-0.557789,0.173828,-0.301027,299,280,26,50,2.02
778,1,-0.933594,-1.583109,-2.042969,-2.469953,301,273,25,56,3.72
779,1,-0.693359,-1.054461,0.291016,-0.083666,290,278,28,47,1.45
780,1,0.082031,-0.394209,-1.250000,-1.931598,291,267,27,48,2.46
781,1,0.146484,-0.518691,0.050781,-0.450797,293,201,28,51,1.56
782,1,-0.570312,-0.896387,1.304688,0.808502,294,247,25,47,2.24
783,1,0.402344,0.012064,-0.785156,-1.182426,297,237,26,52,2.02
784,1,0.271484,-0.834314,-0.888672,-1.230236,296,240,29,47,2.03
785,1,-0.667969,-1.068721,-0.093750,-0.346379,299,251,27,46,2.03
786,1,-0.746094,-1.478182,-1.275391,-1.704180,298,261,26,43,2.11
787,1,0.042969,-0.719141,0.587891,0.144656,300,258,26,49,2.61
788,1,-0.251953,-1.514539,0.792969,-0.374535,299,267,27,48,3.63
789,1,0.353516,-1.771877,0.218750,-0.364984,303,274,26,51,3.10
790,1,-0.091797,-0.710492,-0.304688,-0.975236,302,282,25,47,2.99
791,1,-0.119141,-0.798740,-1.345703,-1.879010,296,281,25,54,2.59
792,1,-0.132812,-0.686596,-0.318359,-0.734557,301,286,27,51,2.59
793,1,-1.097656,-1.502801,-0.695312,-1.022500,310,277,28,47,2.00
794,1,0.691406,0.301266,-0.386719,-1.394764,302,286,25,50,3.18
795,1,-0.087891,-1.091918,0.443359,-0.140469,163,296,26,49,3.09
796,1,-2.996094,-3.711770,-0.296875,-0.763086,204,295,29,51,3.14
797,1,-1.503906,-1.999658,-0.476562,-1.328150,232,302,27,51,3.13
798,1,0.078125,-0.605227,-1.347656,-2.194934,240,296,28,47,3.16
799,1,0.257812,-0.079686,-1.052734,-1.940625,259,301,27,51,2.62
800,1,-0.462891,-0.965303,0.103516,-0.669051,261,295,28,51,2.45
801,1,-0.250000,-1.133105,-0.970703,-1.575775,264,292,31,52,3.18
802,1,-0.931641,-1.480637,-0.947266,-1.208180,261,303,29,51,2.59
803,1,-1.845703,-2.388867,-0.119141,-0.550031,212,304,29,47,2.62
804,1,1.544922,0.735629,-0.039062,-0.532170,232,288,30,48,2.58
805,1,-0.498047,-1.088668,-0.470703,-1.108768,250,295,25,51,3.15
806,1,-0.468750,-0.683791,-0.339844,-0.951598,241,298,25,44,2.58
807,1,-1.205078,-1.549768,0.167969,-0.557148,237,287,27,50,2.57
808,1,-1.849609,-2.302986,-1.033203,-1.478449,253,273,27,45,2.58
809,1,-0.728516,-1.138658,-0.214844,-0.955680,256,279,28,50,2.07
810,1,-1.011719,-1.463553,-0.527344,-0.794006,255,272,25,52,2.47
811,1,-2.429688,-2.932592,-1.755859,-2.486492,258,280,25,50,4.13
812,1,0.041016,-0.398719,-0.806641,-1.291936,258,277,26,51,2.60
813,1,-0.720703,-1.181965,-1.384766,-2.521910,272,279,25,51,3.12
814,1,-1.591797,-1.864533,-0.671875,-1.229289,261,271,28,51,2.56
815,1,-0.837891,-1.243561,-0.310547,-0.701496,273,275,26,52,2.06
816,1,-0.173828,-0.526066,0.199219,-0.235264,283,274,30,50,1.46
817,1,-0.447266,-1.040994,-0.808594,-1.337607,282,267,24,51,3.65
818,1,1.000000,0.424887,-0.042969,-0.435676,286,274,24,43,2.04
819,1,0.617188,0.264404,-0.154297,-0.849891,278,270,27,45,2.06
820,1,-0.349609,-1.140916,-0.220703,-0.660492,273,266,29,51,2.40
821,1,-1.154297,-1.847182,-1.484375,-2.258701,273,279,24,51,3.17
822,1,-1.000000,-1.843465,0.720703,-0.063172,276,284,26,51,3.21
823,1,-0.677734,-1.344170,-0.613281,-1.423994,268,169,25,50,2.04
824,1,-0.314453,-0.836854,0.390625,-0.375502,268,218,24,45,1.42
825,1,-1.076172,-1.444635,-1.412109,-1.924137,268,234,24,48,2.07
826,1,-0.468750,-1.322359,-0.322266,-0.784334,261,246,24,47,2.62
827,1,-1.453125,-2.211174,0.193359,-0.273719,261,242,24,54,2.58
828,1,-1.876953,-2.544971,0.863281,0.179074,237,228,25,45,3.58
829,1,-0.103516,-0.519457,-1.240234,-2.060088,249,235,25,43,2.58
830,1,-0.396484,-1.118287,-0.396484,-0.914381,260,237,27,47,1.94
831,1,1.019531,-0.780006,-0.277344,-0.752574,256,235,27,43,2.03
832,1,-1.416016,-2.092984,-0.478516,-1.390570,254,235,25,49,4.25
833,1,-0.708984,-1.039324,-1.039062,-1.568152,263,236,24,50,2.08
834,1,0.650391,-0.820699,-1.068359,-1.482471,256,224,27,48,3.68
835,1,0.927734,-0.349828,0.076172,-0.686811,264,228,28,50,3.26
836,1,-0.005859,-0.851482,-0.992188,-1.389246,250,230,25,46,2.59
837,1,0.191406,-0.831281,-0.726562,-1.318541,255,232,29,45,2.59
838,1,0.167969,-0.337496,-0.337891,-1.063299,255,232,26,48,2.04
839,1,-0.859375,-1.556369,-1.347656,-1.885742,255,236,26,48,3.70
840,1,-0.738281,-1.154990,0.341797,-0.139525,270,249,29,46,1.87
841,1,-1.667969,-2.083945,-0.982422,-1.451105,277,252,27,46,2.59
842,1,-0.037109,-0.779752,0.357422,-0.415271,268,268,27,48,2.61
843,1,-0.892578,-1.646172,0.394531,-0.178230,260,266,28,52,3.08
844,1,-0.527344,-1.570773,-0.462891,-0.934941,258,259,30,43,2.08
845,1,-1.779297,-2.227918,-0.812500,-1.197098,208,265,25,55,3.17
846,1,-0.482422,-2.321162,0.050781,-0.455807,245,270,26,49,2.51
847,1,-1.501953,-2.148340,0.167969,-0.357717,249,283,25,50,2.55
848,1,-0.193359,-0.671746,-0.121094,-0.656303,268,284,25,43,3.16
849,1,1.271484,0.810000,-0.451172,-1.137164,271,281,28,56,1.99
850,1,0.267578,0.046785,-1.437500,-2.140785,262,278,33,45,2.44
851,1,-0.751953,-1.481221,0.140625,-0.650105,263,282,28,45,3.71
852,1,0.121094,-1.014439,0.097656,-0.216787,268,268,28,47,1.42
853,1,-0.068359,-1.342574,-0.322266,-0.692898,272,276,25,47,3.12
854,1,-1.777344,-3.031584,-1.033203,-1.503633,273,277,25,53,3.22
855,1,-1.523438,-1.972375,-0.330078,-0.732229,274,282,25,54,2.03
856,1,0.072266,-0.382957,-1.037109,-1.395951,280,282,27,54,2.65
857,1,-1.949219,-2.295869,-1.503906,-1.969580,277,281,25,52,3.17
858,1,-2.029297,-2.600207,-0.287109,-0.999883,279,275,25,44,3.76
859,1,-0.572266,-0.931445,-0.316406,-1.018963,271,269,27,45,2.66
860,1,-0.246094,-0.612396,-0.027344,-0.877824,270,272,29,47,1.87
861,1,0.150391,-0.646180,-0.445312,-0.843855,272,270,27,53,1.45
862,1,0.298828,0.030969,-0.263672,-0.733221,275,266,29,48,1.48
863,1,-0.394531,-0.785031,-1.380859,-1.939203,275,273,25,45,2.66
864,1,-1.642578,-2.030244,0.103516,-0.261617,278,272,23,46,2.77
865,1,-0.347656,-0.622744,-0.134766,-0.961979,278,270,26,47,2.03
866,1,0.878906,0.390656,0.550781,-0.085398,276,260,26,46,1.98
867,1,0.212891,-0.907268,0.664062,0.090764,281,262,25,49,2.66
868,1,0.132812,-0.429363,-1.000000,-1.502051,292,260,25,45,3.18
869,1,-0.279297,-0.811869,0.609375,-0.620096,282,192,29,47,3.07
870,1,-1.126953,-1.929008,0.707031,0.251482,280,219,25,55,2.39
871,1,-1.283203,-1.878984,0.001953,-0.813625,280,216,26,48,3.72
872,1,-0.267578,-0.814605,-1.722656,-2.216836,275,232,27,45,2.59
873,1,-0.957031,-1.579557,-0.583984,-1.265738,275,228,25,44,3.13
874,1,-0.251953,-0.778947,0.257812,-0.295189,279,234,24,46,1.96
875,1,-0.638672,-1.032072,-0.925781,-1.630014,271,238,28,47,3.17
876,1,-0.871094,-1.323373,-0.531250,-1.012852,257,234,27,47,2.06
877,1,-0.234375,-1.422398,0.220703,-0.539072,270,247,26,49,1.98
878,1,-0.121094,-0.936367,-0.611328,-1.149869,272,247,28,49,2.05
879,1,1.154297,0.641379,0.507812,0.018398,276,250,27,53,1.47
880,1,-0.283203,-1.737703,-1.988281,-2.686766,262,265,27,47,3.05
881,1,-0.714844,-1.162990,0.234375,-0.289695,264,258,25,45,2.04
882,1,-1.582031,-2.264627,-0.832031,-1.419617,278,253,24,44,3.76
883,1,-0.355469,-0.717262,-0.236328,-0.820715,269,266,26,46,2.68
884,1,-0.250000,-0.884406,0.058594,-0.607010,276,258,26,47,2.07
885,1,0.986328,0.654711,-1.548828,-2.083863,272,262,26,47,3.09
886,1,-0.492188,-0.916568,0.121094,-0.296545,276,267,26,52,2.78
887,1,-0.357422,-0.764277,-1.626953,-2.154965,285,264,27,45,2.67
888,1,-0.867188,-1.512523,-0.589844,-1.466373,278,265,25,44,3.25
889,1,-0.732422,-1.367248,0.031250,-0.462922,281,271,28,45,2.03
890,1,-1.070312,-1.653719,0.242188,-0.115643,142,255,26,46,2.40
891,1,-0.697266,-1.832232,0.314453,-0.409135,219,261,24,46,3.13
892,1,-0.683594,-1.317906,-0.207031,-0.698525,223,268,24,48,2.07
893,1,1.005859,0.449396,0.214844,-0.119221,230,272,24,45,2.07
894,1,-0.572266,-1.878350,-1.998047,-2.251707,222,267,24,45,3.63
895,1,-0.917969,-1.504285,-0.107422,-0.479576,225,270,26,45,2.61
896,1,-0.708984,-1.611992,-0.658203,-1.034256,235,264,25,47,2.02
897,1,-0.679688,-1.526943,-0.302734,-0.694930,233,277,26,57,2.03
898,1,-0.152344,-0.577621,-1.191406,-1.527633,241,275,24,50,2.03
899,1,-1.404297,-2.014447,-1.275391,-1.977805,243,270,27,44,2.62
900,1,-0.240234,-0.579840,-0.513672,-1.056908,242,270,24,46,1.33
901,1,-1.296875,-2.380018,-0.068359,-0.492160,250,260,29,44,2.65
902,1,-1.675781,-2.186621,0.160156,-0.310990,259,273,25,57,2.06
903,1,0.761719,-0.061088,0.605469,-0.157055,263,260,27,42,1.97
904,1,0.263672,-0.355965,0.279297,-0.135754,271,266,26,50,2.55
905,1,-0.486328,-1.306629,-0.238281,-0.829865,273,264,25,45,2.06
906,1,-0.218750,-0.821668,-1.363281,-1.898184,278,267,28,43,2.09
907,1,-0.240234,-0.946350,0.025391,-0.371033,271,267,25,46,2.00
908,1,-1.392578,-2.167807,0.025391,-0.967271,278,268,25,45,3.14
909,1,0.265625,-0.199457,-1.486328,-1.877303,274,282,24,48,2.05
910,1,0.316406,-0.182279,-0.101562,-0.665928,282,278,24,46,3.00
911,1,-1.972656,-2.317008,0.421875,-0.437398,287,218,25,49,2.60
912,1,-0.705078,-1.019680,0.091797,-0.380203,306,261,28,46,2.01
913,1,-0.738281,-1.086836,-0.462891,-0.885043,298,260,28,45,1.49
914,1,-2.158203,-2.511602,-1.503906,-2.600090,299,275,30,46,3.75
915,1,0.634766,0.210803,-0.492188,-1.841131,302,265,24,43,2.51
916,1,-0.189453,-2.114848,-0.281250,-0.786881,302,267,26,49,2.58
917,1,-0.835938,-1.654635,-0.273438,-0.765021,298,261,25,46,2.67
918,1,-0.074219,-1.525480,-0.509766,-0.905445,289,257,28,50,3.12
919,1,-1.935547,-2.795859,-0.843750,-1.544475,295,259,26,45,2.58
920,1,-1.103516,-1.764354,-0.898438,-1.556861,271,226,26,46,3.55
921,1,-2.164062,-2.664926,-0.527344,-0.937734,292,248,29,47,2.00
922,1,0.179688,-0.277309,-1.794922,-2.100746,286,256,26,49,2.05
923,1,-0.507812,-1.319320,-0.246094,-0.655320,283,263,23,47,2.04
924,1,-1.271484,-1.653160,-1.894531,-2.490064,276,262,27,49,2.63
925,1,0.193359,-0.293814,-0.603516,-1.119658,281,271,28,44,2.64
926,1,-0.730469,-1.530447,-0.664062,-1.060189,267,257,28,44,2.03
927,1,-0.138672,-0.457254,0.027344,-0.386430,277,253,28,44,2.05
928,1,-0.710938,-0.986469,-0.179688,-0.798770,261,256,28,45,2.01
929,1,-1.013672,-1.582010,-0.810547,-1.264416,265,245,26,45,2.59
930,1,-0.472656,-0.855521,-0.595703,-1.077785,268,248,26,45,2.99
931,1,0.515625,-0.749508,1.177734,0.518551,269,250,29,48,2.50
932,1,0.054688,-0.282676,-0.345703,-0.925713,271,248,25,49,2.07
933,1,-1.486328,-2.065959,-0.376953,-0.774365,261,256,26,49,3.26
934,1,-1.064453,-1.584635,0.187500,-0.195143,167,252,30,44,2.02
935,1,-0.105469,-0.458215,-0.490234,-0.889305,206,252,25,42,3.17
936,1,-0.058594,-0.586367,-1.189453,-1.629990,197,274,29,44,2.04
937,1,-1.492188,-2.250803,-0.439453,-0.882570,220,269,26,49,2.59
938,1,-0.591797,-1.063764,-0.349609,-0.989115,233,277,30,49,3.71
939,1,-0.531250,-1.438203,0.447266,0.048354,238,278,26,43,3.10
940,1,-0.333984,-1.041187,-0.896484,-1.783662,234,264,28,43,2.45
941,1,0.339844,-0.031258,1.423828,1.072375,248,249,23,47,2.05
942,1,-0.146484,-0.550328,-0.845703,-1.630227,260,251,27,48,2.05
943,1,-0.582031,-1.136164,0.099609,-0.334852,249,257,29,46,3.14
944,1,-0.345703,-0.678684,-0.511719,-0.973520,250,257,28,45,2.01
945,1,-0.511719,-1.564322,-0.861328,-1.396719,260,273,31,43,3.74
946,1,-0.777344,-1.110021,-1.066406,-1.601275,261,260,27,44,2.57
947,1,-0.234375,-0.503229,-0.990234,-1.498232,258,262,26,43,2.00
948,1,-0.021484,-0.420834,-0.394531,-0.796279,252,252,27,49,2.62
949,1,-0.476562,-1.682756,-1.392578,-1.817055,256,262,26,42,2.62
950,1,-0.552734,-0.985549,0.027344,-0.373010,262,261,29,46,1.33
951,1,0.615234,0.278326,-1.203125,-2.048645,259,268,27,42,2.59
952,1,0.347656,-0.567887,0.699219,-0.032520,259,271,25,43,3.18
953,1,-0.990234,-1.581307,-0.609375,-1.793438,268,270,28,42,3.11
954,1,-1.792969,-2.131635,0.585938,0.044867,279,262,25,43,3.16
955,1,-0.585938,-1.056691,-0.298828,-0.753268,291,256,30,49,2.57
956,1,-0.191406,-0.659652,0.277344,-0.318563,295,263,29,49,1.45
957,1,-1.070312,-2.170266,-0.570312,-0.929416,281,269,26,44,1.99
958,1,0.203125,-1.080012,0.150391,-0.913854,293,273,28,42,3.68
959,1,0.041016,-0.559305,-1.109375,-1.658490,296,259,26,47,2.03
960,1,-0.289062,-0.923543,-1.601562,-2.242301,296,255,25,45,2.40
961,1,0.542969,-0.468375,-0.199219,-0.632832,290,258,27,45,2.60
962,1,-1.138672,-1.597330,-0.261719,-0.798447,282,259,27,45,2.01
963,1,-1.222656,-1.845637,-0.498047,-0.850717,282,256,28,48,1.97
964,1,-0.517578,-1.552707,-1.285156,-1.658996,283,252,25,47,1.49
965,1,0.097656,-0.436424,0.660156,0.110074,279,261,28,48,1.45
966,1,0.392578,-0.590570,0.398438,-0.074107,281,260,26,46,2.07
967,1,-1.304688,-1.857547,0.357422,-0.094375,272,271,26,46,2.52
968,1,-0.849609,-1.310295,0.802734,-1.076629,284,277,28,48,2.61
969,1,-0.550781,-1.875479,-0.015625,-0.381633,289,291,29,44,2.59
970,1,0.654297,-0.066811,-1.369141,-1.771375,290,279,30,46,1.88
971,1,-1.089844,-1.870988,0.498047,-0.615437,291,289,28,43,3.69
972,1,-0.363281,-1.833191,-0.609375,-1.176955,297,296,31,49,3.15
973,1,-0.160156,-0.668369,-0.460938,-0.983783,303,296,25,46,2.04
974,1,-0.238281,-0.671879,1.091797,0.115146,296,298,26,48,2.57
975,1,0.750000,0.387328,-0.675781,-1.372340,303,293,27,46,3.14
976,1,0.376953,-0.668816,0.820312,0.436553,312,295,26,46,1.45
977,1,-0.369141,-1.154131,-0.939453,-1.301146,310,297,25,50,2.04
978,1,-0.050781,-0.601287,0.480469,0.114168,288,299,27,46,2.50
979,1,-0.642578,-1.193947,0.373047,-0.028154,299,300,30,44,3.65
980,1,0.191406,-0.201664,0.193359,-0.210484,309,296,26,45,1.84
981,1,-1.345703,-2.343744,-1.982422,-2.353375,310,299,27,45,3.64
982,1,-0.537109,-1.211076,0.261719,-0.610996,307,221,27,45,1.45
983,1,0.150391,-0.137914,-1.009766,-1.880070,307,236,26,49,2.02
984,1,-1.142578,-1.672295,-1.394531,-1.899734,306,250,28,48,3.37
985,1,0.814453,0.277914,-1.330078,-1.743102,308,269,25,49,2.59
986,1,-0.244141,-1.441508,-0.691406,-1.021273,302,271,27,46,1.45
987,1,0.767578,-0.135096,-1.515625,-1.816551,302,271,28,45,2.56
988,1,0.412109,-0.131264,-1.505859,-1.897418,302,268,29,45,3.15
989,1,-0.730469,-0.986482,0.054688,-0.375045,305,256,26,43,2.58
990,1,-0.640625,-1.960861,-1.697266,-2.087586,300,265,26,45,3.07
991,1,-1.521484,-2.117975,-0.291016,-0.730170,309,272,24,42,2.58
992,1,-0.785156,-1.168311,-0.480469,-0.919885,305,270,27,45,2.02
993,1,-0.605469,-1.047818,-0.876953,-1.262404,302,275,30,49,2.07
994,1,-0.644531,-1.067260,-0.212891,-0.654963,291,263,30,46,2.62
995,1,0.367188,0.093527,0.695312,0.290352,303,265,30,47,2.02
996,1,-0.167969,-0.793666,-0.152344,-0.473732,306,267,28,44,2.54
997,1,-0.048828,-0.546432,-1.291016,-1.752689,296,270,29,47,2.58
998,1,-0.376953,-1.272502,-0.476562,-0.813727,303,266,24,46,2.00
999,1,-0.449219,-1.026758,-0.683594,-1.124506,301,272,28,43,2.55
1000,1,-0.191406,-0.501687,0.267578,-0.455250,305,276,26,44,1.88
1001,1,0.486328,0.112035,0.326172,-0.080965,304,282,29,45,3.67
1002,1,-1.513672,-2.230961,0.082031,-0.390264,294,276,27,46,3.17
1003,1,-1.259766,-1.769088,-0.183594,-0.703576,297,278,24,48,2.00
1004,1,-1.582031,-2.382754,0.326172,-0.096115,300,277,29,49,3.68
1005,1,0.138672,-0.076172,-0.189453,-0.652111,302,264,26,42,1.43
1006,1,-0.101562,-0.460514,-0.636719,-1.261354,301,270,29,45,3.14
1007,1,0.052734,-0.259648,-0.109375,-0.710580,306,268,31,45,2.60
1008,1,0.554688,0.234541,-1.392578,-1.932500,308,277,28,45,2.60
1009,1,0.125000,-0.184006,-1.382812,-2.086004,301,282,28,43,2.08
1010,1,-0.521484,-1.460215,-0.257812,-1.251768,310,287,27,47,2.93
1011,1,0.187500,-0.647723,-0.259766,-1.092318,301,281,29,46,1.51
1012,1,-1.167969,-1.445680,-0.005859,-0.783783,304,278,27,45,3.66
1013,1,-0.880859,-2.040627,-1.718750,-2.189074,307,279,24,47,2.06
1014,1,-0.826172,-1.046441,-0.822266,-1.289168,310,287,25,50,2.05
1015,1,0.386719,-0.070736,-0.345703,-0.808430,305,280,28,43,2.54
1016,1,-0.453125,-1.530613,-2.291016,-3.152854,223,281,29,48,2.67
1017,1,-0.919922,-1.626611,-1.386719,-2.133889,250,206,26,42,2.02
1018,1,1.802734,-0.416145,-0.443359,-1.047553,277,228,29,42,2.60
1019,1,-0.251953,-1.251340,-0.242188,-1.266420,280,237,29,41,3.62
1020,1,-0.765625,-1.162889,-0.982422,-1.396822,279,232,30,50,1.38
1021,1,0.138672,-0.730600,-1.064453,-1.550100,269,233,28,43,2.62
1022,1,-0.117188,-0.811986,-2.750000,-3.446250,278,224,31,58,2.69
1023,1,-1.080078,-1.603570,-0.330078,-1.467891,287,217,28,50,3.17
1024,1,-0.458984,-0.998969,-1.589844,-2.072658,285,226,30,45,2.00
1025,1,0.902344,0.256154,-0.798828,-1.499549,276,240,28,42,2.03
1026,1,0.652344,-0.827170,-2.019531,-2.428691,194,244,27,42,1.49
1027,1,0.271484,-0.407941,-1.371094,-2.069396,230,249,27,41,2.60
1028,1,-1.386719,-2.049574,0.443359,-0.656785,233,242,28,46,2.59
1029,1,-0.363281,-1.086359,-1.656250,-2.449529,239,253,28,43,2.67
1030,1,-1.726562,-2.188041,-0.048828,-0.951342,234,263,33,43,2.45
1031,1,-1.654297,-3.274299,-0.980469,-1.670273,243,262,25,43,3.32
1032,1,1.503906,-0.970096,-0.515625,-1.252791,244,261,30,51,3.01
1033,1,-0.234375,-1.155506,-1.441406,-2.125488,239,269,33,45,3.66
1034,1,-0.380859,-1.099211,-1.521484,-1.832582,246,274,30,44,2.32
1035,1,0.078125,-0.396521,-1.166016,-1.634238,244,273,35,44,2.41
1036,1,0.048828,-0.454166,-0.689453,-1.201377,238,233,35,46,1.73
1037,1,-0.480469,-1.075406,-0.875000,-1.436395,242,253,32,46,2.26
1038,1,-0.966797,-1.415889,-0.244141,-0.689049,255,251,28,55,2.02
1039,1,-1.269531,-2.296051,-2.968750,-3.504236,247,254,29,44,2.71
1040,1,0.236328,-0.898527,1.585938,0.271715,240,256,29,41,3.09
1041,1,0.187500,-0.530066,-1.267578,-1.982775,239,258,27,42,1.47
1042,1,-0.781250,-1.625811,-0.867188,-1.312689,243,258,28,53,1.51
1043,1,-1.164062,-1.947615,-1.111328,-1.615488,248,265,28,53,2.08
1044,1,-1.582031,-2.211693,-0.542969,-1.036350,240,260,27,45,2.04
1045,1,-0.529297,-1.137006,-0.046875,-1.048367,251,253,28,42,1.97
1046,1,0.068359,-0.353857,-3.199219,-4.149648,248,256,26,41,2.07
1047,1,-1.732422,-2.196863,-2.250000,-2.658572,236,253,26,51,2.03
1048,1,-0.664062,-1.651518,-0.990234,-1.500732,249,252,27,51,2.08
1049,1,-1.304688,-1.904773,-2.000000,-2.605193,238,257,29,42,2.69
1050,1,0.988281,0.311566,-1.972656,-2.551252,253,252,28,51,2.95
1051,1,-1.828125,-2.325551,-0.583984,-1.065115,264,255,27,53,2.57
1052,1,-0.695312,-1.066598,-1.283203,-1.836322,247,254,27,45,1.48
1053,1,-0.246094,-0.660461,-1.322266,-2.239627,273,248,29,47,2.00
1054,1,-0.287109,-1.183740,-0.365234,-0.809820,269,235,31,51,1.50
1055,1,-1.080078,-1.596707,-1.175781,-1.795088,264,246,26,48,2.10
1056,1,0.175781,-0.391920,-2.169922,-3.130104,262,252,26,47,3.82
1057,1,-1.064453,-2.250588,-2.095703,-2.725469,259,268,30,43,2.63
1058,1,-0.855469,-1.095359,-2.439453,-2.874082,256,260,31,50,1.49
1059,1,0.542969,-0.168426,-1.101562,-1.714736,261,267,29,50,2.51
1060,1,0.144531,-0.200057,-1.484375,-2.016430,264,272,33,47,1.32
1061,1,-0.099609,-0.429152,0.140625,-0.328533,262,272,28,41,2.63
1062,1,0.320312,0.097672,-1.917969,-2.338232,270,271,28,43,2.53
1063,1,0.357422,-0.352365,-0.396484,-0.935945,273,272,28,46,3.67
1064,1,1.156250,0.746180,-1.496094,-1.930496,276,274,28,44,2.58
